year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes
2008,DATUK ISMAIL KASSIM,BN,UMNO,16451,50.46009447273173,003,ARAU,Perlis,1,32602
2008,DATUK DRHARON DIN,PR,PAS,16151,49.53990552726827,003,ARAU,Perlis,0,32602
2008,DATO PADUKA ABU BAKAR TAIB,BN,UMNO,13762,61.01800124146493,004,LANGKAWI,Kedah,1,22554
2008,WAN SALLEH WAN ISA,PR,PKR,8792,38.98199875853507,004,LANGKAWI,Kedah,0,22554
2008,DATO MUKHRIZ MAHATHIR,BN,UMNO,19424,53.008760199765305,005,JERLUN,Kedah,1,36643
2008,IDRIS AHMAD,PR,PAS,17219,46.991239800234695,005,JERLUN,Kedah,0,36643
2008,DR MOHD HAYATI OTHMAN,PR,PAS,27311,54.02876416941977,011,PENDANG,Kedah,1,50549
2008,DATUK PADUKA MD ROZAI SHAFIAN,BN,UMNO,23238,45.97123583058023,011,PENDANG,Kedah,0,50549
2008,MOHD FIRDAUS JA'AFAR,PR,PAS,26510,52.266319670353504,012,JERAI,Kedah,1,50721
2008,DATUK PADUKA BADRUDDIN AMIRULDIN,BN,UMNO,24211,47.733680329646496,012,JERAI,Kedah,0,50721
2008,CHE UDA CHE NIK,PR,PAS,16864,50.723373537462024,013,SIK,Kedah,1,33247
2008,OTHMAN DESA,BN,UMNO,16383,49.276626462537976,013,SIK,Kedah,0,33247
2008,DATUK RASHID DIN,PR,PKR,25541,53.22815938646215,014,MERBOK,Kedah,1,47984
2008,TAJUL URUS MAT ZAIN,BN,UMNO,22443,46.77184061353785,014,MERBOK,Kedah,0,47984
2008,TAIB AZAMUDDEN MD TAIB,PR,PAS,36074,55.89834973270318,016,BALING,Kedah,1,64535
2008,DATUK ABD AZEEZ ABD RAHIM,BN,UMNO,28461,44.10165026729682,016,BALING,Kedah,0,64535
2008,DATUK KAMARUDDIN JAAFAR,PR,PAS,36714,57.319948166304975,019,TUMPAT,Kelantan,1,64051
2008,DR ASRAF WAJDI DUSUKI,BN,UMNO,27337,42.680051833695025,019,TUMPAT,Kelantan,0,64051
2008,NASHARUDIN MAT ISA,PR,PAS,28835,52.64839599043255,025,BACHOK,Kelantan,1,54769
2008,DR AWANG ADEK HUSSIN,BN,UMNO,25934,47.35160400956745,025,BACHOK,Kelantan,0,54769
2008,ABDUL AZIZ KADIR,PR,PKR,21738,50.4642956634785,026,KETEREH,Kelantan,1,43076
2008,DATUK SERI ANNUAR MUSA,BN,UMNO,21338,49.5357043365215,026,KETEREH,Kelantan,0,43076
2008,SAIFUDDIN NASUTION ISMAIL,PR,PKR,21041,51.79705578258087,029,MACHANG,Kelantan,1,40622
2008,SAZMI MIAH,BN,UMNO,19581,48.20294421741913,029,MACHANG,Kelantan,0,40622
2008,DATUK MUSTAPA MOHAMED,BN,UMNO,17168,57.4180602006689,030,JELI,Kelantan,1,29900
2008,MOHD APANDI MOHAMAD,PR,PAS,12732,42.5819397993311,030,JELI,Kelantan,0,29900
2008,DATUK DR ABDULLAH MOHD ZIN,BN,UMNO,29376,60.99414476143017,033,BESUT,Terengganu,1,48162
2008,DATUK HUSAIN AWANG,PR,PAS,18786,39.00585523856983,033,BESUT,Terengganu,0,48162
2008,MOHD JIDIN SHAFEE,BN,UMNO,26610,57.8629207619379,034,SETIU,Terengganu,1,45988
2008,MOHD PAUZI MUDA,PR,PAS,19378,42.1370792380621,034,SETIU,Terengganu,0,45988
2008,DATUK SERI ABDUL HADI AWANG,PR,PAS,33435,52.14197713768851,037,MARANG,Terengganu,1,64123
2008,DATUK DR AHMAD RAMZI MOHAMAD ZUBIR,BN,UMNO,30688,47.85802286231149,037,MARANG,Terengganu,0,64123
2008,MATULIDI JUSOH,BN,UMNO,29264,54.66432547539881,039,DUNGUN,Terengganu,1,53534
2008,SHAMSUL ISKANDAR @ YUSRE MOHD AKIN,PR,PKR,24270,45.33567452460119,039,DUNGUN,Terengganu,0,53534
2008,AHMAD SHABERRY CHEEK,BN,UMNO,37199,60.27545977477113,040,KEMAMAN,Terengganu,1,61715
2008,MOHD FARIZ ABD TALIB @ MUSA,PR,PKR,24516,39.72454022522887,040,KEMAMAN,Terengganu,0,61715
2008,LIM GUAN ENG,PR,DAP,33748,74.2922555364769,043,BAGAN,Penang,1,45426
2008,SONG CHOY LENG,BN,MCA,11678,25.707744463523092,043,BAGAN,Penang,0,45426
2008,CHOW KON YEOW,PR,DAP,28248,74.32315099850028,049,TANJONG,Penang,1,38007
2008,KHAW VEON SZU,BN,GERAKAN,9759,25.676849001499725,049,TANJONG,Penang,0,38007
2008,JEFF OOI,PR,DAP,30493,66.83836745429836,050,JELUTONG,Penang,1,45622
2008,DR THOR TEONG GEE,BN,GERAKAN,14247,31.228354741133664,050,JELUTONG,Penang,0,45622
2008,BADRUL ZAMAN PS MD ZAKARIAH,,IND,882,1.9332778045679715,050,JELUTONG,Penang,0,45622
2008,DATUK TAN LIAN HOE,BN,GERAKAN,12526,64.30514913496586,054,GRIK,Perak,1,19479
2008,MOHD NOOR ABDUL RAHMAN,PR,PAS,6953,35.69485086503414,054,GRIK,Perak,0,19479
2008,DATUK SAMSUL ANUAR NASARAH,BN,UMNO,10992,64.41254028713742,055,LENGGONG,Perak,1,17065
2008,MUHAMAD ZULKIFLI MOHAMAD ZAKARIA,PR,PAS,6073,35.58745971286258,055,LENGGONG,Perak,0,17065
2008,DATUK HAMZAH ZAINUDDIN,BN,UMNO,15878,53.20154129669962,056,LARUT,Perak,1,29845
2008,DR MOHD DHARI OTHMAN,PR,PAS,13967,46.79845870330038,056,LARUT,Perak,0,29845
2008,NGA KOR MING,PR,DAP,28098,62.581852198316184,060,TAIPING,Perak,1,44898
2008,DATUK M KAYVEAS,BN,PPP,16800,37.418147801683816,060,TAIPING,Perak,0,44898
2008,DATUK AHMAD HUSNI HANADZLAH,BN,UMNO,27942,55.332884470672106,063,TAMBUN,Perak,1,50498
2008,MOHAMAD ASRI OTHMAN,PR,PKR,22556,44.667115529327894,063,TAMBUN,Perak,0,50498
2008,NGEH KOO HAM,PR,DAP,15831,53.063618690085136,068,BERUAS,Perak,1,29834
2008,DATUK CHANG KO YOUN,BN,GERAKAN,14003,46.936381309914864,068,BERUAS,Perak,0,29834
2008,MOHD NIZAR ZAKARIA,BN,UMNO,12399,56.55188141391106,069,PARIT,Perak,1,21925
2008,DR NAJIHATUSSALEHAH AHMAD,PR,PAS,9526,43.44811858608894,069,PARIT,Perak,0,21925
2008,DATUK LEE CHEE LEONG,BN,MCA,20126,53.59073359073359,070,KAMPAR,Perak,1,37555
2008,KEONG MENG SING,PR,DAP,17429,46.40926640926641,070,KAMPAR,Perak,0,37555
2008,LEE BOON CHYE,PR,PKR,29696,57.08134707058281,071,GOPENG,Perak,1,52024
2008,LING HEE LEONG,BN,MCA,22328,42.91865292941719,071,GOPENG,Perak,0,52024
2008,DATUK M SARAVANAN,BN,MIC,14084,56.00445363448386,072,TAPAH,Perak,1,25148
2008,TAN SENG TOH,PR,PKR,11064,43.99554636551614,072,TAPAH,Perak,0,25148
2008,KONG CHO HA,BN,MCA,25698,50.291596539981995,074,LUMUT,Perak,1,51098
2008,SUWARDI SAPUAN,PR,PKR,25400,49.708403460018005,074,LUMUT,Perak,0,51098
2008,MUHAMAD SHAHRUM,BN,UMNO,12611,59.81029167654731,079,LIPIS,Pahang,1,21085
2008,MOHAMAD NILAM ABDUL MANAP,PR,PAS,8474,40.18970832345269,079,LIPIS,Pahang,0,21085
2008,DATUK NG YEN YEN,BN,MCA,18078,54.1192671536343,080,RAUB,Pahang,1,33404
2008,ABU BAKAR LEBAI SUDIN,PR,DAP,15326,45.8807328463657,080,RAUB,Pahang,0,33404
2008,TENGKU AZLAN SULTAN ABU BAKAR,BN,UMNO,19543,52.619816908993,081,JERANTUT,Pahang,1,37140
2008,DR HAMZAH JAAFAR,PR,PAS,17597,47.380183091007,081,JERANTUT,Pahang,0,37140
2008,FUZIAH BINTI SALLEH,PR,PKR,18398,52.610809265084356,083,KUANTAN,Pahang,1,34970
2008,FU AH KIOW,BN,MCA,16572,47.389190734915644,083,KUANTAN,Pahang,0,34970
2008,NAJIB TUN RAZAK,BN,UMNO,36262,78.72774641771602,085,PEKAN,Pahang,1,46060
2008,KHAIRUL ANUAR AHMAD ZAINUDIN,PR,PKR,9798,21.272253582283977,085,PEKAN,Pahang,0,46060
2008,ISMAIL ABD MUTTALIB,BN,UMNO,15868,63.23171946602909,086,MARAN,Pahang,1,25095
2008,MASRUDIN TANTAWI,PR,PAS,9227,36.76828053397091,086,MARAN,Pahang,0,25095
2008,DATUK SAIFUDDIN ABDULLAH,BN,UMNO,21381,53.02695865677934,088,TEMERLOH,Pahang,1,40321
2008,AHMAD NIZAM HAMID,PR,PKR,18940,46.97304134322066,088,TEMERLOH,Pahang,0,40321
2008,LIOW TIONG LAI,BN,MCA,25134,66.63485246162412,089,BENTONG,Pahang,1,37719
2008,G PONUSAMY,PR,PKR,12585,33.365147538375886,089,BENTONG,Pahang,0,37719
2008,DATUK ISMAIL SABRI YAAKOB,BN,UMNO,18051,55.9183420587962,090,BERA,Pahang,1,32281
2008,MAZLAN ALIMAN,PR,PAS,14230,44.0816579412038,090,BERA,Pahang,0,32281
2008,DATUK SRI DR JAMALUDDIN MOHD JARJIS,BN,UMNO,21308,66.7188527413345,091,ROMPIN,Pahang,1,31937
2008,MAZLAN MOHD YASIN,PR,PAS,10629,33.2811472586655,091,ROMPIN,Pahang,0,31937
2008,WILLIAM LEONG JEE KEEN,PR,PKR,30701,51.88872175368026,097,SELAYANG,Selangor,1,59167
2008,LEE LI YEW,BN,MCA,27134,45.86002332381226,097,SELAYANG,Selangor,0,59167
2008,KOH SWE YONG,,PRM,1332,2.2512549225074787,097,SELAYANG,Selangor,0,59167
2008,MOHAMED AZMIN ALI,PR,PKR,40334,54.65237598406526,098,GOMBAK,Selangor,1,73801
2008,SAID ANUAR B  SAID AHMAD,BN,UMNO,33467,45.34762401593474,098,GOMBAK,Selangor,0,73801
2008,ZURAIDA KAMARUDDIN,PR,PKR,26995,53.653058790793814,099,AMPANG,Selangor,1,50314
2008,AZMAN B WAHID,BN,UMNO,23319,46.346941209206186,099,AMPANG,Selangor,0,50314
2008,DATO ONG TEE KEAT,BN,MCA,25236,53.11612047736314,100,PANDAN,Selangor,1,47511
2008,SYED SHAHIR SYED MOHAMUD,PR,PKR,22275,46.88387952263686,100,PANDAN,Selangor,0,47511
2008,TEO NIE CHING,PR,DAP,47444,64.23243031016882,102,SERDANG,Selangor,1,73863
2008,DATO' HOH HEE LEE,BN,MCA,26419,35.76756968983118,102,SERDANG,Selangor,0,73863
2008,GOBIND SINGH DEO,PR,DAP,35079,60.93807000781725,103,PUCHONG,Selangor,1,57565
2008,LAU YENG PENG,BN,GERAKAN,22486,39.06192999218275,103,PUCHONG,Selangor,0,57565
2008,TONY PUA KIAM WEE,PR,DAP,37851,67.91853579759555,106,PJ UTARA,Selangor,1,55730
2008,DATIN PADUKA CHEW MEI FUN,BN,MCA,17879,32.08146420240445,106,PJ UTARA,Selangor,0,55730
2008,R SIVARASA,PR,PKR,35024,55.29610508533447,107,SUBANG,Selangor,1,63339
2008,S MURUGESAN,BN,MIC,28315,44.70389491466553,107,SUBANG,Selangor,0,63339
2008,S MANIKAVASAGAM,PR,PKR,48196,57.31137404126286,109,KAPAR,Selangor,1,84095
2008,DATIN PADUKA P KOMALA DEVI,BN,MIC,35899,42.68862595873714,109,KAPAR,Selangor,0,84095
2008,CHARLES SANTIAGO,PR,DAP,37990,65.18643078982137,110,KLANG,Selangor,1,58279
2008,CH'NG TOH ENG,BN,MCA,20289,34.81356921017862,110,KLANG,Selangor,0,58279
2008,DATO MOHD ZIN MOHAMED,BN,UMNO,26381,55.06021330327886,113,SEPANG,Selangor,1,47913
2008,MOHAMED MAKKI AHMAD,PR,PAS,21532,44.93978669672114,113,SEPANG,Selangor,0,47913
2008,DR TAN SENG GIAW,PR,DAP,35552,75.23277467411546,114,KEPONG,Federal Territories,1,47256
2008,LAU HOI KEONG,BN,GERAKAN,11704,24.767225325884542,114,KEPONG,Federal Territories,0,47256
2008,CHUA TIAN CHANG,PR,PKR,29785,59.433303402175,115,BATU,Federal Territories,1,50115
2008,LIM SI PIN,BN,GERAKAN,20330,40.566696597825,115,BATU,Federal Territories,0,50115
2008,LIM LIP ENG,PR,DAP,25046,59.12653446647781,117,SEGAMBUT,Federal Territories,1,42360
2008,MA WOEI CHYI,BN,GERAKAN,17314,40.87346553352219,117,SEGAMBUT,Federal Territories,0,42360
2008,ZULHASNAN RAFIQUE,BN,UMNO,25489,59.49257772383531,118,SETIAWANGSA,Federal Territories,1,42844
2008,IBRAHIM YAAKOB,PR,PKR,17355,40.50742227616469,118,SETIAWANGSA,Federal Territories,0,42844
2008,DR LO' LO' MOHD GHAZALI,PR,PAS,17857,52.92217414498251,119,TITIWANGSA,Federal Territories,1,33742
2008,AZIZ JAMALUDDIN MOHD TAHIR,BN,UMNO,15885,47.07782585501749,119,TITIWANGSA,Federal Territories,0,33742
2008,TERESA KOK SUH SIM,PR,DAP,47230,81.47598675131107,122,SEPUTEH,Federal Territories,1,57968
2008,CAROL CHEW CHEE LIN,BN,MCA,10738,18.52401324868893,122,SEPUTEH,Federal Territories,0,57968
2008,TAN KOK WAI,PR,DAP,39253,78.18388240449349,123,CHERAS,Federal Territories,1,50206
2008,JEFFREY GOH SIM IK,BN,MCA,10953,21.816117595506512,123,CHERAS,Federal Territories,0,50206
2008,TENGKU ADNAN TENGKU MANSOR,BN,UMNO,4038,75.58966679146387,125,PUTRAJAYA,Federal Territories,1,5342
2008,MOHAMMAD NOR MOHAMAD,PR,PAS,1304,24.41033320853613,125,PUTRAJAYA,Federal Territories,0,5342
2008,DATUK SERI DR RAIS YATIM,BN,UMNO,19737,70.83333333333333,126,JELEBU,Negeri Sembilan,1,27864
2008,NORMAN IPIN,PR,PAS,8127,29.166666666666668,126,JELEBU,Negeri Sembilan,0,27864
2008,DATUK LILAH YASIN,BN,UMNO,25294,66.09700010452597,127,JEMPOL,Negeri Sembilan,1,38268
2008,SITI MERIAM NAAN,PR,PAS,12974,33.902999895474025,127,JEMPOL,Negeri Sembilan,0,38268
2008,JOHN FERNANDEZ,PR,DAP,32970,53.18428184281843,128,SEREMBAN,Negeri Sembilan,1,61992
2008,DATUK YU CHOK TOW,BN,MCA,29022,46.81571815718157,128,SEREMBAN,Negeri Sembilan,0,61992
2008,LOKE SIEW FOOK,PR,DAP,34271,61.87106208589843,130,RASAH,Negeri Sembilan,1,55391
2008,DATUK DR YEOW CHAI THIAM,BN,MCA,21120,38.12893791410157,130,RASAH,Negeri Sembilan,0,55391
2008,KHAIRY JAMALUDDIN ABU BAKAR,BN,UMNO,26525,56.073482157957045,131,REMBAU,Negeri Sembilan,1,47304
2008,BADRUL HISHAM SHAHARIN,PR,PKR,20779,43.926517842042955,131,REMBAU,Negeri Sembilan,0,47304
2008,DATUK SHAZIMAN ABU MANSOR,BN,UMNO,24022,68.7029887029887,133,TAMPIN,Negeri Sembilan,1,34965
2008,ABDUL RAZAKEK ABDUL RAHIM,PR,PAS,10943,31.2970112970113,133,TAMPIN,Negeri Sembilan,0,34965
2008,DATUK WIRA AHMAD HAMZAH,BN,UMNO,28101,64.63863458618944,139,JASIN,Melaka,1,43474
2008,ZULKEFLY OTHMAN,PR,PKR,15373,35.36136541381055,139,JASIN,Melaka,0,43474
2008,DR S SUBRAMANIAM,BN,MIC,15921,55.18352916709993,140,SEGAMAT,Johor,1,28851
2008,PANG HOK LIONG,PR,DAP,12930,44.81647083290007,140,SEGAMAT,Johor,0,28851
2008,BAHARUM MOHAMED,BN,UMNO,17979,68.90881913303438,141,SEKIJANG,Johor,1,26091
2008,ZULKAPLY SALLEH,PR,PKR,8112,31.09118086696562,141,SEKIJANG,Johor,0,26091
2008,CHUA TEE YONG,BN,MCA,13658,58.814916889156834,142,LABIS,Johor,1,23222
2008,TEO ENG CHING,PR,DAP,9564,41.185083110843166,142,LABIS,Johor,0,23222
2008,MUHYIDDIN BIN MOHD YASSIN,BN,UMNO,21028,71.34181509754029,143,PAGOH,Johor,1,29475
2008,MOHD ROZALI JAMIL AL-HAFIZ,PR,PAS,8447,28.658184902459713,143,PAGOH,Johor,0,29475
2008,HAMIM SAMURI,BN,UMNO,25319,58.85265335533809,144,LEDANG,Johor,1,43021
2008,LEE FU HAW,PR,DAP,17702,41.14734664466191,144,LEDANG,Johor,0,43021
2008,ER TECK HWA,PR,DAP,21051,50.87240212663122,145,BAKRI,Johor,1,41380
2008,TAY PUAY CHUAN,BN,MCA,20329,49.12759787336878,145,BAKRI,Johor,0,41380
2008,RAZALI IBRAHIM,BN,UMNO,16986,57.95093992016649,146,MUAR,Johor,1,29311
2008,NAH BUDIN,PR,PKR,12325,42.04906007983351,146,MUAR,Johor,0,29311
2008,HOU KOK CHUNG,BN,MCA,27970,53.62449433463065,152,KLUANG,Johor,1,52159
2008,NG LAM HUA,PR,DAP,24189,46.37550566536935,152,KLUANG,Johor,0,52159
2008,DATUK SERI HISHAMMUDDIN TUN HUSSEIN,BN,UMNO,17988,73.7031877407195,153,SEMBRONG,Johor,1,24406
2008,LEE SANG,PR,PKR,6418,26.296812259280504,153,SEMBRONG,Johor,0,24406
2008,DATUK DR ABDUL LATIFF AHMAD,BN,UMNO,20116,75.92089371980677,154,MERSING,Johor,1,26496
2008,SHAHAR ABDULLAH,PR,PAS,6380,24.079106280193237,154,MERSING,Johor,0,26496
2008,DATUK HALIMAH MOHAMED SADIQUE,BN,UMNO,19031,79.25290467663349,155,TENGGARA,Johor,1,24013
2008,SALLEH FARMIN,PR,PAS,4982,20.74709532336651,155,TENGGARA,Johor,0,24013
2008,DATUK SERI AZALINA OTHMAN SAID (WALKOVER),BN,UMNO,0,0.0,157,PENGERANG,Johor,1,0
2008,LING BAN SAN @ TENG BOON SOON,BN,MCA,30860,65.57307381751731,158,TEBRAU,Johor,1,47062
2008,ROSLAINI SARIF,PR,PAS,16202,34.42692618248268,158,TEBRAU,Johor,0,47062
2008,DATUK NUR JAZLAN MOHAMED,BN,UMNO,38036,68.3817845136005,161,PULAI,Johor,1,55623
2008,ABDULLAH IDERIS,PR,PAS,17587,31.61821548639951,161,PULAI,Johor,0,55623
2008,ONG KA TING,BN,MCA,32017,61.22968062727099,163,KULAI,Johor,1,52290
2008,NG PAK SIONG,PR,DAP,20273,38.77031937272901,163,KULAI,Johor,0,52290
2008,AHMAD MASLAN,BN,UMNO,23121,72.7121202591358,164,PONTIAN,Johor,1,31798
2008,MOHD ANNUAR MOHD SALLEH,PR,PKR,8677,27.287879740864206,164,PONTIAN,Johor,0,31798
2008,YUSOF MAHAL,BN,UMNO,10471,77.0436318151718,166,LABUAN,Sabah,1,13591
2008,LAU SENG KIAT,,IND,2014,14.818629975719226,166,LABUAN,Sabah,0,13591
2008,MATUSIN ABDUL RAHMAN,PR,PAS,1106,8.137738209108969,166,LABUAN,Sabah,0,13591
2008,DATUK ABDUL RAHIM BAKRI,BN,UMNO,17634,69.4990738186261,167,KUDAT,Sabah,1,25373
2008,YAHYA OTHMAN,PR,PKR,7739,30.500926181373902,167,KUDAT,Sabah,0,25373
2008,DATUK WILFRED BUMBURING,BN,UPKO,17645,59.71841472907571,170,TUARAN,Sabah,1,29547
2008,ANSARI ABDULLAH,PR,PKR,11023,37.30666395911599,170,TUARAN,Sabah,0,29547
2008,AJIN @ HAZIN GAGAH,,IND,879,2.9749213118083055,170,TUARAN,Sabah,0,29547
2008,DATUK ERIC ENCHIN MAJIMBUN,BN,SAPP,16884,64.89852398523985,171,SEPANGGAR,Sabah,1,26016
2008,MOHAMAD IBRAHIM @ PAUL KULELING,PR,PKR,5423,20.844864698646987,171,SEPANGGAR,Sabah,0,26016
2008,EWOL MUNJI @ EDWARD EWOL MUNJI,PR,DAP,3709,14.256611316113162,171,SEPANGGAR,Sabah,0,26016
2008,DATUK DR MARCUS MOJIGOH,BN,UPKO,13737,62.59169818198387,173,PUTATAN,Sabah,1,21947
2008,SAUKINAH YUSOF,PR,PKR,7292,33.22549779013077,173,PUTATAN,Sabah,0,21947
2008,RAMZAH AHMAD,,IND,918,4.18280402788536,173,PUTATAN,Sabah,0,21947
2008,TAN SRI BERNARD GILUK DOMPOK,BN,UPKO,13400,53.951765511132585,174,PENAMPANG,Sabah,1,24837
2008,DR EDWIN BOSI,PR,PKR,10337,41.619358215565484,174,PENAMPANG,Sabah,0,24837
2008,ANTHONY TIBOK,,IND,696,2.8022708056528565,174,PENAMPANG,Sabah,0,24837
2008,LIVIRED MISSIH @ WILLYBROAD MISSI,,PASOK,404,1.626605467649072,174,PENAMPANG,Sabah,0,24837
2008,ROSNAH ABDUL RASHID SHIRLIN,BN,UMNO,15352,64.43110756704579,175,PAPAR,Sabah,1,23827
2008,WAHAB IDRIS,PR,PKR,5778,24.249800646325596,175,PAPAR,Sabah,0,23827
2008,DATUK PATRICK SINDU,,IND,2268,9.518613337810047,175,PAPAR,Sabah,0,23827
2008,MOHD HASHIM YUSSUP,,IND,429,1.8004784488185672,175,PAPAR,Sabah,0,23827
2008,DATUK ANIFAH AMAN,BN,UMNO,10242,60.77977568096849,176,KIMANIS,Sabah,1,16851
2008,JAAFAR ISMAIL,,IND,4789,28.419678357367516,176,KIMANIS,Sabah,0,16851
2008,ISMAIL BONGSU,PR,PKR,1615,9.584000949498545,176,KIMANIS,Sabah,0,16851
2008,BENJAMIN BASINTA,,IND,205,1.2165450121654502,176,KIMANIS,Sabah,0,16851
2008,DATUK LAJIM UKIN,BN,UMNO,14780,79.26633058028531,177,BEAUFORT,Sabah,1,18646
2008,LAJIM YUSOF,PR,PKR,3866,20.733669419714683,177,BEAUFORT,Sabah,0,18646
2008,DATUK SAPAWI AHMAD,BN,UMNO,11905,67.39696557971014,178,SIPITANG,Sabah,1,17664
2008,KARIM TASSIM,PR,PKR,5759,32.60303442028985,178,SIPITANG,Sabah,0,17664
2008,DATUK SIRIGAN GUBAT,BN,UPKO,14074,65.41178657743075,179,RANAU,Sabah,1,21516
2008,JONATHAN YASIN,PR,PKR,6823,31.711284625395056,179,RANAU,Sabah,0,21516
2008,VITOS MARK KODING,,PASOK,619,2.876928797174196,179,RANAU,Sabah,0,21516
2008,DATUK SERI JOSEPH PAIRIN KITINGAN,BN,PBS,14598,57.26502432135572,180,KENINGAU,Sabah,1,25492
2008,DATUK DR JEFFREY KITINGAN,PR,PKR,10334,40.53820806527538,180,KENINGAU,Sabah,0,25492
2008,PETER KODOU,PR,DAP,560,2.1967676133689,180,KENINGAU,Sabah,0,25492
2008,RAIMIE UNGGI,BN,UMNO,9535,62.85017467536748,181,TENOM,Sabah,1,15171
2008,ADRIS TARIPIN,PR,PKR,2652,17.480719794344473,181,TENOM,Sabah,0,15171
2008,JOH JIMMY @ RICHARD JOE JIMMY,,IND,2499,16.47221672928614,181,TENOM,Sabah,0,15171
2008,MUTANG @ SYLVESTER DAWAT,,BERSEKUTU,485,3.1968888010019114,181,TENOM,Sabah,0,15171
2008,TAN SRI JOSEPH KURUP (WON UNCONTESTED),BN,PBRS,0,0.0,182,PENSIANGAN,Sabah,1,0
2008,DATUK RONALD KIANDEE,BN,UMNO,7090,79.37751903269145,183,BELURAN,Sabah,1,8932
2008,MICHAEL @ RADIO LUBAN,PR,PKR,1271,14.229735781459919,183,BELURAN,Sabah,0,8932
2008,PETRUS RINNING,,IND,571,6.392745185848634,183,BELURAN,Sabah,0,8932
2008,RAMSAH TASIM @ RAMSAH TASHIM,,IND,0,0.0,183,BELURAN,Sabah,0,8932
2008,NORDIN KANING,,IND,0,0.0,183,BELURAN,Sabah,0,8932
2008,DATUK JUSLIE AJIROL,BN,UMNO,13668,69.00590700257484,184,LIBARAN,Sabah,1,19807
2008,AHMAD THAMRIN JAINI,PR,PKR,6139,30.994092997425152,184,LIBARAN,Sabah,0,19807
2008,DATUK V K LIEW,BN,LDP,8297,42.885201840078565,186,SANDAKAN,Sabah,1,19347
2008,CHONG CHU LIN @ SHANTY,PR,DAP,8121,41.9755000775314,186,SANDAKAN,Sabah,0,19347
2008,FONG VUN FUI,,IND,2929,15.139298082390034,186,SANDAKAN,Sabah,0,19347
2008,DATUK BUNG MOKTAR RADIN,BN,UMNO,8507,69.71236581168566,187,KINABATANGAN,Sabah,1,12203
2008,AHMAD ABDUL,PR,PKR,2181,17.872654265344586,187,KINABATANGAN,Sabah,0,12203
2008,DASIM @ RICKY JIKAH,,IND,1515,12.414979922969762,187,KINABATANGAN,Sabah,0,12203
2008,SALLEH KALBI,BN,UMNO,18111,68.5244040862656,188,SILAM,Sabah,1,26430
2008,DATUK SERI PANGLIMA DR HASBULLAH TAHA,PR,PKR,8319,31.47559591373439,188,SILAM,Sabah,0,26430
2008,DATUK SHAFIE APDAL,BN,UMNO,19419,90.84487275449102,189,SEMPORNA,Sabah,1,21376
2008,ABDUL AZIS ABDUL HAMID,PR,PKR,1957,9.155127245508982,189,SEMPORNA,Sabah,0,21376
2008,DATUK DR CHUA SOON BUI,BN,SAPP,13943,53.021257177624825,190,TAWAU,Sabah,1,26297
2008,CHAN FOONG HIN,PR,DAP,9076,34.51344259801498,190,TAWAU,Sabah,0,26297
2008,BERHAN @ BIRHAN RUSLAN,PR,PKR,3278,12.465300224360194,190,TAWAU,Sabah,0,26297
2008,DATUK ABDUL GHAPUR SALLEH (WON UNCONTESTED),BN,UMNO,0,0.0,191,KALABAKAN,Sabah,1,0
2013,SHAHARUDDIN BIN ISMAIL,BN,UMNO,23343,54.732819057891156,002,KANGAR,Perlis,1,42649
2013,BAHARUDDIN BIN AHMAD,PR,PAS,19306,45.267180942108844,002,KANGAR,Perlis,0,42649
2013,SHAHIDAN BIN KASSIM,BN,UMNO,19376,51.27689416995263,003,ARAU,Perlis,1,37787
2013,HARON BIN DIN,PR,PAS,18005,47.64866223833594,003,ARAU,Perlis,0,37787
2013,ZAINUDIN BIN YOM,,IND,406,1.0744435917114352,003,ARAU,Perlis,0,37787
2013,NAWAWI BIN AHMAD,BN,UMNO,21407,68.7598368290881,004,LANGKAWI,Kedah,1,31133
2013,AHMAD BIN ABDULLAH,PR,PKR,9546,30.66199852246812,004,LANGKAWI,Kedah,0,31133
2013,MARINA BINTI HUSSEIN,,IND,180,0.5781646484437735,004,LANGKAWI,Kedah,0,31133
2013,OTHMAN BIN AZIZ,BN,UMNO,24161,53.629139660836366,005,JERLUN,Kedah,1,45052
2013,ISMAIL BIN SALLEH,PR,PAS,20891,46.370860339163634,005,JERLUN,Kedah,0,45052
2013,OTHMAN BIN ABDUL,BN,UMNO,32165,52.138040588731116,011,PENDANG,Kedah,1,61692
2013,MOHAMAD BIN SABU,PR,PAS,29527,47.861959411268884,011,PENDANG,Kedah,0,61692
2013,JAMIL KHIR BIN BAHAROM,BN,UMNO,32429,50.939335867550504,012,JERAI,Kedah,1,63662
2013,MOHD FIRDAUS BIN JAAFAR,PR,PAS,31233,49.060664132449496,012,JERAI,Kedah,0,63662
2013,MANSOR BIN ABD RAHMAN,BN,UMNO,22084,53.39329319890718,013,SIK,Kedah,1,41361
2013,CHE UDA BIN CHE NIK,PR,PAS,19277,46.60670680109282,013,SIK,Kedah,0,41361
2013,ISMAIL BIN DAUT,BN,UMNO,38538,52.825067850974584,014,MERBOK,Kedah,1,72954
2013,NOR AZRINA BINTI SURIP,PR,PKR,34416,47.174932149025416,014,MERBOK,Kedah,0,72954
2013,ABDUL AZEEZ BIN ABDUL RAHIM,BN,UMNO,43504,53.16842452611124,016,BALING,Kedah,1,81823
2013,NAJMI BIN HJ AHMAD,PR,PAS,38319,46.83157547388876,016,BALING,Kedah,0,81823
