year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes
2013,YAMBUYA BIN PARANTIS @ CYRIL PONGOD,,STAR,1153,5.972236610380192,187,KINABATANGAN,Sabah,0,19306
2013,HAJI ALI LATIP BIN HAJI TAHA,,IND,1130,5.853102662384751,187,KINABATANGAN,Sabah,0,19306
2013,DATU NASRUN BIN DATU MANSUR,BN,UMNO,23058,59.8458304134548,188,SILAM,Sabah,1,38529
2013,BADRULAMIN BIN BAHRON,PR,PKR,9671,25.10057359391627,188,SILAM,Sabah,0,38529
2013,DUMI BIN PG MASDAL,,IND,4959,12.870824573697734,188,SILAM,Sabah,0,38529
2013,APAS @ NAWAWIE BIN SAKING,,STAR,841,2.182771418931195,188,SILAM,Sabah,0,38529
2013,DATUK SERI MOHD SHAFIE BIN APDAL,BN,UMNO,25559,83.69572336105836,189,SEMPORNA,Sabah,1,30538
2013,ZAMREE @ MOHD SUFFIAN B ABDUL HABI,PR,PKR,4654,15.240028816556421,189,SEMPORNA,Sabah,0,30538
2013,DATU BADARUDDIN BIN TUN DATU HJ MUSTAPHA,,IND,325,1.064247822385225,189,SEMPORNA,Sabah,0,30538
2013,YAP KAIN CHING @ MARY YAP KEN JIN,BN,PBS,21331,54.87920965293679,190,TAWAU,Sabah,1,38869
2013,KONG HONG MING @ KONG FO MIN,PR,PKR,16352,42.06951555223957,190,TAWAU,Sabah,0,38869
2013,CHUA SOON BUI,,SAPP,633,1.6285471712675912,190,TAWAU,Sabah,0,38869
2013,AHMAD BIN AWANG @ MADON,,IND,553,1.4227276235560473,190,TAWAU,Sabah,0,38869
2013,ABDUL GHAPUR BIN SALLEH,BN,UMNO,23125,65.87380714997863,191,KALABAKAN,Sabah,1,35105
2013,USMAN BIN MADEAMING,PR,PAS,8904,25.363908275174477,191,KALABAKAN,Sabah,0,35105
2013,MOHD BIN MANUKE,,IND,1313,3.740207947585814,191,KALABAKAN,Sabah,0,35105
2013,SIAMSIR BIN BORHAN,,IND,891,2.5380999857570146,191,KALABAKAN,Sabah,0,35105
2013,MALVINE REYES,,STAR,603,1.7177040307648483,191,KALABAKAN,Sabah,0,35105
2013,FREDDIE JAPAT ANAK SIMBOL,,IND,137,0.39025779803446803,191,KALABAKAN,Sabah,0,35105
2013,YAHYA BIN ZAINAL,,IND,132,0.3760148127047429,191,KALABAKAN,Sabah,0,35105
2018,MORDI BIMOL,PH,DAP,12771,56.71462829736211,192,MAS GADING,SARAWAK,1,22518
2018,NOGEH GUMBEK,BN,PDP,9747,43.28537170263789,192,MAS GADING,SARAWAK,0,22518
2018,WAN JUNAIDI TUANKU JAAFAR,BN,PBB,26379,79.28049770083852,193,SANTUBONG,SARAWAK,1,33273
2018,MOHAMAD FIDZUAN ZAIDI,PH,AMANAH,6894,20.719502299161483,193,SANTUBONG,SARAWAK,0,33273
2018,FADILLAH YUSOF,BN,PBB,28306,65.91221329607637,194,PETRA JAYA,SARAWAK,1,42945
2018,NOR IRWAN AHMAT NOR,PH,PKR,13289,30.94423099313075,194,PETRA JAYA,SARAWAK,0,42945
2018,HAMDAN SANI,GS,PAS,1350,3.1435557107928744,194,PETRA JAYA,SARAWAK,0,42945
2018,KELVIN YII LEE WUEN,PH,DAP,48548,79.42672970894753,195,BANDAR KUCHING,SARAWAK,1,61123
2018,KHO TECK WAN,BN,SUPP,12575,20.573270291052467,195,BANDAR KUCHING,SARAWAK,0,61123
2018,CHONG CHIENG JEN,PH,DAP,33060,63.70064933813754,196,STAMPIN,SARAWAK,1,51899
2018,SIM KUI HIAN,BN,SUPP,18839,36.29935066186246,196,STAMPIN,SARAWAK,0,51899
2018,RUBIAH WANG,BN,PBB,25070,69.89711991524243,197,KOTA SAMARAHAN,SARAWAK,1,35867
2018,SOPIAN JULAIHI,PH,AMANAH,8078,22.52209551955837,197,KOTA SAMARAHAN,SARAWAK,0,35867
2018,ZULKIPLI RAMZI,GS,PAS,2719,7.580784565199208,197,KOTA SAMARAHAN,SARAWAK,0,35867
2018,WILLIE MONGIN,PH,PKR,18865,54.649478563151796,198,PUNCAK BORNEO,SARAWAK,1,34520
2018,GENOT SINEL @ JEANNOTH SINEL,BN,PBB,14860,43.04750869061414,198,PUNCAK BORNEO,SARAWAK,0,34520
2018,BULN PATRICK RIBOS,USA,STAR,795,2.3030127462340673,198,PUNCAK BORNEO,SARAWAK,0,34520
2018,RICHARD RIOT JAEM,BN,SUPP,17545,63.98847514497246,199,SERIAN,SARAWAK,1,27419
2018,EDWARD ANDREW LUWAK @ EDWARD LUWAK,PH,DAP,7640,27.863890003282396,199,SERIAN,SARAWAK,0,27419
2018,SENIOR WILLIAM RADE,,IND,2234,8.14763485174514,199,SERIAN,SARAWAK,0,27419
2018,NANCY SHUKRI,BN,PBB,14208,83.25325208015938,200,BATANG SADONG,SARAWAK,1,17066
2018,OTHMAN MUSTAPHA @ MOS,PH,AMANAH,1880,11.01605531466073,200,BATANG SADONG,SARAWAK,0,17066
2018,ASAN SINGKRO,GS,PAS,978,5.73069260517989,200,BATANG SADONG,SARAWAK,0,17066
2018,ROHANI ABDUL KARIM,BN,PBB,14204,70.4878169817875,201,BATANG LUPAR,SARAWAK,1,20151
2018,WAN ABDILLAH WAN AHMAD,GS,PAS,3927,19.48786660711627,201,BATANG LUPAR,SARAWAK,0,20151
2018,NARUDIN MENTALI,PH,AMANAH,2020,10.024316411096224,201,BATANG LUPAR,SARAWAK,0,20151
2018,MASIR KUJAT,BN,PRS,14141,61.482608695652175,202,SRI AMAN,SARAWAK,1,23000
2018,NORINA UMOI UTOT,PH,PKR,8321,36.178260869565214,202,SRI AMAN,SARAWAK,0,23000
2018,COBBOLD LUSOI,,PBDSB,538,2.3391304347826085,202,SRI AMAN,SARAWAK,0,23000
2018,TAMBAT @ JUGAH MUYANG,,IND,5834,40.093464366710194,203,LUBOK ANTU,SARAWAK,1,14551
2018,ROBERT PASANG ALAM,BN,PRS,4775,32.81561404714453,203,LUBOK ANTU,SARAWAK,0,14551
2018,NICHOLAS BAWIN ANGGAT,PH,PKR,3942,27.09092158614528,203,LUBOK ANTU,SARAWAK,0,14551
2018,ROBERT LAWSON CHUAT,BN,PBB,12517,60.41023166023166,204,BETONG,SARAWAK,1,20720
2018,ABANG AHMAD ABANG SUNI,,IND,4401,21.24034749034749,204,BETONG,SARAWAK,0,20720
2018,NOEL CHANGGAI BUCKING,PH,PKR,3802,18.34942084942085,204,BETONG,SARAWAK,0,20720
2018,ALI BIJU,PH,PKR,11848,52.17774254635135,205,SARATOK,SARAWAK,1,22707
2018,JAGAH @ SUBENG MULA,BN,PDP,10859,47.82225745364865,205,SARATOK,SARAWAK,0,22707
2018,YUSUF ABD WAHAB,BN,PBB,11402,80.69355980184005,206,TANJONG MANIS,SARAWAK,1,14130
2018,MOHAMAD FADILLAH SABALI,PH,AMANAH,2728,19.306440198159944,206,TANJONG MANIS,SARAWAK,0,14130
2018,AHMAD JOHNIE ZAWAWI,BN,PBB,10538,83.76122724743661,207,IGAN,SARAWAK,1,12581
2018,ANDRI ZULKARNAEN HAMDEN,PH,AMANAH,2043,16.23877275256339,207,IGAN,SARAWAK,0,12581
2018,WONG LING BIU,PH,DAP,16327,53.57330358314739,208,SARIKEI,SARAWAK,1,30476
2018,HUANG TIONG SII,BN,SUPP,13757,45.14043837773986,208,SARIKEI,SARAWAK,0,30476
2018,WONG CHIN KING,,PBK,392,1.2862580391127445,208,SARIKEI,SARAWAK,0,30476
2018,LARRY SOON @ LARRY SNG WEI SHIEN,,IND,10105,55.282017615843316,209,JULAU,SARAWAK,1,18279
2018,JOSEPH SALANG GANDUM,BN,PRS,8174,44.717982384156684,209,JULAU,SARAWAK,0,18279
2018,AGO DAGANG,BN,PRS,9552,64.57544618712818,210,KANOWIT,SARAWAK,1,14792
2018,SATU ANCHOM,PH,PKR,5240,35.42455381287182,210,KANOWIT,SARAWAK,0,14792
2018,ALICE LAU KIONG YIENG,PH,DAP,29905,65.16386298265493,211,LANANG,SARAWAK,1,45892
2018,KONG SIEN CHIU,BN,SUPP,15359,33.46770678985444,211,LANANG,SARAWAK,0,45892
2018,PRISCILLA LAU,,PEACE,628,1.3684302274906301,211,LANANG,SARAWAK,0,45892
2018,OSCAR LING CHAI YEW,PH,DAP,33811,59.57570524906173,212,SIBU,SARAWAK,1,56753
2018,WONG KEE YEW,BN,SUPP,22389,39.44989692174863,212,SIBU,SARAWAK,0,56753
2018,TIEW YEN HOUNG,,PEACE,377,0.6642820643842616,212,SIBU,SARAWAK,0,56753
2018,TIONG ING TUNG,USA,STAR,176,0.3101157648053847,212,SIBU,SARAWAK,0,56753
2018,HANIFAH HAJAR TAIB,BN,PBB,13853,66.90331304935768,213,MUKAH,SARAWAK,1,20706
2018,ABDUL JALIL BUJANG,PH,PKR,6853,33.09668695064233,213,MUKAH,SARAWAK,0,20706
2018,BARU BIAN,PH,PKR,11228,51.106053709604005,214,SELANGAU,SARAWAK,1,21970
2018,RITA SARIMAH PATRICK INSOL,BN,PRS,10742,48.893946290395995,214,SELANGAU,SARAWAK,0,21970
2018,ALEXANDER NANTA LINGGI,BN,PBB,14302,78.90758620689655,215,KAPIT,SARAWAK,1,18125
2018,PAREN NYAWI,PH,DAP,3823,21.092413793103447,215,KAPIT,SARAWAK,0,18125
2018,UGAK KUMBONG,BN,PRS,11834,68.19570103152192,216,HULU RAJANG,SARAWAK,1,17353
2018,ABUN SUI ANYIT,PH,PKR,5519,31.804298968478072,216,HULU RAJANG,SARAWAK,0,17353
2018,TIONG KING SING,BN,PDP,27076,57.05255172995069,217,BINTULU,SARAWAK,1,47458
2018,CHIEW CHAN YEW,PH,DAP,20054,42.25631084327195,217,BINTULU,SARAWAK,0,47458
2018,CHIENG LEA PHING,USA,STAR,328,0.691137426777361,217,BINTULU,SARAWAK,0,47458
2018,LUKANISMAN AWANG SAUNI,BN,PBB,12214,54.602351468550225,218,SIBUTI,SARAWAK,1,22369
2018,JEMAT PANJANG,PH,PKR,8538,38.16889445214359,218,SIBUTI,SARAWAK,0,22369
2018,ZULAIHI BAKAR,GS,PAS,1617,7.228754079306182,218,SIBUTI,SARAWAK,0,22369
2018,MICHAEL TEO YU KENG,PH,PKR,35739,61.816137680532734,219,MIRI,SARAWAK,1,57815
2018,SEBASTIAN TING CHIEW YEW,BN,SUPP,22076,38.183862319467266,219,MIRI,SARAWAK,0,57815
2018,ANYI NGAU,BN,PDP,12171,54.45150322118826,220,BARAM,SARAWAK,1,22352
2018,ROLAND ENGAN,PH,PKR,10181,45.54849677881174,220,BARAM,SARAWAK,0,22352
2018,HASBI HABIBOLLAH,BN,PBB,12589,72.06892603618044,221,LIMBANG,SARAWAK,1,17468
2018,RICARDO OSMUND YAMPIL BABA,PH,PKR,4879,27.931073963819557,221,LIMBANG,SARAWAK,0,17468
2018,HENRY SUM AGONG,BN,PBB,10037,70.43508771929825,222,LAWAS,SARAWAK,1,14250
2018,DANNY PIRI,PH,PKR,4037,28.32982456140351,222,LAWAS,SARAWAK,0,14250
2018,MOHAMAD BRAHIM,,IND,176,1.2350877192982457,222,LAWAS,SARAWAK,0,14250
2018,LIM LIP ENG,PH,DAP,56516,92.03960654029054,114,KEPONG,FEDERAL TERRITORIES,1,61404
2018,ONG SIANG LIANG,BN,GERAKAN,4888,7.960393459709465,114,KEPONG,FEDERAL TERRITORIES,0,61404
2018,PRABAKARAN PARAMESWARAN,,IND,38125,60.70376562375607,115,BATU,FEDERAL TERRITORIES,1,62805
2018,DOMINIC LAU HOE CHAI,BN,GERAKAN,13687,21.79285088766818,115,BATU,FEDERAL TERRITORIES,0,62805
2018,AZHAR YAHYA,GS,PAS,10610,16.89355942998169,115,BATU,FEDERAL TERRITORIES,0,62805
2018,PANJAMORTHY MUTHUSAMI,,IND,383,0.609824058594061,115,BATU,FEDERAL TERRITORIES,1,62805
2018,TAN YEE KEW,PH,PKR,42178,57.30083686555809,116,WANGSA MAJU,FEDERAL TERRITORIES,1,73608
2018,YEW TEONG LOOK,BN,MCA,17940,24.372350831431365,116,WANGSA MAJU,FEDERAL TERRITORIES,0,73608
2018,RAZALI TUMIRIN,GS,PAS,13490,18.32681230301054,116,WANGSA MAJU,FEDERAL TERRITORIES,0,73608
2018,HANNAH YEOH,PH,DAP,53124,82.07394132278647,117,SEGAMBUT,FEDERAL TERRITORIES,1,64727
2018,LOGA BALA MOHAN JAGANATHAN,BN,MYPPP,7422,11.466621348123658,117,SEGAMBUT,FEDERAL TERRITORIES,0,64727
2018,MOHD SOLLEH AB RAZAK,GS,PAS,4181,6.4594373290898695,117,SEGAMBUT,FEDERAL TERRITORIES,0,64727
2018,NIK NAZMI NIK AHMAD,PH,PKR,34471,56.647275356602904,118,SETIAWANGSA,FEDERAL TERRITORIES,1,60852
2018,ZULHASNAN RAFIQUE,BN,UMNO,20099,33.02931703148623,118,SETIAWANGSA,FEDERAL TERRITORIES,0,60852
2018,UBAID ABD AKLA,GS,PAS,6282,10.323407611910866,118,SETIAWANGSA,FEDERAL TERRITORIES,0,60852
2018,RINA MOHD HARUN,PH,PPBM,23840,47.314730282221255,119,TITIWANGSA,FEDERAL TERRITORIES,1,50386
2018,JOHARI ABDUL GHANI,BN,UMNO,19701,39.10014686619299,119,TITIWANGSA,FEDERAL TERRITORIES,0,50386
2018,MOHAMAD NOOR MOHAMAD,GS,PAS,6845,13.585122851585758,119,TITIWANGSA,FEDERAL TERRITORIES,0,50386
2018,FONG KUI LUN,PH,DAP,44516,84.94123034651199,120,BUKIT BINTANG,FEDERAL TERRITORIES,1,52408
2018,TAN EAN EAN,BN,MCA,7256,13.845214471073119,120,BUKIT BINTANG,FEDERAL TERRITORIES,0,52408
2018,KHAIRUL HUSNI OTHMAN,,PFP,636,1.2135551824148985,120,BUKIT BINTANG,FEDERAL TERRITORIES,0,52408
2018,AHMAD FAHMI MOHAMED FADZIL,PH,PKR,33313,50.24206319282106,121,LEMBAH PANTAI,FEDERAL TERRITORIES,1,66305
2018,RAJA NONG CHIK RAJA ZAINAL ABIDIN,BN,UMNO,27715,41.7992609908755,121,LEMBAH PANTAI,FEDERAL TERRITORIES,0,66305
2018,FAUZI ABU BAKAR,GS,PAS,5277,7.958675816303447,121,LEMBAH PANTAI,FEDERAL TERRITORIES,0,66305
2018,TERESA KOK SUH SIM,PH,DAP,63094,89.96848664603802,122,SEPUTEH,FEDERAL TERRITORIES,1,70129
2018,CHAN QUIN ER,BN,MCA,7035,10.031513353961984,122,SEPUTEH,FEDERAL TERRITORIES,0,70129
2018,TAN KOK WAI,PH,DAP,56671,88.9975972486141,123,CHERAS,FEDERAL TERRITORIES,1,63677
2018,HENG SINN YEE,BN,MCA,7006,11.002402751385901,123,CHERAS,FEDERAL TERRITORIES,0,63677
2018,KAMARUDIN JAFFAR,PH,PKR,41126,58.57903882859015,124,BANDAR TUN RAZAK,FEDERAL TERRITORIES,1,70206
2018,ADNAN SEMAN @ ABDULLAH,BN,UMNO,21196,30.19115175341139,124,BANDAR TUN RAZAK,FEDERAL TERRITORIES,0,70206
2018,ROSNI ADAM,GS,PAS,7884,11.229809417998462,124,BANDAR TUN RAZAK,FEDERAL TERRITORIES,0,70206
2018,TENGKU ADNAN TENGKU MANSOR,BN,UMNO,12148,49.46656893883867,125,PUTRAJAYA,FEDERAL TERRITORIES,1,24558
2018,SAMSU ADABI MAMAT,PH,PPBM,8776,35.73580910497598,125,PUTRAJAYA,FEDERAL TERRITORIES,0,24558
2018,ZAINAL ABIDIN KIDAM,GS,PAS,3634,14.797621956185358,125,PUTRAJAYA,FEDERAL TERRITORIES,0,24558
2018,ROZMAN ISLI,BN,UMNO,10164,47.588725536098885,166,LABUAN,FEDERAL TERRITORIES,1,21358
2018,NOOR HALIM ZAINI,,WARISAN,8714,40.79970034647439,166,LABUAN,FEDERAL TERRITORIES,0,21358
2018,AHMAD JUNID @ JUNIT MOHD ALING @ ALING,GS,PAS,1555,7.280644255080063,166,LABUAN,FEDERAL TERRITORIES,0,21358
2018,SITI ZALEHA IBRAHIM,USA,PHRS,925,4.330929862346662,166,LABUAN,FEDERAL TERRITORIES,0,21358
2018,ABD RAHIM BAKRI,BN,UMNO,18503,49.90156153078562,167,KUDAT,SABAH,1,37079
2018,SH AZMAN SH ALONG,,WARISAN,17144,46.23641414277623,167,KUDAT,SABAH,0,37079
2018,MOHD ASHRAF CHIN ABDULLAH,USA,PPRS,1432,3.8620243264381457,167,KUDAT,SABAH,0,37079
2018,JOHNITY @ MAXIMUS ONGKILI,BN,PBS,13033,38.43862443225388,168,KOTA MARUDU,SABAH,1,33906
2018,MAIJOL MAHAP,USA,PHRS,11259,33.20651212174836,168,KOTA MARUDU,SABAH,0,33906
2018,BARLUS MANGABIS,,WARISAN,7113,20.978587860555653,168,KOTA MARUDU,SABAH,0,33906
2018,PAUL PORODONG,,PCS,2501,7.376275585442104,168,KOTA MARUDU,SABAH,0,33906
2018,ISNARAISSAH MUNIRAH MAJILIS @ FAKHARUDY,,WARISAN,23429,50.82433077356935,169,KOTA BELUD,SABAH,1,46098
2018,MD SALLEH MD SAID,BN,UMNO,19167,41.57881036053625,169,KOTA BELUD,SABAH,0,46098
2018,MIASIN @ AIMADUDDIN MION,USA,PHRS,2092,4.538157837650224,169,KOTA BELUD,SABAH,0,46098
2018,LAIMAN IKIN @ AG LAIMAN B KAKIMIN,GS,PAS,1410,3.0587010282441756,169,KOTA BELUD,SABAH,0,46098
2018,MADIUS TANGAU,BN,UPKO,22494,51.540911486378114,170,TUARAN,SABAH,1,43643
2018,CHRISNADIA SINAM,PH,PKR,14870,34.071901564970325,170,TUARAN,SABAH,0,43643
2018,KALAKAU @ KALAKAN UNTOL @ ENTOL,,PCS,2611,5.982631808079188,170,TUARAN,SABAH,0,43643
2018,SYRA PETER @ P GOM,USA,PHRS,2311,5.2952363494718515,170,TUARAN,SABAH,0,43643
2018,PAUMIN @ MOHD AMINUDDIN ALING,GS,PAS,1357,3.1093187911005202,170,TUARAN,SABAH,0,43643
2018,MOHD AZIS JAMMAN,,WARISAN,28420,59.474730563984515,171,SEPANGGAR,SABAH,1,47785
2018,ABD RAHMAN DAHLAN,BN,UMNO,15436,32.30302396149419,171,SEPANGGAR,SABAH,0,47785
2018,JEFFREY KUMIN,USA,SAPP,2958,6.190227058700429,171,SEPANGGAR,SABAH,0,47785
2018,ROBERT SOPINING,,PCS,971,2.0320184158208643,171,SEPANGGAR,SABAH,0,47785
2018,CHAN FOONG HIN,PH,DAP,31632,74.76246750177263,172,KOTA KINABALU,SABAH,1,42310
2018,JOSEPH LEE HAN KYUN,BN,PBS,7546,17.83502718033562,172,KOTA KINABALU,SABAH,0,42310
2018,YONG TECK LEE,USA,SAPP,3132,7.402505317891752,172,KOTA KINABALU,SABAH,0,42310
2018,AWANG HUSAINI SAHARI,PH,PKR,14106,45.81357583631049,173,PUTATAN,SABAH,1,30790
2018,MAKIN @ MARCUS MAJIGOH,BN,UPKO,11767,38.216953556349466,173,PUTATAN,SABAH,0,30790
2018,ZULZAIM HILMEE ABIDIN,GS,PAS,2434,7.905164014290354,173,PUTATAN,SABAH,0,30790
2018,JIVOL @ EDMUND DOUDILIM,USA,PHRS,1755,5.699902565768107,173,PUTATAN,SABAH,0,30790
2018,MIL KUSIN ABDILLAH,,ANAK NEGERI,728,2.364404027281585,173,PUTATAN,SABAH,0,30790
2018,IGNATIUS DORELL LEIKING,,WARISAN,32470,75.32244594970771,174,PENAMPANG,SABAH,1,43108
2018,CEASAR MANDELA MALAKUN,BN,UPKO,8997,20.870836039714206,174,PENAMPANG,SABAH,0,43108
2018,CLEFTUS STEPHEN SPINE,USA,STAR,1196,2.7744270205066344,174,PENAMPANG,SABAH,0,43108
2018,EDWIN @ JACK BOSI,,ANAK NEGERI,445,1.0322909900714485,174,PENAMPANG,SABAH,0,43108
2018,AHMAD HASSAN,,WARISAN,17394,48.53778323473602,175,PAPAR,SABAH,1,35836
2018,ROSNAH ABD RASHID SHIRLIN,BN,UMNO,17069,47.63087398147115,175,PAPAR,SABAH,0,35836
2018,JAMIL WILLIAM CORE,USA,STAR,892,2.4891170889608216,175,PAPAR,SABAH,0,35836
2018,ELBERT SIKUIL,,PCS,481,1.3422256948320126,175,PAPAR,SABAH,0,35836
2018,ANIFAH AMAN @ HANIFF AMMAN,BN,UMNO,11942,47.71455969314368,176,KIMANIS,SABAH,1,25028
2018,KARIM BUJANG,,WARISAN,11786,47.091257791273776,176,KIMANIS,SABAH,0,25028
2018,JAAFAR ISMAIL,USA,PHRS,1300,5.194182515582548,176,KIMANIS,SABAH,0,25028
2018,AZIZAH MOHD DUN,BN,UMNO,11354,41.724239306188444,177,BEAUFORT,SABAH,1,27212
2018,LAJIM UKIN,USA,PHRS,8023,29.483316184036454,177,BEAUFORT,SABAH,0,27212
2018,JOHAN @ CHRISTOPHER OT GHANI,PH,PKR,7835,28.7924445097751,177,BEAUFORT,SABAH,0,27212
2018,YAMANI HAFEZ MUSA,BN,UMNO,12038,48.59714989302007,178,SIPITANG,SABAH,1,24771
2018,NOOR HAYATY MUSTAPHA,,WARISAN,11186,45.15764401921602,178,SIPITANG,SABAH,0,24771
2018,DAYANG AEZZY LIMAN,USA,PHRS,1547,6.2452060877639175,178,SIPITANG,SABAH,0,24771
2018,JONATHAN YASIN,PH,PKR,14880,45.170299313945726,179,RANAU,SABAH,1,32942
2018,EWON EBIN,BN,UPKO,13804,41.90395240118997,179,RANAU,SABAH,0,32942
2018,SOUDI @ SAMI ANDANG,USA,STAR,3148,9.556189666686905,179,RANAU,SABAH,0,32942
2018,ANDAU YASUN @ BRUNO,,PCS,1110,3.3695586181774027,179,RANAU,SABAH,0,32942
2018,JEFFREY KITINGAN,USA,STAR,13286,33.09173329348178,180,KENINGAU,SABAH,1,40149
2018,JIKULIN NOINTIN @ ANASTASIUS,,WARISAN,13241,32.97965080076714,180,KENINGAU,SABAH,0,40149
2018,DANIEL KINSIK,BN,PBS,12742,31.736780492664824,180,KENINGAU,SABAH,0,40149
2018,JIUS AWANG,,PCS,433,1.07848265212085,180,KENINGAU,SABAH,0,40149
2018,MAIMIN RIJAN,,IND,248,0.6176990709606714,180,KENINGAU,SABAH,0,40149
2018,JUSTIN GUKA,,IND,199,0.49565369000473236,180,KENINGAU,SABAH,0,40149
2018,NOORITA SUAL,PH,DAP,11363,51.097220973109096,181,TENOM,SABAH,1,22238
2018,RUBIN BALANG,BN,UMNO,10230,46.00233833977876,181,TENOM,SABAH,0,22238
2018,LAIMOI @ YUSLINAH LAIKIM,USA,PHRS,645,2.9004406871121504,181,TENOM,SABAH,0,22238
2018,ARTHUR JOSEPH KURUP,BN,PBRS,11783,48.35439921208142,182,PENSIANGAN,SABAH,1,24368
2018,RAYMOND AHUAR,PH,PKR,9469,38.858338804990154,182,PENSIANGAN,SABAH,0,24368
2018,JOH JIMMY @ RICHARD JOE JIMMY,USA,STAR,2839,11.650525279054497,182,PENSIANGAN,SABAH,0,24368
2018,MAIDIN ATAK @ MAIDIN OSMAN,,PCS,212,0.8699934340118188,182,PENSIANGAN,SABAH,0,24368
2018,ENGAH SINTAN @ DAHLAN ABDULLAH,,IND,65,0.2667432698621143,182,PENSIANGAN,SABAH,0,24368
2018,RONALD KIANDEE,BN,UMNO,13007,62.841820465745485,183,BELURAN,SABAH,1,20698
2018,JAPAR ZAIRUN,,WARISAN,5892,28.466518504203304,183,BELURAN,SABAH,0,20698
2018,SIPIN KADANDI,USA,PHRS,996,4.81205913614842,183,BELURAN,SABAH,0,20698
2018,TOIDY LUIT,,PCS,284,1.3721132476567783,183,BELURAN,SABAH,0,20698
2018,LEM @ SALIM MATIN,USA,PPRS,273,1.3189680162334525,183,BELURAN,SABAH,0,20698
2018,SALIMAH OYONG,,IND,246,1.1885206300125617,183,BELURAN,SABAH,0,20698
2018,ZAKARIA MOHD EDRIS @ TUBAU,BN,UMNO,17799,49.246050410867944,184,LIBARAN,SABAH,1,36143
2018,IRWANSHAH MUSTAPA,,WARISAN,17121,47.37016849735772,184,LIBARAN,SABAH,0,36143
2018,ALFIAN MANSYUR,USA,PHRS,1223,3.383781091774341,184,LIBARAN,SABAH,0,36143
2018,LIEW VUI KEONG,,WARISAN,12976,55.78436008770044,185,BATU SAPI,SABAH,1,23261
2018,LINDATSEN THAU LIN,BN,PBS,8357,35.927088259318175,185,BATU SAPI,SABAH,0,23261
2018,ABDULLAH @ HAMZAH,PH,AMANAH,980,4.213060487511285,185,BATU SAPI,SABAH,0,23261
2018,NORSAH BONGSU,GS,PAS,948,4.0754911654701,185,BATU SAPI,SABAH,0,23261
2018,WONG TIEN FATT @ WONG NYUK FOH,PH,DAP,19094,67.97436810252759,186,SANDAKAN,SABAH,1,28090
2018,LIM MING HOO,BN,LDP,8996,32.02563189747241,186,SANDAKAN,SABAH,0,28090
2018,MOKTAR RADIN,BN,UMNO,14465,67.22279022213961,187,KINABATANGAN,SABAH,1,21518
2018,M A GHAZALI ABDUL GHANI,,WARISAN,4987,23.17594571986244,187,KINABATANGAN,SABAH,0,21518
2018,MUSTAPA DATU TAMBUYONG,USA,PHRS,2066,9.601264057997955,187,KINABATANGAN,SABAH,0,21518
2018,MOHAMADDIN KETAPI,,WARISAN,23352,54.25650557620818,188,SILAM,SABAH,1,43040
2018,DATU NASRUN DATU MANSUR,BN,UMNO,16951,39.3842936802974,188,SILAM,SABAH,0,43040
2018,RAMLI PATARUDDIN,GS,PAS,1431,3.324814126394052,188,SILAM,SABAH,0,43040
2018,SITI SHAZIANTI AJAK,USA,PHRS,1306,3.0343866171003717,188,SILAM,SABAH,0,43040
2018,MOHD SHAFIE APDAL,,WARISAN,26809,80.204032788847,189,SEMPORNA,SABAH,1,33426
2018,RAMLEE MARAHABAN,BN,UMNO,6135,18.353975946867706,189,SEMPORNA,SABAH,0,33426
2018,ABDUL NASIR AB RAUP,GS,PAS,384,1.1488063184347515,189,SEMPORNA,SABAH,0,33426
2018,ASMARA ASMAD,USA,PHRS,98,0.2931849458505355,189,SEMPORNA,SABAH,0,33426
2018,LIEW CHIN JIN,PH,PKR,21400,50.054966902907395,190,TAWAU,SABAH,1,42753
2018,YAP KAIN CHING @ MARY YAP KEN JIN,BN,PBS,16673,38.99843285851285,190,TAWAU,SABAH,0,42753
2018,MOHAMAD HUSAIN,GS,PAS,2518,5.8896451710991045,190,TAWAU,SABAH,0,42753
2018,ALIZAMAN JIJURAHMAN,USA,PHRS,2162,5.0569550674806445,190,TAWAU,SABAH,0,42753
2018,MUN SULAIMAN,,WARISAN,18486,50.08534503779566,191,KALABAKAN,SABAH,1,36909
2018,ABDUL GHAPUR SALLEH,BN,UMNO,15299,41.45059470589829,191,KALABAKAN,SABAH,0,36909
2018,NORBIN ALOH,GS,PAS,2813,7.621447343466364,191,KALABAKAN,SABAH,0,36909
2018,AHMAD LAHAMA,USA,PPRS,311,0.8426129128396868,191,KALABAKAN,SABAH,0,36909
2018,MOHD FASIAH MOHD FAKEH,BN,UMNO,12862,38.56671664167916,092,SABAK BERNAM,SELANGOR,1,33350
2018,WARNO DOGOL,PH,PPBM,11188,33.5472263868066,092,SABAK BERNAM,SELANGOR,0,33350
2018,MUHAMMAD LABIB ABD JALIL,GS,PAS,9300,27.886056971514243,092,SABAK BERNAM,SELANGOR,0,33350
2018,MUSLIMIN YAHAYA,PH,PKR,17350,42.10551861379411,093,SUNGAI BESAR,SELANGOR,1,41206
2018,BUDIMAN MOHD ZOHDI,BN,UMNO,16636,40.37276124836189,093,SUNGAI BESAR,SELANGOR,0,41206
2018,MOHAMED SALLEH M HUSIN,GS,PAS,7220,17.521720137844003,093,SUNGAI BESAR,SELANGOR,0,41206
