,coalition,party,logo,name,gender,codeId,state,parName
344,gta,pejuang,pejuang,Anuar Tajuddin,L,08417,Pahang,Paya Besar
345,bn,umno,bn,Umar Arbain Haji Dollah,L,08417,Pahang,Paya Besar
346,ph,pkr,ph,Ahmad Omar,L,08417,Pahang,Paya Besar
347,pn,pas,pn,Mohamad Ayub Asri,L,08417,Pahang,Paya Besar
348,pn,bersatu,pn,Mohd Yazid Mohd Yunus,L,08418,Pahang,Paya Besar
349,gta,pejuang,pejuang,Rosminahar Mohd Amin,L,08418,Pahang,Paya Besar
350,ph,amanah,ph,Muhammad Ibrohim Mazalan,L,08418,Pahang,Paya Besar
351,bn,umno,bn,Abdul Rahim Muda,L,08418,Pahang,Paya Besar
352,bn,umno,bn,Fauziah Abd Wahab,P,08419,Pahang,Paya Besar
353,pn,pas,pn,Mohd Tarmizi Yahya,L,08419,Pahang,Paya Besar
354,ph,pkr,ph,Haslindalina Hashim,P,08419,Pahang,Paya Besar
355,gta,pejuang,pejuang,Afif Syairol,L,08419,Pahang,Paya Besar
356,bn,umno,bn,Khairuddin Mahmud,L,08520,Pahang,Pekan
357,pn,pas,pn,Mohammad Rafiq Khan A Hmad Khan,L,08520,Pahang,Pekan
358,ph,dap,ph,Muhammad Khairil,L,08520,Pahang,Pekan
359,ph,amanah,ph,Tugimon Abdul Hamid,L,08521,Pahang,Pekan
360,,ind,ind,Tengku Hisham,L,08521,Pahang,Pekan
361,bn,umno,bn,Mohd Nizar Najib,L,08521,Pahang,Pekan
362,pn,bersatu,pn,Abu Talib Muhammad,L,08521,Pahang,Pekan
363,ph,amanah,ph,Ibrahim Sulaiman,L,08522,Pahang,Pekan
364,pn,bersatu,pn,Narzatul Haidar Sakim,L,08522,Pahang,Pekan
365,bn,umno,bn,Mohd Fakhruddin Mohd Arif,L,08522,Pahang,Pekan
366,bn,umno,bn,Mohd Sharim Md Zain,L,08523,Pahang,Pekan
367,ph,pkr,ph,Mohamad Yazid Che Mat,L,08523,Pahang,Pekan
368,pn,pas,pn,Fahrur Rozi Jalaluddin,L,08523,Pahang,Pekan
369,bn,umno,bn,Jamaluddin Md Marzuki,L,08624,Pahang,Maran
370,pn,pas,pn,Mohd Sofian Abd Jalil,L,08624,Pahang,Maran
371,ph,pkr,ph,Mohd Afandi Abd Rani,L,08624,Pahang,Maran
372,pn,bersatu,pn,Jasri Jamaludin,L,08625,Pahang,Maran
373,bn,umno,bn,Mohd Khairuddin Mohd Ali Hanafiah,L,08625,Pahang,Maran
374,ph,pkr,ph,Amran Tahir,L,08625,Pahang,Maran
375,ph,amanah,ph,Nor Hisham Mohd Suki,L,08626,Pahang,Maran
376,bn,umno,bn,Saiful Anuar Mokhtar,L,08626,Pahang,Maran
377,pn,pas,pn,Mujibur Rahman Ishak,L,08626,Pahang,Maran
378,ph,pkr,ph,Mohamad Hafez Harun,L,08727,Pahang,Kuala Krau
379,pn,pas,pn,Md Anuar Daud,L,08727,Pahang,Kuala Krau
380,bn,umno,bn,Rodzuan Zaaba,L,08727,Pahang,Kuala Krau
381,pn,bersatu,pn,Mohd Arhan Mohd Saludin,L,08728,Pahang,Kuala Krau
382,ph,amanah,ph,Ahmad Ariff Md Daud,L,08728,Pahang,Kuala Krau
383,bn,umno,bn,Syed Ibrahim Syed Ahmad,L,08728,Pahang,Kuala Krau
384,bn,umno,bn,Norhasmimi Abdul Ghani,P,08729,Pahang,Kuala Krau
385,pn,pas,pn,Shahril Azman Abd Halim,L,08729,Pahang,Kuala Krau
386,ph,amanah,ph,Jamaluddin Abd Rahim,L,08729,Pahang,Kuala Krau
387,gta,putra,pejuang,Abdul Wahab Kadir,L,08830,Pahang,Temerloh
388,bn,mca,bn,Wong Tze Shiang,L,08830,Pahang,Temerloh
389,pn,bersatu,pn,Mohd Yusoff Abdullah,L,08830,Pahang,Temerloh
390,ph,dap,ph,Woo Chee Wan,L,08830,Pahang,Temerloh
391,,prm,prm,Jamil Yaakub,L,08831,Pahang,Temerloh
392,bn,umno,bn,Razmi Sudin,L,08831,Pahang,Temerloh
393,pn,pas,pn,Hassan Omar,L,08831,Pahang,Temerloh
394,gta,pejuang,pejuang,Zaini Mohamad,L,08831,Pahang,Temerloh
395,ph,pkr,ph,Rosli Ismail @ahmad,L,08831,Pahang,Temerloh
396,gta,pejuang,pejuang,Syafiq Khaidir,L,08832,Pahang,Temerloh
397,pn,pas,pn,Hassanuddin Salim,L,08832,Pahang,Temerloh
398,bn,umno,bn,Nor Azmi Mat Ludin,L,08832,Pahang,Temerloh
399,ph,pkr,ph,Azizul Shah Mohd Noor,L,08832,Pahang,Temerloh
400,bn,umno,bn,Johari Harun,L,08936,Pahang,Bentong
401,gta,pejuang,pejuang,Isa Ahmad,L,08936,Pahang,Bentong
402,ph,amanah,ph,Ahmed Wafiuddin Shamsuri,L,08936,Pahang,Bentong
403,pn,pas,pn,Kasim Samat,L,08936,Pahang,Bentong
404,ph,dap,ph,Thomas Su Keong Siong,L,08934,Pahang,Bentong
405,pn,gerakan,pn,Tan Wei Leong,L,08934,Pahang,Bentong
406,bn,umno,bn,Amizar Abu Adam,L,08934,Pahang,Bentong
407,pn,bersatu,pn,Nurul Qomar Abdol Talib @ Ramali,L,08935,Pahang,Bentong
408,ph,dap,ph,Kamache Doray Rajoo,P,08935,Pahang,Bentong
409,bn,mic,bn,V Arumugam,L,08935,Pahang,Bentong
410,gta,putra,pejuang,Mohd Shokri Mahmood,L,08933,Pahang,Bentong
411,pn,gerakan,pn,Chandra Balabedha,L,08933,Pahang,Bentong
412,bn,mca,bn,Wong Siew Mun,P,08933,Pahang,Bentong
413,ph,dap,ph,Lee Chin Chen,L,08933,Pahang,Bentong
414,,ind,ind,Jafari Mohd Yusof,L,09037,Pahang,Bera
415,pn,bersatu,pn,Nor Hashimah Mat Noh,P,09037,Pahang,Bera
416,bn,umno,bn,Sabariah Saidin,P,09037,Pahang,Bera
417,ph,amanah,ph,Noraini Abdul Ghani,P,09037,Pahang,Bera
418,pn,bersatu,pn,Muhammad Izzuddin Zulkifli,L,09038,Pahang,Bera
419,bn,mca,bn,Yee Cheng Hwa,L,09038,Pahang,Bera
420,ph,dap,ph,Leong Yu Man,P,09038,Pahang,Bera
421,bn,umno,bn,Khaizulnizam Mohamad Zuldin,L,09039,Pahang,Bera
422,pn,pas,pn,Shapuan Hussin,L,09039,Pahang,Bera
423,pn,pas,pn,Nazri Ahmad,L,09140,Pahang,Rompin
424,ph,pkr,ph,Barirah Mohd Mokhtar,P,09140,Pahang,Rompin
425,bn,umno,bn,Samsiah Arshad,P,09140,Pahang,Rompin
426,pn,bersatu,pn,Zulkurnain Mohamad Ridzuan,L,09141,Pahang,Rompin
427,bn,umno,bn,Razali Kassim,L,09141,Pahang,Rompin
428,ph,pkr,ph,Norlaily Forizad,P,09141,Pahang,Rompin
429,,ind,ind,Sulaiman Bakar,L,09142,Pahang,Rompin
430,gta,pejuang,pejuang,Osman Bakar,L,09142,Pahang,Rompin
431,pn,pas,pn,Md Yunus Ramli,L,09142,Pahang,Rompin
432,ph,amanah,ph,Mohd Fadzli Mohd Ramly,L,09142,Pahang,Rompin
433,bn,umno,bn,Mohd Johari Hussain,L,09142,Pahang,Rompin
434,gta,pejuang,pejuang,Mohd Hassan Abu Bakar,L,18966,Sabah,Semporna
435,,warisan,warisan,Jamil Hamzah,L,18966,Sabah,Semporna
436,,pbm,pbm,Nazmahwati Walli,P,18966,Sabah,Semporna
437,,ind,ind,Jufazli Shi Ahmad,L,18966,Sabah,Semporna
438,,pprs,pprs,Karil Pg Kuraini,L,18966,Sabah,Semporna
439,bn,umno,bn,Abd Aziz Mohd Ibno,L,18966,Sabah,Semporna
440,ph,pkr,ph,Arastam Pandorog,L,18966,Sabah,Semporna
