,year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes,gender,results_added,coal_or_party
609,2022,BASIR AB RAHMAN,GTA,PUTRA,0,0,016,BALING,Kedah,0,0,F,0,PUTRA
610,2022,ABDUL AZEEZ ABDUL RAHIM,BN,UMNO,0,0,016,BALING,Kedah,0,0,F,0,BN
611,2022,HASSAN SAAD,PN,PAS,0,0,016,BALING,Kedah,0,0,F,0,PAS
612,2022,FATHIN AMELINA FAZLIE,PH,PKR,0,0,003,ARAU,Perlis,0,0,M,0,PH
613,2022,SHAHIDAN KASSIM,PN,DIRECT,0,0,003,ARAU,Perlis,0,0,F,0,PN
614,2022,ROZABIL ABD RAHMAN,BN,UMNO,0,0,003,ARAU,Perlis,0,0,F,0,BN
615,2022,ABDUL RAHMAN MAT YASIN,BN,UMNO,0,0,034,SETIU,Terengganu,0,0,F,0,BN
616,2022,SHAHARIZUKIRNAIN ABD KADIR,PN,PAS,0,0,034,SETIU,Terengganu,0,0,F,0,PAS
617,2022,MOHAMAD NGAH,PH,PKR,0,0,034,SETIU,Terengganu,0,0,F,0,PH
618,2022,WAN ADNAN WAN ALI,GTA,PEJUANG,0,0,034,SETIU,Terengganu,0,0,F,0,PEJUANG
619,2022,AHMAD FAKRI ABU SAMAH,GTA,PUTRA,0,0,126,JELEBU,Negeri Sembilan,0,0,F,0,PUTRA
620,2022,JALALUDDIN ALIAS,BN,UMNO,0,0,126,JELEBU,Negeri Sembilan,0,0,F,0,BN
621,2022,ZULKEFLY MOHAMAD OMAR,PH,AMANAH,0,0,126,JELEBU,Negeri Sembilan,0,0,F,0,PH
622,2022,ZAHARUDDIN BABA SAMION,PN,BERSATU,0,0,126,JELEBU,Negeri Sembilan,0,0,F,0,PN
623,2022,SHAH HEADAN AYOOB HUSSAIN SHAH,BN,UMNO,0,0,053,BALIK PULAU,Penang,0,0,F,0,BN
624,2022,MUHAMMAD BAKHTIAR WAN CHIK,PH,PKR,0,0,053,BALIK PULAU,Penang,0,0,F,0,PH
625,2022,JOHNNY,,IND,0,0,053,BALIK PULAU,Penang,0,0,F,0,BEBAS
626,2022,MUHAMMAD HARRIS IDAHAM ABDUL RASHID,PN,BERSATU,0,0,053,BALIK PULAU,Penang,0,0,F,0,PN
627,2022,SABARUDDIN AHMAD,,IND,0,0,053,BALIK PULAU,Penang,0,0,F,0,BEBAS
628,2022,FAZLI MOHAMMAD,GTA,PEJUANG,0,0,053,BALIK PULAU,Penang,0,0,F,0,PEJUANG
629,2022,TEOH CHIN CHONG,BN,MCA,0,0,066,BATU GAJAH,Perak,0,0,F,0,BN
630,2022,V SIVAKUMAR,PH,DAP,0,0,066,BATU GAJAH,Perak,0,0,F,0,DAP
631,2022,WOO CHEONG YUEN,PN,GERAKAN,0,0,066,BATU GAJAH,Perak,0,0,F,0,PN
632,2022,YEO BEE YIN,PH,DAP,0,0,103,PUCHONG,Selangor,0,0,M,0,DAP
633,2022,KUAN CHEE HENG,,IND,0,0,103,PUCHONG,Selangor,0,0,F,0,BEBAS
634,2022,SYED IBRAHIM KADER,BN,KIMMA,0,0,103,PUCHONG,Selangor,0,0,F,0,BN
635,2022,CHEW JYH GANG,PN,GERAKAN,0,0,103,PUCHONG,Selangor,0,0,F,0,PN
636,2022,ACHIK KHALIL,,IND,0,0,089,BENTONG,Pahang,0,0,F,0,BEBAS
637,2022,YOUNG SYEFURA OTHMAN,PH,DAP,0,0,089,BENTONG,Pahang,0,0,M,0,DAP
638,2022,LIOW TIONG LAI,BN,MCA,0,0,089,BENTONG,Pahang,0,0,F,0,BN
639,2022,ROSLAN HASSAN,PN,BERSATU,0,0,089,BENTONG,Pahang,0,0,F,0,PN
640,2022,WONG TACK,,IND,0,0,089,BENTONG,Pahang,0,0,F,0,BEBAS
641,2022,RUSYDAN RUSMI,PN,PAS,0,0,001,PADANG BESAR,Perlis,0,0,F,0,PAS
642,2022,KO CHU LIANG,,WARISAN,0,0,001,PADANG BESAR,Perlis,0,0,F,0,WARISAN
643,2022,ZAHIDI ZAINUL ABIDIN,,IND,0,0,001,PADANG BESAR,Perlis,0,0,F,0,BEBAS
644,2022,ZAHIDA ZARIK KHAN,BN,UMNO,0,0,001,PADANG BESAR,Perlis,0,0,M,0,BN
645,2022,MOHAMAD SAAD @ YAHYA,PH,AMANAH,0,0,001,PADANG BESAR,Perlis,0,0,F,0,PH
646,2022,HUSAM MUSA,PH,PKR,0,0,022,PASIR MAS,Kelantan,0,0,F,0,PH
647,2022,AHMAD FADHLI SHAARI,PN,PAS,0,0,022,PASIR MAS,Kelantan,0,0,F,0,PAS
648,2022,AB GHANI HARUN,BN,UMNO,0,0,022,PASIR MAS,Kelantan,0,0,F,0,BN
649,2022,NASRUL ALI HASAN ABDUL LATIF,GTA,PUTRA,0,0,022,PASIR MAS,Kelantan,0,0,F,0,PUTRA
650,2022,CHELVARAJAN R. SUPPIAH,PN,BERSATU,0,0,145,BAKRI,Johor,0,0,F,0,PN
651,2022,LEE CHING YONG,BN,MCA,0,0,145,BAKRI,Johor,0,0,F,0,BN
652,2022,TAN HONG PIN,PH,DAP,0,0,145,BAKRI,Johor,0,0,F,0,DAP
653,2022,HARON JAFFAR,,IND,0,0,145,BAKRI,Johor,0,0,F,0,BEBAS
654,2022,ZAHIR HASSAN,PH,PKR,0,0,116,WANGSA MAJU,KL,0,0,F,0,PH
655,2022,WEE CHOO KEONG,,WARISAN,0,0,116,WANGSA MAJU,KL,0,0,F,0,WARISAN
656,2022,MOHD SHAFEI ABDULLAH,BN,UMNO,0,0,116,WANGSA MAJU,KL,0,0,F,0,BN
657,2022,RAVEE SUNTHERALINGAM,,IND,0,0,116,WANGSA MAJU,KL,0,0,F,0,BEBAS
658,2022,NURIDAH MOHD SALLEH,PN,PAS,0,0,116,WANGSA MAJU,KL,0,0,M,0,PAS
659,2022,NORZAILA ARIFIN,GTA,PUTRA,0,0,116,WANGSA MAJU,KL,0,0,M,0,PUTRA
660,2022,LEE AH LEONG,,PRM,0,0,046,BATU KAWAN,Penang,0,0,F,0,PRM
661,2022,CHOW KON YEOW,PH,DAP,0,0,046,BATU KAWAN,Penang,0,0,F,0,DAP
662,2022,TAN LEE HUAT,BN,MCA,0,0,046,BATU KAWAN,Penang,0,0,F,0,BN
663,2022,WONG CHIA ZHEN,PN,GERAKAN,0,0,046,BATU KAWAN,Penang,0,0,F,0,PN
664,2022,ONG CHIN WEN,,WARISAN,0,0,046,BATU KAWAN,Penang,0,0,F,0,WARISAN
665,2022,MUHAMMAD ISMI MAT TAIB,PN,PAS,0,0,069,PARIT,Perak,0,0,F,0,PAS
666,2022,NURTHAQAFFAH NORDIN,PH,AMANAH,0,0,069,PARIT,Perak,0,0,M,0,PH
667,2022,MOHD NIZAR ZAKARIA,BN,UMNO,0,0,069,PARIT,Perak,0,0,F,0,BN
668,2022,FAIZOL FADZLI MOHAMAD,GTA,PEJUANG,0,0,069,PARIT,Perak,0,0,F,0,PEJUANG
669,2022,LIM HUI YING,PH,DAP,0,0,049,TANJONG,Penang,0,0,M,0,DAP
670,2022,TAN KIM NEE,BN,MCA,0,0,049,TANJONG,Penang,0,0,M,0,BN
671,2022,H'NG KHOON LENG,PN,GERAKAN,0,0,049,TANJONG,Penang,0,0,F,0,PN
672,2022,AZLI YUSOF,PH,AMANAH,0,0,108,SHAH ALAM,Selangor,0,0,F,0,PH
673,2022,MUHAMMAD RAFIQUE RASHID ALI,GTA,PEJUANG,0,0,108,SHAH ALAM,Selangor,0,0,F,0,PEJUANG
674,2022,HIZATUL ISHAM ABDUL JALIL,BN,UMNO,0,0,108,SHAH ALAM,Selangor,0,0,F,0,BN
675,2022,AFIF BAHARDIN,PN,BERSATU,0,0,108,SHAH ALAM,Selangor,0,0,F,0,PN
676,2022,MUHAMMAD NAZRUL HAKIM MD NAZIR,PN,PAS,0,0,102,BANGI,Selangor,0,0,F,0,PAS
677,2022,JAMAL,,IND,0,0,102,BANGI,Selangor,0,0,F,0,BEBAS
678,2022,HOH HEE LEE,BN,MCA,0,0,102,BANGI,Selangor,0,0,F,0,BN
679,2022,FAUZI HASIM,,IND,0,0,102,BANGI,Selangor,0,0,F,0,BEBAS
680,2022,SUTHAN M,,IND,0,0,102,BANGI,Selangor,0,0,F,0,BEBAS
681,2022,CHEE CHEE MENG,,PRM,0,0,102,BANGI,Selangor,0,0,F,0,PRM
682,2022,SYAHREDZAN JOHAN,PH,DAP,0,0,102,BANGI,Selangor,0,0,F,0,DAP
683,2022,ANNUAR SALLEH,GTA,BERJASA,0,0,102,BANGI,Selangor,0,0,F,0,GTA
684,2022,FAIRULNIZAR RAHMAT,PN,BERSATU,0,0,157,PENGERANG,Johor,0,0,F,0,PN
685,2022,AZALINA OTHMAN SAID,BN,UMNO,0,0,157,PENGERANG,Johor,0,0,M,0,BN
686,2022,CHE ZAKARIA MOHD SALLEH,PH,AMANAH,0,0,157,PENGERANG,Johor,0,0,F,0,PH
687,2022,SYED IBRAHIM SYED NOR,PH,PKR,0,0,144,LEDANG,Johor,0,0,F,0,PH
688,2022,ZAINAL BAHROM,,IND,0,0,144,LEDANG,Johor,0,0,F,0,BEBAS
689,2022,YUNUS,,IND,0,0,144,LEDANG,Johor,0,0,F,0,BEBAS
690,2022,RAFIDAH RIDWAN,GTA,PEJUANG,0,0,144,LEDANG,Johor,0,0,M,0,PEJUANG
691,2022,HAMIM SAMURI,BN,UMNO,0,0,144,LEDANG,Johor,0,0,F,0,BN
692,2022,ZAIDI ABD MAJID,PN,BERSATU,0,0,144,LEDANG,Johor,0,0,F,0,PN
693,2022,TENGKU ZAFRUL TENGKU ABDUL AZIZ,BN,UMNO,0,0,096,KUALA SELANGOR,Selangor,0,0,F,0,BN
694,2022,MOHD SHAID ROSLI,GTA,PEJUANG,0,0,096,KUALA SELANGOR,Selangor,0,0,F,0,PEJUANG
695,2022,DZULKEFLY AHMAD,PH,AMANAH,0,0,096,KUALA SELANGOR,Selangor,0,0,F,0,PH
696,2022,MOHD NOOR MOHD SAHAR,PN,PAS,0,0,096,KUALA SELANGOR,Selangor,0,0,F,0,PAS
697,2022,SHAHRIL SUFIAN HAMDAN,BN,UMNO,0,0,135,ALOR GAJAH,Melaka,0,0,F,0,BN
698,2022,ADLY ZAHARI,PH,AMANAH,0,0,135,ALOR GAJAH,Melaka,0,0,F,0,PH
699,2022,MOHD REDZUAN MD YUSOF,PN,BERSATU,0,0,135,ALOR GAJAH,Melaka,0,0,F,0,PN
700,2022,MUHAMMAD NAZRIQ ABDUL RAHMAN,GTA,BERJASA,0,0,135,ALOR GAJAH,Melaka,0,0,F,0,GTA
701,2022,GHAZALI,,IND,0,0,039,DUNGUN,Terengganu,0,0,F,0,BEBAS
702,2022,NUR AISAH HASSAN,GTA,PEJUANG,0,0,039,DUNGUN,Terengganu,0,0,M,0,PEJUANG
703,2022,MOHD JOHARI MOHAMAD,PH,PKR,0,0,039,DUNGUN,Terengganu,0,0,F,0,PH
704,2022,NURHISAM JOHARI,BN,UMNO,0,0,039,DUNGUN,Terengganu,0,0,F,0,BN
705,2022,WAN HASSAN MOHD RAMLI,PN,PAS,0,0,039,DUNGUN,Terengganu,0,0,F,0,PAS
706,2022,JAMALUDDIN MOHD RADZI,,IND,0,0,077,TANJONG MALIM,Perak,0,0,F,0,BEBAS
707,2022,IZZAT JOHARI,,IND,0,0,077,TANJONG MALIM,Perak,0,0,F,0,BEBAS
708,2022,CHANG LIH KANG,PH,PKR,0,0,077,TANJONG MALIM,Perak,0,0,F,0,PH
709,2022,MAH HANG SOON,BN,MCA,0,0,077,TANJONG MALIM,Perak,0,0,F,0,BN
710,2022,NOLEE ASHILIN MOHAMMED RADZI,PN,BERSATU,0,0,077,TANJONG MALIM,Perak,0,0,M,0,PN
711,2022,AMIR HAMZAH ABDUL RAZAK,GTA,IMAN,0,0,077,TANJONG MALIM,Perak,0,0,F,0,GTA
712,2022,NORAINI MD SALLEH,,WARISAN,0,0,008,POKOK SENA,Kedah,0,0,M,0,WARISAN
713,2022,AHMAD SAAD @ YAHAYA,PN,PAS,0,0,008,POKOK SENA,Kedah,0,0,F,0,PAS
714,2022,NORAN ZAMINI JAMALUDDIN,BN,UMNO,0,0,008,POKOK SENA,Kedah,0,0,F,0,BN
715,2022,MAHFUZ OMAR,PH,AMANAH,0,0,008,POKOK SENA,Kedah,0,0,F,0,PH
716,2022,ZULHAZMI SHARIFF,PH,DAP,0,0,012,JERAI,Kedah,0,0,F,0,DAP
717,2022,JAMIL KHIR BAHAROM,BN,UMNO,0,0,012,JERAI,Kedah,0,0,F,0,BN
718,2022,SABRI AZIT,PN,PAS,0,0,012,JERAI,Kedah,0,0,F,0,PAS
719,2022,MOHD NIZAM MAHSHAR,GTA,DIRECT,0,0,012,JERAI,Kedah,0,0,F,0,GTA
720,2022,NAJWAH HALIMAH AB ALIM,PN,BERSATU,0,0,165,TANJUNG PIAI,Johor,0,0,M,0,PN
721,2022,WEE JECK SENG,BN,MCA,0,0,165,TANJUNG PIAI,Johor,0,0,F,0,BN
722,2022,LIM WEI JIET,PH,MUDA,0,0,165,TANJUNG PIAI,Johor,0,0,F,0,MUDA
723,2022,NIK NAZMI NIK AHMAD,PH,PKR,0,0,118,SETIAWANGSA,KL,0,0,F,0,PH
724,2022,BIBI SUNITA SAKANDAR KHAN,GTA,PEJUANG,0,0,118,SETIAWANGSA,KL,0,0,M,0,PEJUANG
725,2022,IZUDIN ISHAK,BN,UMNO,0,0,118,SETIAWANGSA,KL,0,0,F,0,BN
726,2022,STANLEY LIM YEN TIONG,,IND,0,0,118,SETIAWANGSA,KL,0,0,F,0,BEBAS
727,2022,MIOR ROSLI,,IND,0,0,118,SETIAWANGSA,KL,0,0,F,0,BEBAS
728,2022,NURUL FADZILAH KAMALUDDIN,PN,BERSATU,0,0,118,SETIAWANGSA,KL,0,0,M,0,PN
729,2022,IBRAHIM ALI,GTA,PUTRA,0,0,023,RANTAU PANJANG,Kelantan,0,0,F,0,PUTRA
730,2022,SITI ZAILAH MOHD YUSOFF,PN,PAS,0,0,023,RANTAU PANJANG,Kelantan,0,0,M,0,PAS
731,2022,DATUK ZAIN,,PRM,0,0,023,RANTAU PANJANG,Kelantan,0,0,F,0,PRM
732,2022,ZULKARNAIN YUSOFF,BN,UMNO,0,0,023,RANTAU PANJANG,Kelantan,0,0,F,0,BN
733,2022,WAN SHAH JIHAN WAN DIN,PH,AMANAH,0,0,023,RANTAU PANJANG,Kelantan,0,0,F,0,PH
734,2022,BENEDICT ASMAT,BN,UMNO,0,0,183,BELURAN,Sabah,0,0,F,0,BN
735,2022,ROWIENA RASID,,WARISAN,0,0,183,BELURAN,Sabah,0,0,M,0,WARISAN
736,2022,HAUSING SUDIN @ SAMSUDIN,GTA,PEJUANG,0,0,183,BELURAN,Sabah,0,0,F,0,PEJUANG
737,2022,RONALD KIANDEE,PN,BERSATU,0,0,183,BELURAN,Sabah,0,0,F,0,PN
738,2022,FELIX JOSEPH SAANG,PH,UPKO,0,0,183,BELURAN,Sabah,0,0,F,0,PH
739,2022,MOHD AZIS JAMMAN,,WARISAN,0,0,171,SEPANGGAR,Sabah,0,0,F,0,WARISAN
740,2022,YAKUB KHAN,BN,UMNO,0,0,171,SEPANGGAR,Sabah,0,0,F,0,BN
741,2022,YUSOF KUNCHANG,GTA,PEJUANG,0,0,171,SEPANGGAR,Sabah,0,0,F,0,PEJUANG
742,2022,MUSTAPHA SAKMUD,PH,PKR,0,0,171,SEPANGGAR,Sabah,0,0,F,0,PH
743,2022,JUMARDIE LUKMAN,,KDM,0,0,171,SEPANGGAR,Sabah,0,0,F,0,KDM
744,2022,ARASTAM PANDOROG,PH,PKR,0,0,189,SEMPORNA,Sabah,0,0,F,0,PH
745,2022,SHAFIE APDAL,,WARISAN,0,0,189,SEMPORNA,Sabah,0,0,F,0,WARISAN
746,2022,NIXON ABDUL HABI,GRS,BERSATU,0,0,189,SEMPORNA,Sabah,0,0,F,0,GRS
747,2022,AB RAJIK AB HAMID,GTA,PEJUANG,0,0,189,SEMPORNA,Sabah,0,0,F,0,PEJUANG
748,2022,MATBALI MUSA,GRS,BERSATU,0,0,178,SIPITANG,Sabah,0,0,F,0,GRS
749,2022,LAHIRUL LATIGU,PH,AMANAH,0,0,178,SIPITANG,Sabah,0,0,F,0,PH
750,2022,ADNAN OKK PUTEH,,WARISAN,0,0,178,SIPITANG,Sabah,0,0,F,0,WARISAN
751,2022,NUR AINI ABDUL RAHMAN,GTA,PEJUANG,0,0,191,KALABAKAN,Sabah,0,0,M,0,PEJUANG
752,2022,ANDI MUHAMMAD SURYADY BANDY,BN,UMNO,0,0,191,KALABAKAN,Sabah,0,0,F,0,BN
753,2022,MA'MUN SULAIMAN,,WARISAN,0,0,191,KALABAKAN,Sabah,0,0,F,0,WARISAN
754,2022,MUHAMAD,,IND,0,0,191,KALABAKAN,Sabah,0,0,F,0,BEBAS
755,2022,NORAINI ABD GHAPUR,PH,PKR,0,0,191,KALABAKAN,Sabah,0,0,M,0,PH
756,2022,DIKIN MUSAH,PH,PKR,0,0,177,BEAUFORT,Sabah,0,0,F,0,PH
757,2022,MATLANI SABLI,,IND,0,0,177,BEAUFORT,Sabah,0,0,F,0,BEBAS
758,2022,JOHAN @ CHRISTOPHER O T GHANI,,IND,0,0,177,BEAUFORT,Sabah,0,0,F,0,BEBAS
759,2022,MASRI ADUL,,WARISAN,0,0,177,BEAUFORT,Sabah,0,0,F,0,WARISAN
760,2022,SITI AMINAH ACHING,BN,UMNO,0,0,177,BEAUFORT,Sabah,0,0,M,0,BN
761,2022,JOHAIR MAT LANI,,KDM,0,0,177,BEAUFORT,Sabah,0,0,M,0,KDM
762,2022,AWANG HUSAINI SAHARI,PH,PKR,0,0,173,PUTATAN,Sabah,0,0,F,0,PH
763,2022,SHAHELMEY YAHYA,BN,UMNO,0,0,173,PUTATAN,Sabah,0,0,F,0,BN
764,2022,POYNE B TUDUS @ PATRICK PAYNE,GTA,IMAN,0,0,173,PUTATAN,Sabah,0,0,F,0,GTA
765,2022,AHMAD MOHD SAID,,WARISAN,0,0,173,PUTATAN,Sabah,0,0,F,0,WARISAN
766,2022,RUDDY AWAH,GRS,BERSATU,0,0,167,KUDAT,Sabah,0,0,F,0,GRS
767,2022,NUR ALYA HUMAIRAH USUN ABDULLAH,GTA,PEJUANG,0,0,167,KUDAT,Sabah,0,0,M,0,PEJUANG
768,2022,ABDUL RASHID ABDUL HARUN,,WARISAN,0,0,167,KUDAT,Sabah,0,0,F,0,WARISAN
769,2022,VERDON BAHANDA,,IND,0,0,167,KUDAT,Sabah,0,0,F,0,BEBAS
770,2022,THONNY CHEE,PH,PKR,0,0,167,KUDAT,Sabah,0,0,F,0,PH
771,2022,NORDIN KHANI,,PPRS,0,0,184,LIBARAN,Sabah,0,0,F,0,PPRS
772,2022,PETER JR NAINTIN,PH,UPKO,0,0,184,LIBARAN,Sabah,0,0,F,0,PH
773,2022,AMDAN TUMPONG,,IND,0,0,184,LIBARAN,Sabah,0,0,F,0,BEBAS
774,2022,JEFFRI @ AMAT PUDANG,GTA,PEJUANG,0,0,184,LIBARAN,Sabah,0,0,F,0,PEJUANG
775,2022,SH BOKRATA SH HASSAN,,WARISAN,0,0,184,LIBARAN,Sabah,0,0,F,0,WARISAN
776,2022,SUHAIMI NASIR,BN,UMNO,0,0,184,LIBARAN,Sabah,0,0,F,0,BN
777,2022,OSCAR SIA YU HOCK,PH,DAP,0,0,188,LAHAD DATU,Sabah,0,0,F,0,DAP
778,2022,MOHAMMAD YUSOF APDAL,,WARISAN,0,0,188,LAHAD DATU,Sabah,0,0,F,0,WARISAN
779,2022,MAIZATUL AKMAM ALAWI,BN,UMNO,0,0,188,LAHAD DATU,Sabah,0,0,M,0,BN
780,2022,GRELYDIA GILLOD,PH,DAP,0,0,180,KENINGAU,Sabah,0,0,M,0,DAP
781,2022,RASININ KOUTIS @ KAUTIS,,WARISAN,0,0,180,KENINGAU,Sabah,0,0,F,0,WARISAN
782,2022,JEFFREY KITINGAN,GRS,STAR,0,0,180,KENINGAU,Sabah,0,0,F,0,GRS
783,2022,JAKE NOINTIN,,KDM,0,0,180,KENINGAU,Sabah,0,0,F,0,KDM
784,2022,AMANDA YEO YAN YIN,,WARISAN,0,0,172,KOTA KINABALU,Sabah,0,0,M,0,WARISAN
785,2022,MARCEL JUDE,,IND,0,0,172,KOTA KINABALU,Sabah,0,0,F,0,BEBAS
786,2022,WINSTON LIAW KIT SIONG,,KDM,0,0,172,KOTA KINABALU,Sabah,0,0,F,0,KDM
787,2022,CHAN FOONG HIN,PH,DAP,0,0,172,KOTA KINABALU,Sabah,0,0,F,0,DAP
788,2022,YEE TSAI YIEW,GRS,PBS,0,0,172,KOTA KINABALU,Sabah,0,0,M,0,GRS
789,2022,PETER HII,,IND,0,0,186,SANDAKAN,Sabah,0,0,F,0,BEBAS
790,2022,SYEIKH LOKEMAN,,IND,0,0,186,SANDAKAN,Sabah,0,0,F,0,BEBAS
791,2022,THOMAS LAU CHEE KEONG,GRS,SAPP,0,0,186,SANDAKAN,Sabah,0,0,F,0,GRS
792,2022,VIVIAN WONG SHIR YEE,PH,DAP,0,0,186,SANDAKAN,Sabah,0,0,M,0,DAP
793,2022,ALEX THIEN CHIN QIANG,,WARISAN,0,0,186,SANDAKAN,Sabah,0,0,F,0,WARISAN
794,2022,LITA TAN ABDULLAH,,IND,0,0,186,SANDAKAN,Sabah,0,0,M,0,BEBAS
795,2022,JAMANI DERIMIN @ GAMPALID,GTA,PEJUANG,0,0,182,PENSIANGAN,Sabah,0,0,F,0,PEJUANG
796,2022,SITI NOORHASMAHWATTY OSMAN,,WARISAN,0,0,182,PENSIANGAN,Sabah,0,0,F,0,WARISAN
797,2022,JEKERISON KILAN,,KDM,0,0,182,PENSIANGAN,Sabah,0,0,F,0,KDM
798,2022,SANGKAR RASAM,PH,PKR,0,0,182,PENSIANGAN,Sabah,0,0,F,0,PH
799,2022,ARTHUR JOSEPH KURUP,BN,PBRS,0,0,182,PENSIANGAN,Sabah,0,0,F,0,PBRS
800,2022,LIAU FUI FUI,PH,DAP,0,0,185,BATU SAPI,Sabah,0,0,M,0,DAP
801,2022,OTHMAN AHMAD,,IND,0,0,185,BATU SAPI,Sabah,0,0,F,0,BEBAS
802,2022,BONI YUSUF ABDULLAH,GTA,PUTRA,0,0,185,BATU SAPI,Sabah,0,0,F,0,PUTRA
803,2022,ALIAS SANI,,WARISAN,0,0,185,BATU SAPI,Sabah,0,0,F,0,WARISAN
804,2022,KHAIRUL FIRDAUS AKBARKHAN,GRS,BERSATU,0,0,185,BATU SAPI,Sabah,0,0,F,0,GRS
805,2022,NICHOLAS SYLVESTER,GTA,PEJUANG,0,0,175,PAPAR,Sabah,0,0,F,0,PEJUANG
806,2022,NORBERT CHIN,,IND,0,0,175,PAPAR,Sabah,0,0,F,0,BEBAS
807,2022,HENRY SHIM CHEE ON,PH,DAP,0,0,175,PAPAR,Sabah,0,0,F,0,DAP
808,2022,JOHNNY SITAMIN,,IND,0,0,175,PAPAR,Sabah,0,0,F,0,BEBAS
809,2022,AHMAD HASSAN,,WARISAN,0,0,175,PAPAR,Sabah,0,0,F,0,WARISAN
810,2022,AMIRZAN MOHD ALI,GRS,BERSATU,0,0,175,PAPAR,Sabah,0,0,F,0,GRS
811,2022,MOHD ISMAIL AYOB,,WARISAN,0,0,187,KINABATANGAN,Sabah,0,0,M,0,WARISAN
812,2022,BUNG MOKTAR RADIN,BN,UMNO,0,0,187,KINABATANGAN,Sabah,0,0,F,0,BN
813,2022,CHEN KET CHUIN,,WARISAN,0,0,190,TAWAU,Sabah,0,0,F,0,WARISAN
814,2022,CHIN CHEE SYN,,IND,0,0,190,TAWAU,Sabah,0,0,F,0,BEBAS
815,2022,MOHD SALLEH BACHO,,IND,0,0,190,TAWAU,Sabah,0,0,F,0,BEBAS
816,2022,CHRISTINA LIEW CHIN JIN,PH,PKR,0,0,190,TAWAU,Sabah,0,0,M,0,PH
817,2022,HERMAN AMDAS,GTA,PEJUANG,0,0,190,TAWAU,Sabah,0,0,F,0,PEJUANG
818,2022,LO SU FUI,GRS,PBS,0,0,190,TAWAU,Sabah,0,0,F,0,GRS
819,2022,WILFRED MADIUS TANGAU,PH,UPKO,0,0,170,TUARAN,Sabah,0,0,F,0,PH
820,2022,BOBY LEWAT,,IND,0,0,170,TUARAN,Sabah,0,0,F,0,BEBAS
821,2022,NOORTAIP SUHAILI @ SUALEE,,IND,0,0,170,TUARAN,Sabah,0,0,F,0,BEBAS
822,2022,JO-ANNA SUE HENLY RAMPAS,,WARISAN,0,0,170,TUARAN,Sabah,0,0,M,0,WARISAN
823,2022,MUMININ KALINGKONG @ NORBINSHA,GTA,PEJUANG,0,0,170,TUARAN,Sabah,0,0,F,0,PEJUANG
824,2022,JONISTON BANGKUAI,GRS,PBS,0,0,170,TUARAN,Sabah,0,0,F,0,GRS
825,2022,JAHALAN TAUFIK SHAM,PH,PKR,0,0,179,RANAU,Sabah,0,0,F,0,PH
826,2022,JONATHAN YASIN,GRS,BERSATU,0,0,179,RANAU,Sabah,0,0,F,0,GRS
827,2022,AZIZUL JULIRIN,GTA,PEJUANG,0,0,179,RANAU,Sabah,0,0,F,0,PEJUANG
828,2022,MARKOS SITON,,WARISAN,0,0,179,RANAU,Sabah,0,0,F,0,WARISAN
829,2022,EWON EBIN,,PBRS,0,0,179,RANAU,Sabah,0,0,F,0,PBRS
830,2022,NOORITA SUAL,PH,DAP,0,0,181,TENOM,Sabah,0,0,M,0,DAP
831,2022,JAMAWI JAAFAR,BN,UMNO,0,0,181,TENOM,Sabah,0,0,F,0,BN
832,2022,RIDUAN RUBIN,,IND,0,0,181,TENOM,Sabah,0,0,F,0,BEBAS
833,2022,UKIN BUANDI,,WARISAN,0,0,181,TENOM,Sabah,0,0,F,0,WARISAN
834,2022,PEGGY CHAW ZHI TING,,IND,0,0,181,TENOM,Sabah,0,0,M,0,BEBAS
835,2022,MADELY MODILY BANGALI,PH,PKR,0,0,169,KOTA BELUD,Sabah,0,0,F,0,PH
836,2022,ABDUL RAHMAN DAHLAN,BN,UMNO,0,0,169,KOTA BELUD,Sabah,0,0,F,0,BN
837,2022,ISNARAISSAH MUNIRAH MAJILIS,,WARISAN,0,0,169,KOTA BELUD,Sabah,0,0,M,0,WARISAN
838,2022,EWON BENEDICK,PH,UPKO,0,0,174,PENAMPANG,Sabah,0,0,F,0,PH
839,2022,RICHARD JIMMY,,IND,0,0,174,PENAMPANG,Sabah,0,0,F,0,BEBAS
840,2022,KENNY CHUA,GRS,STAR,0,0,174,PENAMPANG,Sabah,0,0,F,0,GRS
841,2022,DARELL LEIKING,,WARISAN,0,0,174,PENAMPANG,Sabah,0,0,F,0,WARISAN
842,2022,MOHAMAD ALAMIN,BN,UMNO,0,0,176,KIMANIS,Sabah,0,0,F,0,BN
843,2022,DAUD YUSOF,,WARISAN,0,0,176,KIMANIS,Sabah,0,0,F,0,WARISAN
844,2022,YUSOP OSMAN,GTA,PEJUANG,0,0,176,KIMANIS,Sabah,0,0,F,0,PEJUANG
845,2022,ROWINDY LAWRENCE,PH,UPKO,0,0,176,KIMANIS,Sabah,0,0,M,0,PH
846,2022,AMAT MD YUSOF,,KDM,0,0,176,KIMANIS,Sabah,0,0,F,0,KDM
847,2022,MOHD AZMI ZULKIFLEE,GTA,PEJUANG,0,0,168,KOTA MARUDU,Sabah,0,0,F,0,PEJUANG
848,2022,SHARIZAL DENCI,PH,MUDA,0,0,168,KOTA MARUDU,Sabah,0,0,F,0,MUDA
849,2022,NORMAN TULANG,,IND,0,0,168,KOTA MARUDU,Sabah,0,0,F,0,BEBAS
