,year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes,gender,results_added,fuzzy,spr_id,id_x,t,kid,a,ju,mj
280,2022,ROSNI ADAM,PN,PAS,14518,0,119,TITIWANGSA,KL,0,0,M,0,0,27.0,27.0,DR. ROSNI ADAM,11900,PN,14518.0,4632.0
281,2022,KHALID ABD SAMAD,PH,AMANAH,20410,0,119,TITIWANGSA,KL,0,0,F,0,0,594.0,594.0,KHALID ABD SAMAD,11900,PH,20410.0,4632.0
282,2022,KHAIRUDDIN ABU HASSAN,GTA,PEJUANG,888,0,119,TITIWANGSA,KL,0,0,F,0,0,532.0,532.0,DATO' SRI KHAIRUDDIN BIN ABU HASSAN,11900,PEJUANG,888.0,4632.0
283,2022,JOHARI ABDUL GHANI,BN,UMNO,25042,0,119,TITIWANGSA,KL,0,0,F,0,0,64.0,64.0,DATUK SERI JOHARI GHANI,11900,BN,25042.0,4632.0
284,2022,RAFIZI RAMLI,PH,PKR,74002,0,100,PANDAN,Selangor,0,0,F,0,0,611.0,611.0,RAFIZI RAMLI,10000,PH,74002.0,48296.0
285,2022,ONG TEE KEAT,,WARISAN,3323,0,100,PANDAN,Selangor,0,0,F,0,0,658.0,658.0,ONG TEE KEAT,10000,WARISAN,3323.0,48296.0
286,2022,MUHAMMAD FARIQUE ZUBIR ALBAKRI,PN,PAS,25706,0,100,PANDAN,Selangor,0,0,F,0,0,442.0,442.0,FARIQUE ZUBIR,10000,PN,25706.0,48296.0
287,2022,NADIA HANAFIAH,GTA,DIRECT,961,0,100,PANDAN,Selangor,0,0,M,0,1,723.0,723.0,NADIA HANAFIAH,10000,PEJUANG,961.0,48296.0
288,2022,LEONG KOK WEE,BN,MCA,11664,0,100,PANDAN,Selangor,0,0,F,0,0,510.0,510.0,LEONG KOK WEE,10000,BN,11664.0,48296.0
289,2022,ZAKRI HASSAN,PN,BERSATU,24562,0,002,KANGAR,Perlis,0,0,F,0,0,449.0,449.0,CIKGU ZAKRI,00200,PN,24562.0,9192.0
290,2022,FATHUL BARI MAT JAHYA,BN,UMNO,15370,0,002,KANGAR,Perlis,0,0,F,0,0,847.0,847.0,DR FATHUL BARI,00200,BN,15370.0,9192.0
291,2022,ROHIMI SHAPIEE,,WARISAN,417,0,002,KANGAR,Perlis,0,0,F,0,0,1309.0,1309.0,PROF. DR. ROHIMI SHAPIEE,00200,WARISAN,417.0,9192.0
292,2022,NOOR AMIN AHMAD,PH,PKR,15143,0,002,KANGAR,Perlis,0,0,F,0,0,1332.0,1332.0,AMIN AHMAD,00200,PH,15143.0,9192.0
293,2022,NUR SULAIMAN ZOLKAPLI,GTA,PEJUANG,708,0,002,KANGAR,Perlis,0,0,F,0,0,1312.0,1312.0,USTAZ NUR SULAIMAN,00200,PEJUANG,708.0,9192.0
294,2022,JAMAL MD YUNOS,BN,UMNO,13984,0,093,SUNGAI BESAR,Selangor,0,0,F,0,0,277.0,277.0,DATO' SRI JAMAL YUNOS,09300,BN,13984.0,2721.0
295,2022,ASMAWAR SAMAD,GTA,PUTRA,225,0,093,SUNGAI BESAR,Selangor,0,0,F,0,1,412.0,412.0,DATO' ASMAWAR BIN SAMAT,09300,PEJUANG,225.0,2721.0
296,2022,MUSLIMIN YAHAYA,PN,BERSATU,19791,0,093,SUNGAI BESAR,Selangor,0,0,F,0,0,140.0,140.0,CIKGU MUSLIMIN YAHAYA,09300,PN,19791.0,2721.0
297,2022,SAIPOLYAZAN MAT YUSOP,PH,PKR,17070,0,093,SUNGAI BESAR,Selangor,0,0,F,0,0,61.0,61.0,HJ SAIPOLYAZAN M YUSOP,09300,PH,17070.0,2721.0
298,2022,MOHD HELMY ABD LATIF,BN,UMNO,14581,0,146,MUAR,Johor,0,0,F,0,0,701.0,701.0,MOHD HELMY ABD.LATIF,14600,BN,14581.0,1345.0
299,2022,ABDULLAH HUSIN,PN,PAS,18616,0,146,MUAR,Johor,0,0,F,0,0,710.0,710.0,USTAZ ABDULLAH HUSIN,14600,PN,18616.0,1345.0
300,2022,SYED SADDIQ SYED ABDUL RAHMAN,PH,MUDA,19961,0,146,MUAR,Johor,0,0,F,0,0,697.0,697.0,SYED SADDIQ,14600,MUDA,19961.0,1345.0
301,2022,NGA KOR MING,PH,DAP,33133,0,076,TELUK INTAN,Perak,0,0,F,0,0,1391.0,1391.0,NGA KOR MING,07600,PH,33133.0,15169.0
302,2022,MURUGIAH THOPASAMY,BN,MIC,12304,0,076,TELUK INTAN,Perak,0,0,F,0,0,1392.0,1392.0,DATO T. MURUGIAH,07600,BN,12304.0,15169.0
303,2022,AMIR KHUSYAIRI MOHAMAD TANUSI,GTA,IMAN,793,0,076,TELUK INTAN,Perak,0,0,F,0,1,1393.0,1393.0,AMIR KHUSYAIRI ,07600,PEJUANG,793.0,15169.0
304,2022,ZAINOL FADZI PAHARUDIN,PN,BERSATU,17964,0,076,TELUK INTAN,Perak,0,0,F,0,0,1395.0,1395.0,ZAINOL FADZI PAHARUDIN,07600,PN,17964.0,15169.0
305,2022,MOHD ISAM MOHD ISA,BN,UMNO,23283,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,0,19.0,19.0,MOHD ISAM BIN MOHD ISA,13300,BN,23283.0,1276.0
306,2022,ZAMANI IBRAHIM,GTA,BERJASA,781,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,1,299.0,299.0,USTAZ ZAMANI IBRAHIM,13300,PEJUANG,781.0,1276.0
307,2022,ABDUL HALIM ABU BAKAR,PN,PAS,14962,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,0,152.0,152.0,MEJAR (B) ABDUL HALIM,13300,PN,14962.0,1276.0
308,2022,MUHAMMAD FAIZ FADZIL,PH,AMANAH,22007,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,0,69.0,69.0,FAIZ FADZIL,13300,PH,22007.0,1276.0
309,2022,ANG HIANG NI,PN,GERAKAN,23185,0,104,SUBANG,Selangor,0,0,F,0,0,438.0,438.0,ALEX ANG H N,10400,PN,23185.0,115074.0
310,2022,KOW CHEONG WEI,BN,MCA,16539,0,104,SUBANG,Selangor,0,0,F,0,0,307.0,307.0,DR KOW,10400,BN,16539.0,115074.0
311,2022,WONG CHEN,PH,PKR,138259,0,104,SUBANG,Selangor,0,0,F,0,0,134.0,134.0,WONG CHEN,10400,PH,138259.0,115074.0
312,2022,HAMZAH ABD RAHMAN,GTA,PUTRA,0,0,017,PADANG SERAI,Kedah,0,0,F,0,0,,,,,,,
313,2022,M KARUPAIYA,PH,PKR,0,0,017,PADANG SERAI,Kedah,0,0,F,0,0,,,,,,,
314,2022,SIVARAJ CHANDRAN,BN,MIC,0,0,017,PADANG SERAI,Kedah,0,0,F,0,0,,,,,,,
315,2022,AZMAN NASRUDIN,PN,BERSATU,0,0,017,PADANG SERAI,Kedah,0,0,F,0,0,,,,,,,
316,2022,MOHD BAKHRI HASHIM,,WARISAN,0,0,017,PADANG SERAI,Kedah,0,0,F,0,0,,,,,,,
317,2022,ANANDA AK,,IND,0,0,017,PADANG SERAI,Kedah,0,0,F,0,0,,,,,,,
318,2022,SHAMSUL ANUAR NASARAH,BN,UMNO,12588,0,055,LENGGONG,Perak,0,0,F,0,0,1104,1104.0,DR SHAMSUL ANUAR NASARAH,05500,BN,12588.0,879.0
319,2022,JUREY LATIFF MOHD ROSLI,PH,PKR,3382,0,055,LENGGONG,Perak,0,0,F,0,0,1097,1097.0,JUREY LATIFF ROSLI,05500,PH,3382.0,879.0
320,2022,MUHAMMAD RIFAAT RAZMAN,PN,PAS,11709,0,055,LENGGONG,Perak,0,0,F,0,0,1090,1090.0,USTAZ RIF'AAT RAZMAN,05500,PN,11709.0,879.0
321,2022,ABDUL RASHID ASARI,PN,BERSATU,49154,0,097,SELAYANG,Selangor,0,0,F,0,0,298,298.0,DATUK ABDUL RASHID ASARI,09700,PN,49154.0,23619.0
322,2022,CHAN WUN HOONG,BN,MCA,19425,0,097,SELAYANG,Selangor,0,0,F,0,0,130,130.0,CHAN WUN HOONG,09700,BN,19425.0,23619.0
323,2022,SALLEH AMIRUDDIN,GTA,PEJUANG,2584,0,097,SELAYANG,Selangor,0,0,F,0,0,212,212.0,SALLEH AMIRUDDIN,09700,PEJUANG,2584.0,23619.0
324,2022,MUHAMMAD ZAKI OMAR,,IND,945,0,097,SELAYANG,Selangor,0,0,F,0,1,473,473.0,MUHAMMAD ZAKI BIN OMAR,09700,BEBAS,945.0,23619.0
325,2022,WILLIAM LEONG JEE KEEN,PH,PKR,72773,0,097,SELAYANG,Selangor,0,0,F,0,0,62,62.0,WILLIAM LEONG JEE KEEN,09700,PH,72773.0,23619.0
326,2022,MOHAMAD EZAM MOHD NOR,,PRM,2049,0,105,PETALING JAYA,Selangor,0,0,F,0,0,584,584.0,DATUK EZAM MOHD NOR,10500,PRM,2049.0,50575.0
327,2022,K J JOHN,,IND,461,0,105,PETALING JAYA,Selangor,0,0,F,0,1,441,441.0,DR. K. J. JOHN,10500,BEBAS,461.0,50575.0
328,2022,CHEW HIAN TAT,BN,MCA,23253,0,105,PETALING JAYA,Selangor,0,0,F,0,0,301,301.0,CHEW HIAN TAT,10500,BN,23253.0,50575.0
329,2022,MAZWEEN MOKHTAR,GTA,DIRECT,4052,0,105,PETALING JAYA,Selangor,0,0,M,0,1,132,132.0,MAZWEEN MOKHTAR,10500,PEJUANG,4052.0,50575.0
330,2022,THENG BOOK,PN,BERSATU,32736,0,105,PETALING JAYA,Selangor,0,0,F,0,0,691,691.0,DATO THENG BOOK,10500,PN,32736.0,50575.0
331,2022,LEE CHEAN CHUNG,PH,PKR,83311,0,105,PETALING JAYA,Selangor,0,0,F,0,0,767,767.0,LEE CHEAN CHUNG,10500,PH,83311.0,50575.0
332,2022,STEVEN SIM CHEE KEONG,PH,DAP,71722,0,045,BUKIT MERTAJAM,Penang,0,0,F,0,0,90,90.0,STEVEN SIM CHEE KEONG,04500,PH,71722.0,57685.0
333,2022,TAN YANG PANG,BN,MCA,6986,0,045,BUKIT MERTAJAM,Penang,0,0,F,0,0,16,16.0,AH PANG,04500,BN,6986.0,57685.0
334,2022,STEVEN KOH TIEN YEW,PN,PAS,14037,0,045,BUKIT MERTAJAM,Penang,0,0,F,0,0,195,195.0,STEVEN KOH,04500,PN,14037.0,57685.0
335,2022,SAW YEE FUNG,BN,MCA,13377,0,052,BAYAN BARU,Penang,0,0,M,0,0,370,370.0,SAW YEE FUNG,05200,BN,13377.0,34902.0
336,2022,JEFF OOI CHUAN AUN,,WARISAN,440,0,052,BAYAN BARU,Penang,0,0,F,0,0,825,825.0,JEFF OOI,05200,WARISAN,440.0,34902.0
337,2022,RAVINDER SINGH,,PRM,251,0,052,BAYAN BARU,Penang,0,0,F,0,0,55,55.0,RAVINDER SINGH,05200,PRM,251.0,34902.0
338,2022,KAN CHEE YUEN,,IND,124,0,052,BAYAN BARU,Penang,0,0,F,0,1,900,900.0,KAN CHEE YUEN,05200,BEBAS,124.0,34902.0
339,2022,SIM TZE TZIN,PH,PKR,55209,0,052,BAYAN BARU,Penang,0,0,F,0,0,614,614.0,SIM TZE TZIN,05200,PH,55209.0,34902.0
340,2022,OH TONG KEONG,PN,GERAKAN,20307,0,052,BAYAN BARU,Penang,0,0,F,0,0,297,297.0,OH TONG KEONG,05200,PN,20307.0,34902.0
341,2022,TAN NAM CHA,PN,BERSATU,30078,0,162,ISKANDAR PUTERI,Johor,0,0,F,0,0,168,168.0,JASHEN TAN,16200,PN,30078.0,60036.0
342,2022,TEOH SEW HOCK,BN,MCA,36783,0,162,ISKANDAR PUTERI,Johor,0,0,F,0,0,25,25.0,DATUK JASON TEOH,16200,BN,36783.0,60036.0
343,2022,LIEW CHIN TONG,PH,DAP,96819,0,162,ISKANDAR PUTERI,Johor,0,0,F,0,0,179,179.0,LIEW CHIN TONG,16200,PH,96819.0,60036.0
344,2022,SYERLEENA ABDUL RASHID,PH,DAP,49353,0,048,BUKIT BENDERA,Penang,0,0,M,0,0,205,205.0,SYERLEENA  ABDUL RASHID,04800,PH,49353.0,42610.0
345,2022,TEH YEE CHEU,,PRM,677,0,048,BUKIT BENDERA,Penang,0,0,F,0,0,807,807.0,TEH YEE CHEU,04800,PRM,677.0,42610.0
346,2022,HNG CHEE WEY,PN,GERAKAN,6743,0,048,BUKIT BENDERA,Penang,0,0,F,0,0,955,955.0,HNG CHEE WEY,04800,PN,6743.0,42610.0
347,2022,RICHIE HUAN XIN YUN,BN,PCM,5417,0,048,BUKIT BENDERA,Penang,0,0,F,0,0,727,727.0,RICHIE HUAN XIN YUN,04800,BN,5417.0,42610.0
348,2022,RAZALIF ZAIN,,IND,299,0,048,BUKIT BENDERA,Penang,0,0,F,0,1,898,898.0,RAZALIF ZAIN,04800,BEBAS,299.0,42610.0
349,2022,SYED HAIROUL FAIZEY SYED ALI,GTA,PUTRA,1062,0,140,SEGAMAT,Johor,0,0,F,0,1,399,399.0,SYED HAIROUL,14000,PEJUANG,1062.0,5669.0
350,2022,RAMASAMY MUTHUSAMY,BN,MIC,17768,0,140,SEGAMAT,Johor,0,0,F,0,0,556,556.0,TAN SRI M RAMASAMY,14000,BN,17768.0,5669.0
351,2022,YUNESWARAN RAMARAJ,PH,PKR,23437,0,140,SEGAMAT,Johor,0,0,F,0,0,1215,1215.0,R. YUNESWARAN,14000,PH,23437.0,5669.0
352,2022,POOBALAN PONNUSAMY,PN,BERSATU,8385,0,140,SEGAMAT,Johor,0,0,F,0,0,181,181.0,POOBALAN PONNUSAMY,14000,PN,8385.0,5669.0
353,2022,RAFIEI MUSTAPHA,PN,PAS,18235,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,0,226,226.0,CIKGU HAJI RAFIEI MUSTAPHA,13200,PN,18235.0,23601.0
354,2022,P KAMALANATHAN,BN,MIC,18412,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,0,592,592.0,DATUK P.KAMALANATHAN,13200,BN,18412.0,23601.0
355,2022,RANI KULUP,,IND,441,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,1,372,372.0,RANI KULUP,13200,BEBAS,441.0,23601.0
356,2022,AHMAD IDHAM AHMAD NAZRI,GTA,DIRECT,1084,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,1,491,491.0,DR. AHMAD IDHAM BIN AHMAD NADZRI,13200,PEJUANG,1084.0,23601.0
357,2022,AMINUDDIN HARUN,PH,PKR,42013,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,0,57,57.0,DATO' SERI AMINUDDIN BIN HARUN,13200,PH,42013.0,23601.0
358,2022,MOHAMAD NOR SUNDARI,GTA,BERJASA,1864,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,1,1302,1302.0,DR. MOHAMAD NOR BIN SUNDARI,08200,PEJUANG,1864.0,8399.0
359,2022,SAIFUDDIN ABDULLAH,PN,BERSATU,41692,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,0,1304,1304.0,DATO' SRI SAIFUDDIN ABDULLAH,08200,PN,41692.0,8399.0
360,2022,ZURAIDI ISMAIL,PH,PKR,33293,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,0,1040,1040.0,HAJI ZURAIDI ISMAIL,08200,PH,33293.0,8399.0
361,2022,QUEK TAI SEONG,BN,MCA,16530,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,0,472,472.0,DATO' QUEK TAI SEONG,08200,BN,16530.0,8399.0
362,2022,ISMAIL MOHAMED SAID,BN,UMNO,21481,0,087,KUALA KRAU,Pahang,0,0,F,0,0,1217,1217.0,DATO' SRI DR HAJI ISMAIL BIN MOHAMED SAID,08700,BN,21481.0,1024.0
363,2022,KAMAL ASHAARI,PN,PAS,22505,0,087,KUALA KRAU,Pahang,0,0,F,0,0,1227,1227.0,USTAZ HAJI KAMAL BIN ASHAARI,08700,PN,22505.0,1024.0
364,2022,JUHARI OSMAN,PH,AMANAH,3593,0,087,KUALA KRAU,Pahang,0,0,F,0,0,858,858.0,JUHARI OSMAN,08700,PH,3593.0,1024.0
365,2022,SHAHRUDDIN MOHAMED SALLEH,GTA,PEJUANG,174,0,087,KUALA KRAU,Pahang,0,0,F,0,0,1321,1321.0,SHAHRUDDIN MOHAMED SALLEH,08700,PEJUANG,174.0,1024.0
366,2022,PRABAGARAN VYTHILINGAM,PN,GERAKAN,8754,0,117,SEGAMBUT,KL,0,0,F,0,0,770,770.0,PRABAGARAN,11700,PN,8754.0,59684.0
367,2022,DANIEL LING SIA CHIN,BN,MCA,8304,0,117,SEGAMBUT,KL,0,0,F,0,0,711,711.0,DANIEL LING SIA CHIN,11700,BN,8304.0,59684.0
368,2022,HANNAH YEOH TSEOW SUAN,PH,DAP,68438,0,117,SEGAMBUT,KL,0,0,M,0,0,478,478.0,HANNAH YEOH,11700,PH,68438.0,59684.0
369,2022,MD SALLEHEEN MOHAMAD,BN,UMNO,17207,0,141,SEKIJANG,Johor,0,0,F,0,0,154,154.0,MD SALLEHEEN BIN MOHAMAD,14100,BN,17207.0,1734.0
370,2022,UZZAIR ISMAIL,PN,BERSATU,11612,0,141,SEKIJANG,Johor,0,0,F,0,0,122,122.0,UZZAIR BIN ISMAIL,14100,PN,11612.0,1734.0
371,2022,MOHD ZOHAR AHMAD,,WARISAN,339,0,141,SEKIJANG,Johor,0,0,F,0,0,257,257.0,DR. MOHD ZOHAR,14100,WARISAN,339.0,1734.0
372,2022,ZALIHA MUSTAFA,PH,PKR,18941,0,141,SEKIJANG,Johor,0,0,M,0,0,10,10.0,DR. ZALIHA MUSTAFA,14100,PH,18941.0,1734.0
373,2022,MUHD SAIFUL FAIZAL ABD HALIM,GTA,PUTRA,138,0,141,SEKIJANG,Johor,0,0,F,0,1,112,112.0,SAIFUL FAIZAL,14100,PEJUANG,138.0,1734.0
374,2022,ZAIROL HIZAM ZAKARIA,GTA,PUTRA,539,0,073,PASIR SALAK,Perak,0,0,F,0,1,512,512.0,ZAIROL HIZAM BIN ZAKARIA,07300,PEJUANG,539.0,5003.0
375,2022,NIK OMAR NIK AB AZIZ,PH,PKR,11693,0,073,PASIR SALAK,Perak,0,0,F,0,0,312,312.0,USTAZ NIK OMAR,07300,PH,11693.0,5003.0
376,2022,JAMALUDDIN YAHYA,PN,PAS,24897,0,073,PASIR SALAK,Perak,0,0,F,0,0,310,310.0,USTAZ JAMALUDIN BIN YAHYA,07300,PN,24897.0,5003.0
377,2022,KHAIRUL AZWAN HARUN,BN,UMNO,19894,0,073,PASIR SALAK,Perak,0,0,F,0,0,121,121.0,KHAIRUL AZWAN HARUN,07300,BN,19894.0,5003.0
378,2022,MAIZATULAKMAM OTHMAN @ IBRAHIM,BN,UMNO,12819,0,013,SIK,Kedah,0,0,M,0,0,546,546.0,MAIZA,01300,BN,12819.0,21787.0
379,2022,LATIPAH MOHAMAD YATIM,PH,AMANAH,3736,0,013,SIK,Kedah,0,0,M,0,0,100,100.0,DATO' LATIFAH,01300,PH,3736.0,21787.0
380,2022,AHMAD TARMIZI SULAIMAN,PN,PAS,34606,0,013,SIK,Kedah,0,0,F,0,0,382,382.0,AHMAD TARMIZI SULAIMAN,01300,PN,34606.0,21787.0
381,2022,MUHAMMAD FARHAN ABDUL RAHIM,PN,BERSATU,28732,0,071,GOPENG,Perak,0,0,F,0,0,300,300.0,MUHAMMAD FARHAN BIN ABDUL RAHIM,07100,PN,28732.0,27148.0
382,2022,TING ZHAO SONG,BN,MCA,18393,0,071,GOPENG,Perak,0,0,M,0,0,902,902.0,CALLY TING,07100,BN,18393.0,27148.0
383,2022,TAN KAR HING,PH,PKR,55880,0,071,GOPENG,Perak,0,0,F,0,0,887,887.0,TAN KAR HING,07100,PH,55880.0,27148.0
384,2022,BALACHANDRAN GOPAL,,WARISAN,633,0,071,GOPENG,Perak,0,0,F,0,0,1244,1244.0,BALACHANDRAN A/L GOPAL,07100,WARISAN,633.0,27148.0
385,2022,RODZIAH ISMAIL,PH,PKR,56754,0,099,AMPANG,Selangor,0,0,M,0,0,562,562.0,RODZIAH ISMAIL,09900,PH,56754.0,29681.0
386,2022,IVONE LOW YI WEN,BN,MCA,11509,0,099,AMPANG,Selangor,0,0,M,0,0,3,3.0,IVONE LOW YI WEN,09900,BN,11509.0,29681.0
387,2022,M RAVEEN,,IND,148,0,099,AMPANG,Selangor,0,0,F,0,1,335,335.0,M.RAVEEN,09900,BEBAS,148.0,29681.0
388,2022,ZURAIDA KAMARUDDIN,,PBM,4589,0,099,AMPANG,Selangor,0,0,M,0,0,640,640.0,ZURAIDA BINTI KAMARUDDIN ,09900,PBM,4589.0,29681.0
389,2022,NURUL ASHIKIN MABAHWI,GTA,PEJUANG,2653,0,099,AMPANG,Selangor,0,0,M,0,0,476,476.0,DR. NURUL ASHIKIN,09900,PEJUANG,2653.0,29681.0
390,2022,LAI WAI CHONG,,WARISAN,1423,0,099,AMPANG,Selangor,0,0,F,0,0,731,731.0,BRYAN LAI,09900,WARISAN,1423.0,29681.0
391,2022,SASHA LYNA ABDUL LATIF,PN,BERSATU,27073,0,099,AMPANG,Selangor,0,0,M,0,0,194,194.0,SASHA LYNA,09900,PN,27073.0,29681.0
392,2022,MUHAMMAD SHAFIQ IZWAN MOHD YUNOS,,IND,188,0,099,AMPANG,Selangor,0,0,F,0,1,91,91.0,MUHAMMAD SHAFIQ IZWAN BIN MOHD YUNOS,09900,BEBAS,188.0,29681.0
393,2022,TAN HUA MENG,,IND,93,0,099,AMPANG,Selangor,0,0,F,0,1,28,28.0,TAN HUA MENG,09900,BEBAS,93.0,29681.0
394,2022,MOHD ZAIDI MOHD SAID,BN,UMNO,16971,0,044,PERMATANG PAUH,Penang,0,0,F,0,0,814,814.0,DATUK ZAIDI,04400,BN,16971.0,5272.0
395,2022,MUHAMMAD FAWWAZ MAT JAN,PN,PAS,37638,0,044,PERMATANG PAUH,Penang,0,0,F,0,0,646,646.0,UST FAWWAZ MD JAN,04400,PN,37638.0,5272.0
396,2022,NASIR OTHMAN,GTA,PUTRA,473,0,044,PERMATANG PAUH,Penang,0,0,F,0,1,540,540.0,CIKGU NASIR,04400,PEJUANG,473.0,5272.0
397,2022,NURUL IZZAH ANWAR,PH,PKR,32366,0,044,PERMATANG PAUH,Penang,0,0,M,0,0,364,364.0,NURUL IZZAH ANWAR,04400,PH,32366.0,5272.0
398,2022,ABE WAE REDZUAN,,IND,451,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,1,903,903.0,ABE WAE - REDZUAN,02000,BEBAS,451.0,38270.0
399,2022,NIK FAIZAH NIK OTHMAN,PH,AMANAH,7356,0,020,PENGKALAN CHEPA,Kelantan,0,0,M,0,0,815,815.0,KAK JAH,02000,PH,7356.0,38270.0
400,2022,WAN AHMAD NASRI WAN ISMAIL,GTA,PEJUANG,358,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,0,939,939.0,WAN AHMAD NASRI,02000,PEJUANG,358.0,38270.0
401,2022,AHMAD MARZUK SHAARY,PN,PAS,53933,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,0,623,623.0,DATUK MARZUK,02000,PAS,53933.0,38270.0
402,2022,MOHD HAFIEZULNIEZAM MOHD HASDIN,BN,UMNO,15663,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,0,747,747.0,DR. HAFIZ,02000,BN,15663.0,38270.0
403,2022,MOHAMED KHALED NORDIN,BN,UMNO,25410,0,156,KOTA TINGGI,Johor,0,0,F,0,0,59,59.0,KHALED NORDIN ,15600,BN,25410.0,8390.0
404,2022,MOHAMAD RIDHWAN RASMAN,PN,BERSATU,17020,0,156,KOTA TINGGI,Johor,0,0,F,0,0,35,35.0,RIDHWAN RASMAN,15600,PN,17020.0,8390.0
405,2022,ONN JAAFAR,PH,AMANAH,4903,0,156,KOTA TINGGI,Johor,0,0,F,0,0,237,237.0,ONN JAAFAR,15600,PH,4903.0,8390.0
406,2022,MOHD SANY HAMZAN,PH,AMANAH,58382,0,101,HULU LANGAT,Selangor,0,0,M,0,0,683,683.0,YB MOHD SANY HAMZAN,10100,PH,58382.0,14896.0
407,2022,MARKIMAN KOBIRAN,GTA,PEJUANG,1655,0,101,HULU LANGAT,Selangor,0,0,F,0,0,1102,1102.0,DATO HAJI MARKIMAN KOBIRAN,10100,PEJUANG,1655.0,14896.0
408,2022,ABDUL RAHMAN JAAFAR,,WARISAN,370,0,101,HULU LANGAT,Selangor,0,0,F,0,0,479,479.0,DATO' ABDUL RAHMAN BIN JAAFAR,10100,WARISAN,370.0,14896.0
409,2022,JOHAN ABD AZIZ,BN,UMNO,32570,0,101,HULU LANGAT,Selangor,0,0,F,0,0,577,577.0,DATUK WIRA HAJI JOHAN BIN ABD AZIZ,10100,BN,32570.0,14896.0
410,2022,MOHAMED MUSTAFA,,IND,326,0,101,HULU LANGAT,Selangor,0,0,F,0,1,750,750.0,DR MOHAMED MUSTAFA,10100,BEBAS,326.0,14896.0
411,2022,MOHD RADZI ABD LATIF,PN,BERSATU,43486,0,101,HULU LANGAT,Selangor,0,0,F,0,0,781,781.0,DATO' DR. MOHD RADZI ABD LATIF,10100,PN,43486.0,14896.0
412,2022,GOBIND SINGH DEO,PH,DAP,142875,0,106,DAMANSARA,Selangor,0,0,F,0,0,207,207.0,GOBIND SINGH DEO,10600,PH,142875.0,124619.0
413,2022,LIM SI CHING,PN,GERAKAN,18256,0,106,DAMANSARA,Selangor,0,0,F,0,0,320,320.0,LIM SI CHING,10600,PN,18256.0,124619.0
414,2022,TAN GIM TUAN,BN,MCA,13806,0,106,DAMANSARA,Selangor,0,0,F,0,0,104,104.0,TAN GIM TUAN GT,10600,BN,13806.0,124619.0
415,2022,LEE CHEE LEONG,BN,MCA,16137,0,070,KAMPAR,Perak,0,0,F,0,0,1173,1173.0,LEE CHEE LEONG,07000,BN,16137.0,14330.0
416,2022,WONG OI FOON,PN,GERAKAN,12127,0,070,KAMPAR,Perak,0,0,M,0,0,1159,1159.0,JANICE WONG,07000,PN,12127.0,14330.0
417,2022,CHONG ZHEMIN,PH,DAP,30467,0,070,KAMPAR,Perak,0,0,F,0,0,1129,1129.0,CHONG ZHEMIN,07000,PH,30467.0,14330.0
418,2022,LEONG CHEOK LUNG,,WARISAN,655,0,070,KAMPAR,Perak,0,0,F,0,0,1147,1147.0,LEONG CHEOK LUNG ,07000,WARISAN,655.0,14330.0
419,2022,ANTHONY LOKE SIEW FOOK,PH,DAP,63916,0,128,SEREMBAN,Negeri Sembilan,0,0,F,0,0,445,445.0,LOKE SIEW FOOK,12800,PH,63916.0,30841.0
420,2022,IZZAT LESLY,,IND,373,0,128,SEREMBAN,Negeri Sembilan,0,0,F,0,1,14,14.0,IZZAT LESLY,12800,BEBAS,373.0,30841.0
421,2022,WONG YIN TING,BN,MCA,24584,0,128,SEREMBAN,Negeri Sembilan,0,0,F,0,0,537,537.0,FELICIA WONG,12800,BN,24584.0,30841.0
422,2022,MOHAMAD JANI ISMAIL,GTA,PEJUANG,1336,0,128,SEREMBAN,Negeri Sembilan,0,0,F,0,0,190,190.0,SJN (B) MOHAMAD JANI,12800,PEJUANG,1336.0,30841.0
423,2022,MOHD FADLI CHE ME,PN,PAS,33075,0,128,SEREMBAN,Negeri Sembilan,0,0,F,0,0,70,70.0,HAJI FADLI CHE ME,12800,PN,33075.0,30841.0
424,2022,AHMAD JUFLIZ FAIZA,,PRM,279,0,107,SUNGAI BULOH,Selangor,0,0,F,0,0,699,699.0,AHMAD JUFLIZ,10700,PRM,279.0,2693.0
425,2022,MOHD AKMAL MOHD YUSOF,GTA,PEJUANG,829,0,107,SUNGAI BULOH,Selangor,0,0,F,0,0,56,56.0,AKMAL YUSOFF,10700,PEJUANG,829.0,2693.0
