,parliament_type,state,seat_name,seat_id,parliament_code,name,party
65,parliament,SABAH,KENINGAU,180,P.180,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,PARTI GABUNGAN RAKYAT SABAH (GRS)
66,parliament,SABAH,KENINGAU,180,P.180,DATUK JAKE NOINTIN,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT (KDM)
67,parliament,SABAH,TENOM,181,P.181,NOORITA SUAL,PAKATAN HARAPAN (PH)
68,parliament,SABAH,TENOM,181,P.181,JAMAWI BIN JA'AFAR,BARISAN NASIONAL (BN)
69,parliament,SABAH,TENOM,181,P.181,RIDUAN BIN RUBIN,BEBAS (GAJAH)
70,parliament,SABAH,TENOM,181,P.181,UKIM BUANDI,PARTI WARISAN SABAH (WARISAN)
71,parliament,SABAH,TENOM,181,P.181,PEGGY CHAW ZHI TING,BEBAS (TRAKTOR)
72,parliament,SABAH,PENSIANGAN,182,P.182,JAMANI BIN DERIMIN,PARTI PEJUANG TANAHAIR (PEJUANG)
73,parliament,SABAH,PENSIANGAN,182,P.182,SITI NOORHASMAHWATTY OSMAN,PARTI WARISAN SABAH (WARISAN)
74,parliament,SABAH,PENSIANGAN,182,P.182,JEKERISON KILAN,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT (KDM)
75,parliament,SABAH,PENSIANGAN,182,P.182,SANGKAR BIN RASAM,PAKATAN HARAPAN (PH)
76,parliament,SABAH,PENSIANGAN,182,P.182,DATUK ARTHUR JOSEPH KURUP,BARISAN NASIONAL (BN)
77,parliament,SABAH,BELURAN,183,P.183,BENEDICT ASMAT,BARISAN NASIONAL (BN)
78,parliament,SABAH,BELURAN,183,P.183,ROWIENA RASID,PARTI WARISAN SABAH (WARISAN)
79,parliament,SABAH,BELURAN,183,P.183,HAUSING BIN SAMSUDIN @ SUDIN,PARTI PEJUANG TANAHAIR (PEJUANG)
80,parliament,SABAH,BELURAN,183,P.183,RONALD KIANDEE,PERIKATAN NASIONAL (PN)
81,parliament,SABAH,BELURAN,183,P.183,FELIX JOSEPH SAANG,PAKATAN HARAPAN (PH)
82,parliament,SABAH,LIBARAN,184,P.184,NORDIN BIN KHANI,PARTI PERPADUAN RAKYAT SABAH (PPRS)
83,parliament,SABAH,LIBARAN,184,P.184,DR PETER JR NAINTIN,PAKATAN HARAPAN (PH)
84,parliament,SABAH,LIBARAN,184,P.184,HJ. AMDAN BIN TUMPONG,BEBAS (POKOK)
85,parliament,SABAH,LIBARAN,184,P.184,JEFFRI @ AMAT PUDANG,PARTI PEJUANG TANAHAIR (PEJUANG)
86,parliament,SABAH,LIBARAN,184,P.184,SHARIF BOKRATA,PARTI WARISAN SABAH (WARISAN)
87,parliament,SABAH,LIBARAN,184,P.184,SUHAIMI BIN NASIR,BARISAN NASIONAL (BN)
88,parliament,SABAH,BATU SAPI,185,P.185,LIAU FUI FUI,PAKATAN HARAPAN (PH)
89,parliament,SABAH,BATU SAPI,185,P.185,IR. HJ. OTHMAN HJ. AHMAD,BEBAS (BUKU)
90,parliament,SABAH,BATU SAPI,185,P.185,BONI YUSUF JUANICO ABDULLAH,PARTI PEJUANG TANAHAIR (PEJUANG)
91,parliament,SABAH,BATU SAPI,185,P.185,ALIAS BIN SANI,PARTI WARISAN SABAH (WARISAN)
92,parliament,SABAH,BATU SAPI,185,P.185,KHAIRUL FIRDAUS AKBAR KHAN,PARTI GABUNGAN RAKYAT SABAH (GRS)
93,parliament,SABAH,SANDAKAN,186,P.186,PETER HII,BEBAS (POKOK)
94,parliament,SABAH,SANDAKAN,186,P.186,SYEIKH LOKEMAN,BEBAS (KUDA)
95,parliament,SABAH,SANDAKAN,186,P.186,LAU CHI KEONG @ THOMAS LAU,PARTI GABUNGAN RAKYAT SABAH (GRS)
96,parliament,SABAH,SANDAKAN,186,P.186,VIVIAN WONG SHIR YEE,PAKATAN HARAPAN (PH)
97,parliament,SABAH,SANDAKAN,186,P.186,ALEX THIEN,PARTI WARISAN SABAH (WARISAN)
98,parliament,SABAH,SANDAKAN,186,P.186,HAJJAH LITA TAN BINTI ABDULLAH,BEBAS (BUKU)
99,parliament,SABAH,KINABATANGAN,187,P.187,MAZLIWATI BINTI ABDUL MALEK,PARTI WARISAN SABAH (WARISAN)
100,parliament,SABAH,KINABATANGAN,187,P.187,BUNG MOKTAR BIN RADIN,BARISAN NASIONAL (BN)
101,parliament,SABAH,LAHAD DATU,188,P.188,SIA YU HOCK,PAKATAN HARAPAN (PH)
102,parliament,SABAH,LAHAD DATU,188,P.188,DATO' HJ MOHAMMAD YUSOF BIN APDAL,PARTI WARISAN SABAH (WARISAN)
103,parliament,SABAH,LAHAD DATU,188,P.188,MAIZATUL AKMAM BT HJ ALAWI,BARISAN NASIONAL (BN)
104,parliament,SABAH,SEMPORNA,189,P.189,ARASTAM BIN PANDOROG,PAKATAN HARAPAN (PH)
105,parliament,SABAH,SEMPORNA,189,P.189,MOHD SHAFIE APDAL,PARTI WARISAN SABAH (WARISAN)
106,parliament,SABAH,SEMPORNA,189,P.189,NIXON BIN ABDUL HABI,PARTI GABUNGAN RAKYAT SABAH (GRS)
107,parliament,SABAH,SEMPORNA,189,P.189,AB RAJIK AB HAMID,PARTI PEJUANG TANAHAIR (PEJUANG)
108,parliament,SABAH,TAWAU,190,P.190,KC CHEN KET CHUIN,PARTI WARISAN SABAH (WARISAN)
109,parliament,SABAH,TAWAU,190,P.190,DATO' CHIN CHEE SYN,BEBAS (POKOK)
110,parliament,SABAH,TAWAU,190,P.190,MOHD SALLEH BACHO,BEBAS (KAPAL TERBANG)
111,parliament,SABAH,TAWAU,190,P.190,CHRISTINA LIEW,PAKATAN HARAPAN (PH)
112,parliament,SABAH,TAWAU,190,P.190,HERMAN BIN AMDAS,PARTI PEJUANG TANAHAIR (PEJUANG)
113,parliament,SABAH,TAWAU,190,P.190,LO SU FUI,PARTI GABUNGAN RAKYAT SABAH (GRS)
114,parliament,SABAH,KALABAKAN,191,P.191,DR NUR AINI ABD RAHMAN (MD),PARTI PEJUANG TANAHAIR (PEJUANG)
115,parliament,SABAH,KALABAKAN,191,P.191,ANDI MUHAMMAD SURYADY BIN BANDY,BARISAN NASIONAL (BN)
116,parliament,SABAH,KALABAKAN,191,P.191,MA'MUN BIN SULAIMAN,PARTI WARISAN SABAH (WARISAN)
117,parliament,SABAH,KALABAKAN,191,P.191,DATO MUHAMAD,BEBAS (POKOK)
118,parliament,SABAH,KALABAKAN,191,P.191,NORAINI ABD GHAPUR,PAKATAN HARAPAN (PH)
119,parliament,SARAWAK,MAS GADING,192,P.192,RYAN SIM MIN LEONG,PARTI BUMI KENYALANG (PBK)
120,parliament,SARAWAK,MAS GADING,192,P.192,LIDANG DISEN,GABUNGAN PARTI SARAWAK (GPS)
121,parliament,SARAWAK,MAS GADING,192,P.192,MORDI ANAK BIMOL,PARTI TINDAKAN DEMOKRATIK (DAP)
122,parliament,SARAWAK,SANTUBONG,193,P.193,NANCY SHUKRI,GABUNGAN PARTI SARAWAK (GPS)
123,parliament,SARAWAK,SANTUBONG,193,P.193,AFFENDI BIN JEMAN,BEBAS (KUNCI)
124,parliament,SARAWAK,SANTUBONG,193,P.193,MOHAMAD ZEN PELI,PAKATAN HARAPAN (PH)
125,parliament,SARAWAK,PETRA JAYA,194,P.194,FADILLAH BIN YUSOF,GABUNGAN PARTI SARAWAK (GPS)
126,parliament,SARAWAK,PETRA JAYA,194,P.194,SOPIAN JULAIHI,PAKATAN HARAPAN (PH)
127,parliament,SARAWAK,PETRA JAYA,194,P.194,OTHMAN BIN ABDILLAH,PARTI SEDAR RAKYAT SARAWAK (SEDAR)
128,parliament,SARAWAK,BANDAR KUCHING,195,P.195,TAY TZE KOK,GABUNGAN PARTI SARAWAK (GPS)
129,parliament,SARAWAK,BANDAR KUCHING,195,P.195,VOON LEE SHAN,PARTI SARAWAK BERSATU (PSB)
130,parliament,SARAWAK,BANDAR KUCHING,195,P.195,KELVIN YII LEE WUEN,PARTI TINDAKAN DEMOKRATIK (DAP)
131,parliament,SARAWAK,STAMPIN,196,P.196,CHONG CHIENG JEN,PARTI TINDAKAN DEMOKRATIK (DAP)
132,parliament,SARAWAK,STAMPIN,196,P.196,LO KHERE CHIANG,GABUNGAN PARTI SARAWAK (GPS)
133,parliament,SARAWAK,STAMPIN,196,P.196,LUE CHENG HING,PARTI SARAWAK BERSATU (PSB)
134,parliament,SARAWAK,KOTA SAMARAHAN,197,P.197,DATUK HJH RUBIAH BINTI WANG,GABUNGAN PARTI SARAWAK (GPS)
135,parliament,SARAWAK,KOTA SAMARAHAN,197,P.197,ABANG HALIL,PAKATAN HARAPAN (PH)
136,parliament,SARAWAK,PUNCAK BORNEO,198,P.198,WILLIE ANAK MONGIN,GABUNGAN PARTI SARAWAK (GPS)
137,parliament,SARAWAK,PUNCAK BORNEO,198,P.198,DIOG ANAK DIOS,PAKATAN HARAPAN (PH)
138,parliament,SARAWAK,PUNCAK BORNEO,198,P.198,IANA ANAK AKAM,PARTI SARAWAK BERSATU (PSB)
139,parliament,SARAWAK,SERIAN,199,P.199,DR ALIM IMPIRA,BEBAS (KUNCI)
140,parliament,SARAWAK,SERIAN,199,P.199,DATO' SRI RICHARD RIOT ANAK JAEM,GABUNGAN PARTI SARAWAK (GPS)
141,parliament,SARAWAK,SERIAN,199,P.199,ELSIY A/K TINGANG,PARTI SARAWAK BERSATU (PSB)
142,parliament,SARAWAK,SERIAN,199,P.199,LEARRY ANAK JABUL,PARTI TINDAKAN DEMOKRATIK (DAP)
143,parliament,SARAWAK,BATANG SADONG,200,P.200,RODIYAH BINTI SAPIEE,GABUNGAN PARTI SARAWAK (GPS)
144,parliament,SARAWAK,BATANG SADONG,200,P.200,CIKGU LAHAJI,PAKATAN HARAPAN (PH)
145,parliament,SARAWAK,BATANG LUPAR,201,P.201,MOHAMAD SHAFIZAN,GABUNGAN PARTI SARAWAK (GPS)
146,parliament,SARAWAK,BATANG LUPAR,201,P.201,WEL @ MAXWEL ROJIS,PAKATAN HARAPAN (PH)
147,parliament,SARAWAK,BATANG LUPAR,201,P.201,HAMDAN SANI,PERIKATAN NASIONAL (PN)
148,parliament,SARAWAK,SRI AMAN,202,P.202,DORIS SOPHIA ANAK BRODI,GABUNGAN PARTI SARAWAK (GPS)
149,parliament,SARAWAK,SRI AMAN,202,P.202,WILSON ANAK ENTABANG,PARTI SARAWAK BERSATU (PSB)
150,parliament,SARAWAK,SRI AMAN,202,P.202,MASIR ANAK KUJAT,BEBAS (POKOK)
151,parliament,SARAWAK,SRI AMAN,202,P.202,NAGA LIBAU @ TAY,PAKATAN HARAPAN (PH)
152,parliament,SARAWAK,LUBOK ANTU,203,P.203,JUGAH MUYANG,PERIKATAN NASIONAL (PN)
153,parliament,SARAWAK,LUBOK ANTU,203,P.203,JOHNICHAL RAYONG NGIPA,PARTI SARAWAK BERSATU (PSB)
154,parliament,SARAWAK,LUBOK ANTU,203,P.203,ROY ANGAU ANAK GINGKOI,GABUNGAN PARTI SARAWAK (GPS)
155,parliament,SARAWAK,LUBOK ANTU,203,P.203,LANGGA LIAS,PAKATAN HARAPAN (PH)
156,parliament,SARAWAK,BETONG,204,P.204,PATRICK KAMIS @ HJ KAMENG,PAKATAN HARAPAN (PH)
157,parliament,SARAWAK,BETONG,204,P.204,HASBIE BIN SATAR,BEBAS (PERAHU)
158,parliament,SARAWAK,BETONG,204,P.204,DR. RICHARD RAPU,GABUNGAN PARTI SARAWAK (GPS)
159,parliament,SARAWAK,SARATOK,205,P.205,GIENDAM JONATHAN TAIT,GABUNGAN PARTI SARAWAK (GPS)
160,parliament,SARAWAK,SARATOK,205,P.205,DATUK ALI BIJU,PERIKATAN NASIONAL (PN)
161,parliament,SARAWAK,SARATOK,205,P.205,IBIL JAYA,PAKATAN HARAPAN (PH)
162,parliament,SARAWAK,TANJONG MANIS,206,P.206,IR. YUSUF ABD WAHAB,GABUNGAN PARTI SARAWAK (GPS)
163,parliament,SARAWAK,TANJONG MANIS,206,P.206,USTAZAH ZAINAB,PAKATAN HARAPAN (PH)
164,parliament,SARAWAK,IGAN,207,P.207,AHMAD JOHNIE BIN ZAWAWI,GABUNGAN PARTI SARAWAK (GPS)
165,parliament,SARAWAK,IGAN,207,P.207,HUD ANDRI,PAKATAN HARAPAN (PH)
166,parliament,SARAWAK,SARIKEI,208,P.208,HUANG TIONG SII,GABUNGAN PARTI SARAWAK (GPS)
167,parliament,SARAWAK,SARIKEI,208,P.208,RODERICK WONG SIEW LEAD,PARTI TINDAKAN DEMOKRATIK (DAP)
168,parliament,SARAWAK,JULAU,209,P.209,SUSAN ANAK GEORGE,PARTI BANSA DAYAK SARAWAK (PBDS)
169,parliament,SARAWAK,JULAU,209,P.209,JOSEPH SALANG,GABUNGAN PARTI SARAWAK (GPS)
170,parliament,SARAWAK,JULAU,209,P.209,LARRY SOON @ LARRY SNG WEI SHIEN,PARTI BANGSA MALAYSIA (PBM)
171,parliament,SARAWAK,JULAU,209,P.209,ELLY LAWAI NGALAI,BEBAS (KAPAL TERBANG)
172,parliament,SARAWAK,KANOWIT,210,P.210,JOSEPH NYAMBONG,PAKATAN HARAPAN (PH)
173,parliament,SARAWAK,KANOWIT,210,P.210,DR. ELLI LUHAT,BEBAS (KUNCI)
174,parliament,SARAWAK,KANOWIT,210,P.210,AARON AGO ANAK DAGANG,GABUNGAN PARTI SARAWAK (GPS)
175,parliament,SARAWAK,KANOWIT,210,P.210,GEORGE CHEN,BEBAS (BUKU)
176,parliament,SARAWAK,KANOWIT,210,P.210,MICHAEL ANAK LIAS,BEBAS (KERUSI)
177,parliament,SARAWAK,LANANG,211,P.211,DATO WONG TIING KIONG,BEBAS (KUDA)
178,parliament,SARAWAK,LANANG,211,P.211,PRISCILLA LAU,PARTI SARAWAK BERSATU (PSB)
179,parliament,SARAWAK,LANANG,211,P.211,ALICE LAU KIONG YIENG,PARTI TINDAKAN DEMOKRATIK (DAP)
180,parliament,SARAWAK,LANANG,211,P.211,WONG CHING YONG,GABUNGAN PARTI SARAWAK (GPS)
181,parliament,SARAWAK,SIBU,212,P.212,OSCAR LING CHAI YEW,PARTI TINDAKAN DEMOKRATIK (DAP)
182,parliament,SARAWAK,SIBU,212,P.212,CLARENCE TING ING HORH,GABUNGAN PARTI SARAWAK (GPS)
183,parliament,SARAWAK,SIBU,212,P.212,WONG SOON KOH,PARTI SARAWAK BERSATU (PSB)
184,parliament,SARAWAK,MUKAH,213,P.213,HANIFAH HAJAR TAIB,GABUNGAN PARTI SARAWAK (GPS)
185,parliament,SARAWAK,MUKAH,213,P.213,ABDUL JALIL,PAKATAN HARAPAN (PH)
186,parliament,SARAWAK,SELANGAU,214,P.214,UMPANG ANAK SABANG,PAKATAN HARAPAN (PH)
187,parliament,SARAWAK,SELANGAU,214,P.214,EDWIN ANAK BANTA,GABUNGAN PARTI SARAWAK (GPS)
188,parliament,SARAWAK,SELANGAU,214,P.214,HENRY JOSEPH USAU,BEBAS (KAPAL TERBANG)
189,parliament,SARAWAK,KAPIT,215,P.215,ALEXANDER NANTA LINGGI,GABUNGAN PARTI SARAWAK (GPS)
190,parliament,SARAWAK,KAPIT,215,P.215,PANGKAS AK. UNGGANG,PAKATAN HARAPAN (PH)
191,parliament,SARAWAK,KAPIT,215,P.215,ROBERT SAWENG,PARTI BANSA DAYAK SARAWAK (PBDS)
192,parliament,SARAWAK,HULU RAJANG,216,P.216,ABUN SUI ANYIT,PAKATAN HARAPAN (PH)
193,parliament,SARAWAK,HULU RAJANG,216,P.216,UGAK ANAK KUMBONG,GABUNGAN PARTI SARAWAK (GPS)
194,parliament,SARAWAK,BINTULU,217,P.217,DUKE ANAK JANTENG,PERIKATAN NASIONAL (PN)
195,parliament,SARAWAK,BINTULU,217,P.217,DATO SRI TIONG KING SING,GABUNGAN PARTI SARAWAK (GPS)
196,parliament,SARAWAK,BINTULU,217,P.217,CHIEW CHAN YEW,PARTI TINDAKAN DEMOKRATIK (DAP)
197,parliament,SARAWAK,SIBUTI,218,P.218,LUKANISMAN BIN AWANG SAUNI,GABUNGAN PARTI SARAWAK (GPS)
198,parliament,SARAWAK,SIBUTI,218,P.218,ZULHAIDAH SUBOH,PAKATAN HARAPAN (PH)
199,parliament,SARAWAK,SIBUTI,218,P.218,BOBBY ANAK WILLIAM,PARTI BANSA DAYAK SARAWAK (PBDS)
200,parliament,SARAWAK,MIRI,219,P.219,JEFFERY PHANG,GABUNGAN PARTI SARAWAK (GPS)
201,parliament,SARAWAK,MIRI,219,P.219,LAWRENCE LAI,PARTI SARAWAK BERSATU (PSB)
202,parliament,SARAWAK,MIRI,219,P.219,CHIEW CHOON MAN,PAKATAN HARAPAN (PH)
203,parliament,SARAWAK,BARAM,220,P.220,ANYI NGAU,GABUNGAN PARTI SARAWAK (GPS)
204,parliament,SARAWAK,BARAM,220,P.220,ROLAND ENGAN,PAKATAN HARAPAN (PH)
205,parliament,SARAWAK,BARAM,220,P.220,WILFRED ENTIKA,BEBAS (POKOK)
206,parliament,SARAWAK,LIMBANG,221,P.221,RACHA BALANG,PAKATAN HARAPAN (PH)
207,parliament,SARAWAK,LIMBANG,221,P.221,HASBI BIN HABIBOLLAH,GABUNGAN PARTI SARAWAK (GPS)
208,parliament,SARAWAK,LAWAS,222,P.222,HJ JAPAR BIN HJ SUYUT,PAKATAN HARAPAN (PH)
209,parliament,SARAWAK,LAWAS,222,P.222,BARU BIAN,PARTI SARAWAK BERSATU (PSB)
210,parliament,SARAWAK,LAWAS,222,P.222,HENRY SUM AGONG,GABUNGAN PARTI SARAWAK (GPS)
