,parliament_type,state,seat_name,seat_id,parliament_code,name,party
0,parliament,W.P PUTRAJAYA,PUTRAJAYA,125,P.125,TENGKU ADNAN BIN TENGKU MANSOR,BARISAN NASIONAL (BN)
1,parliament,W.P PUTRAJAYA,PUTRAJAYA,125,P.125,NORAISHAH MYDIN BINTI HAJI ABDUL AZIZ,PAKATAN HARAPAN (PH)
2,parliament,W.P PUTRAJAYA,PUTRAJAYA,125,P.125,DATO' MOHD ROSLI BIN RAMLI,PARTI PEJUANG TANAHAIR (PEJUANG)
3,parliament,W.P PUTRAJAYA,PUTRAJAYA,125,P.125,SAMSUDIN PKPKL,BEBAS (PEN)
4,parliament,W.P PUTRAJAYA,PUTRAJAYA,125,P.125,DR. RADZI JIDIN (DRJ),PERIKATAN NASIONAL (PN)
5,parliament,W.P PUTRAJAYA,PUTRAJAYA,125,P.125,LIM FICE BEE,BEBAS (POKOK)
6,parliament,NEGERI SEMBILAN,JELEBU,126,P.126,AHMAD FAKHRI,PARTI PEJUANG TANAHAIR (PEJUANG)
7,parliament,NEGERI SEMBILAN,JELEBU,126,P.126,JALALUDDIN BIN ALIAS,BARISAN NASIONAL (BN)
8,parliament,NEGERI SEMBILAN,JELEBU,126,P.126,DATO' ZULKEFLY OMAR,PAKATAN HARAPAN (PH)
9,parliament,NEGERI SEMBILAN,JELEBU,126,P.126,ZAHARUDDIN BABA SAMION,PERIKATAN NASIONAL (PN)
10,parliament,NEGERI SEMBILAN,JEMPOL,127,P.127,AFFENDY SALLEH,PERIKATAN NASIONAL (PN)
11,parliament,NEGERI SEMBILAN,JEMPOL,127,P.127,TAN SRI KHALID YUNUS,PARTI PEJUANG TANAHAIR (PEJUANG)
12,parliament,NEGERI SEMBILAN,JEMPOL,127,P.127,DATO' HAJI SHAMSHULKAHAR BIN HAJI MOHD DELI,BARISAN NASIONAL (BN)
13,parliament,NEGERI SEMBILAN,JEMPOL,127,P.127,NORWANI AHMAT,PAKATAN HARAPAN (PH)
14,parliament,NEGERI SEMBILAN,SEREMBAN,128,P.128,LOKE SIEW FOOK,PAKATAN HARAPAN (PH)
15,parliament,NEGERI SEMBILAN,SEREMBAN,128,P.128,IZZAT LESLY,BEBAS (PEN)
16,parliament,NEGERI SEMBILAN,SEREMBAN,128,P.128,FELICIA WONG,BARISAN NASIONAL (BN)
17,parliament,NEGERI SEMBILAN,SEREMBAN,128,P.128,SJN (B) MOHAMAD JANI,PARTI PEJUANG TANAHAIR (PEJUANG)
18,parliament,NEGERI SEMBILAN,SEREMBAN,128,P.128,HAJI FADLI CHE ME,PERIKATAN NASIONAL (PN)
19,parliament,NEGERI SEMBILAN,KUALA PILAH,129,P.129,KAMARULZAMAN KAMDIAS,PARTI PEJUANG TANAHAIR (PEJUANG)
20,parliament,NEGERI SEMBILAN,KUALA PILAH,129,P.129,EDDIN SYAZLEE,PERIKATAN NASIONAL (PN)
21,parliament,NEGERI SEMBILAN,KUALA PILAH,129,P.129,AZMAN BIN IDRIS,PARTI WARISAN SABAH (WARISAN)
22,parliament,NEGERI SEMBILAN,KUALA PILAH,129,P.129,NOR AZMAN MOHAMAD,PAKATAN HARAPAN (PH)
23,parliament,NEGERI SEMBILAN,KUALA PILAH,129,P.129,DATO' HJ ADNAN HJ ABU HASSAN,BARISAN NASIONAL (BN)
24,parliament,NEGERI SEMBILAN,RASAH,130,P.130,NG KIAN NAM,BARISAN NASIONAL (BN)
25,parliament,NEGERI SEMBILAN,RASAH,130,P.130,DAVID CHOONG,PERIKATAN NASIONAL (PN)
26,parliament,NEGERI SEMBILAN,RASAH,130,P.130,CHA KEE CHIN,PAKATAN HARAPAN (PH)
27,parliament,NEGERI SEMBILAN,REMBAU,131,P.131,HJ. NAZREE YUNUS,PERIKATAN NASIONAL (PN)
28,parliament,NEGERI SEMBILAN,REMBAU,131,P.131,TOK MAT,BARISAN NASIONAL (BN)
29,parliament,NEGERI SEMBILAN,REMBAU,131,P.131,JUFITRI JOHA,PAKATAN HARAPAN (PH)
30,parliament,NEGERI SEMBILAN,REMBAU,131,P.131,CIKGU TINA,PARTI SOSIALIS MALAYSIA (PSM)
31,parliament,NEGERI SEMBILAN,REMBAU,131,P.131,RAMLY BIN AWALLUDIN,PARTI PEJUANG TANAHAIR (PEJUANG)
32,parliament,NEGERI SEMBILAN,PORT DICKSON,132,P.132,CIKGU HAJI RAFIEI MUSTAPHA,PERIKATAN NASIONAL (PN)
33,parliament,NEGERI SEMBILAN,PORT DICKSON,132,P.132,DATUK P.KAMALANATHAN,BARISAN NASIONAL (BN)
34,parliament,NEGERI SEMBILAN,PORT DICKSON,132,P.132,RANI KULUP,BEBAS (PEN)
35,parliament,NEGERI SEMBILAN,PORT DICKSON,132,P.132,DR. AHMAD IDHAM BIN AHMAD NADZRI,PARTI PEJUANG TANAHAIR (PEJUANG)
36,parliament,NEGERI SEMBILAN,PORT DICKSON,132,P.132,DATO' SERI AMINUDDIN BIN HARUN,PAKATAN HARAPAN (PH)
37,parliament,NEGERI SEMBILAN,TAMPIN,133,P.133,MOHD ISAM BIN MOHD ISA,BARISAN NASIONAL (BN)
38,parliament,NEGERI SEMBILAN,TAMPIN,133,P.133,USTAZ ZAMANI IBRAHIM,PARTI PEJUANG TANAHAIR (PEJUANG)
39,parliament,NEGERI SEMBILAN,TAMPIN,133,P.133,MEJAR (B) ABDUL HALIM,PERIKATAN NASIONAL (PN)
40,parliament,NEGERI SEMBILAN,TAMPIN,133,P.133,FAIZ FADZIL,PAKATAN HARAPAN (PH)
41,parliament,MELAKA,MASJID TANAH,134,P.134,ABDUL HAKIM BIN ABDUL WAHID,BARISAN NASIONAL (BN)
42,parliament,MELAKA,MASJID TANAH,134,P.134,MAS ERMIEYATI,PERIKATAN NASIONAL (PN)
43,parliament,MELAKA,MASJID TANAH,134,P.134,MUTALIB UTHMAN,PARTI IKATAN DEMOKRATIK MALAYSIA (MUDA)
44,parliament,MELAKA,MASJID TANAH,134,P.134,HANDRAWIRAWAN BIN ABU BAKAR,PARTI PEJUANG TANAHAIR (PEJUANG)
45,parliament,MELAKA,ALOR GAJAH,135,P.135,SHAHRIL HAMDAN,BARISAN NASIONAL (BN)
46,parliament,MELAKA,ALOR GAJAH,135,P.135,ADLY ZAHARI,PAKATAN HARAPAN (PH)
47,parliament,MELAKA,ALOR GAJAH,135,P.135,PAK WAN (DATUK SERI MOHD REDZUAN BIN MD YUSOF),PERIKATAN NASIONAL (PN)
48,parliament,MELAKA,ALOR GAJAH,135,P.135,MUHAMMAD NAZRIQ ABDUL RAHMAN,PARTI PEJUANG TANAHAIR (PEJUANG)
49,parliament,MELAKA,TANGGA BATU,136,P.136,GHAZALI BIN ABU,PARTI PEJUANG TANAHAIR (PEJUANG)
50,parliament,MELAKA,TANGGA BATU,136,P.136,SHAHRIL MAHMOOD,BEBAS (PEN)
51,parliament,MELAKA,TANGGA BATU,136,P.136,BAKRI JAMALUDDIN,PERIKATAN NASIONAL (PN)
52,parliament,MELAKA,TANGGA BATU,136,P.136,PROF. MADYA RUSNAH ALUAI,PAKATAN HARAPAN (PH)
53,parliament,MELAKA,TANGGA BATU,136,P.136,DATUK LIM BAN HONG,BARISAN NASIONAL (BN)
54,parliament,MELAKA,HANG TUAH JAYA,137,P.137,ADAM ADLI,PAKATAN HARAPAN (PH)
55,parliament,MELAKA,HANG TUAH JAYA,137,P.137,SHEIKH IKHZAN,PARTI PEJUANG TANAHAIR (PEJUANG)
56,parliament,MELAKA,HANG TUAH JAYA,137,P.137,MOHD RIDHWAN BIN MOHD ALI,BARISAN NASIONAL (BN)
57,parliament,MELAKA,HANG TUAH JAYA,137,P.137,MOHD AZRUDIN BIN MD IDRIS,PERIKATAN NASIONAL (PN)
58,parliament,MELAKA,KOTA MELAKA,138,P.138,KHOO POAY TIONG,PAKATAN HARAPAN (PH)
59,parliament,MELAKA,KOTA MELAKA,138,P.138,KON QI YAO,BARISAN NASIONAL (BN)
60,parliament,MELAKA,KOTA MELAKA,138,P.138,DATO' DR. NORAZLAN,BEBAS (PEN)
61,parliament,MELAKA,KOTA MELAKA,138,P.138,SUHAIME BORHAN,PERIKATAN NASIONAL (PN)
62,parliament,MELAKA,JASIN,139,P.139,DATUK HARUN,PAKATAN HARAPAN (PH)
63,parliament,MELAKA,JASIN,139,P.139,ROSLAN BIN AHMAD,BARISAN NASIONAL (BN)
64,parliament,MELAKA,JASIN,139,P.139,MOHD DAUD NASIR,PARTI PEJUANG TANAHAIR (PEJUANG)
65,parliament,MELAKA,JASIN,139,P.139,TUAN GURU ZULKIFLI ISMAIL,PERIKATAN NASIONAL (PN)
66,parliament,JOHOR,SEGAMAT,140,P.140,SYED HAIROUL,PARTI PEJUANG TANAHAIR (PEJUANG)
67,parliament,JOHOR,SEGAMAT,140,P.140,TAN SRI M RAMASAMY,BARISAN NASIONAL (BN)
68,parliament,JOHOR,SEGAMAT,140,P.140,R. YUNESWARAN,PAKATAN HARAPAN (PH)
69,parliament,JOHOR,SEGAMAT,140,P.140,POOBALAN PONNUSAMY,PERIKATAN NASIONAL (PN)
70,parliament,JOHOR,SEKIJANG,141,P.141,MD SALLEHEEN BIN MOHAMAD,BARISAN NASIONAL (BN)
71,parliament,JOHOR,SEKIJANG,141,P.141,UZZAIR BIN ISMAIL,PERIKATAN NASIONAL (PN)
72,parliament,JOHOR,SEKIJANG,141,P.141,DR. MOHD ZOHAR,PARTI WARISAN SABAH (WARISAN)
73,parliament,JOHOR,SEKIJANG,141,P.141,DR. ZALIHA MUSTAFA,PAKATAN HARAPAN (PH)
74,parliament,JOHOR,SEKIJANG,141,P.141,SAIFUL FAIZAL,PARTI PEJUANG TANAHAIR (PEJUANG)
75,parliament,JOHOR,LABIS,142,P.142,ALVIN CHANG,PERIKATAN NASIONAL (PN)
76,parliament,JOHOR,LABIS,142,P.142,PANG HOK LIONG,PAKATAN HARAPAN (PH)
77,parliament,JOHOR,LABIS,142,P.142,CHUA TEE YONG,BARISAN NASIONAL (BN)
78,parliament,JOHOR,PAGOH,143,P.143,DATUK SERI RAZALI IBRAHIM,BARISAN NASIONAL (BN)
79,parliament,JOHOR,PAGOH,143,P.143,TAN SRI MUHYIDDIN BIN MD YASIN,PERIKATAN NASIONAL (PN)
80,parliament,JOHOR,PAGOH,143,P.143,ISKANDAR SHAH,PAKATAN HARAPAN (PH)
81,parliament,JOHOR,LEDANG,144,P.144,SYED IBRAHIM SYED NOH,PAKATAN HARAPAN (PH)
82,parliament,JOHOR,LEDANG,144,P.144,ZAINAL BAHROM,BEBAS (POKOK)
83,parliament,JOHOR,LEDANG,144,P.144,CIKGU YUNUS,BEBAS (PEN)
84,parliament,JOHOR,LEDANG,144,P.144,RAFIDAH RIDWAN,PARTI PEJUANG TANAHAIR (PEJUANG)
85,parliament,JOHOR,LEDANG,144,P.144,HAMIM SAMURI,BARISAN NASIONAL (BN)
86,parliament,JOHOR,LEDANG,144,P.144,ZAIDI HJ MAJID,PERIKATAN NASIONAL (PN)
87,parliament,JOHOR,BAKRI,145,P.145,R. S. CHELVA,PERIKATAN NASIONAL (PN)
88,parliament,JOHOR,BAKRI,145,P.145,CHRIS LEE CHING YONG,BARISAN NASIONAL (BN)
89,parliament,JOHOR,BAKRI,145,P.145,TAN HONG PIN,PAKATAN HARAPAN (PH)
90,parliament,JOHOR,BAKRI,145,P.145,HARON JAFFAR,BEBAS (KUNCI)
91,parliament,JOHOR,MUAR,146,P.146,MOHD HELMY ABD.LATIF,BARISAN NASIONAL (BN)
92,parliament,JOHOR,MUAR,146,P.146,USTAZ ABDULLAH HUSIN,PERIKATAN NASIONAL (PN)
93,parliament,JOHOR,MUAR,146,P.146,SYED SADDIQ,PARTI IKATAN DEMOKRATIK MALAYSIA (MUDA)
94,parliament,JOHOR,PARIT SULONG,147,P.147,NORAINI AHMAD,BARISAN NASIONAL (BN)
95,parliament,JOHOR,PARIT SULONG,147,P.147,DR KARIM,PERIKATAN NASIONAL (PN)
96,parliament,JOHOR,PARIT SULONG,147,P.147,MOHD FAIZAL DOLAH,PAKATAN HARAPAN (PH)
97,parliament,JOHOR,AYER HITAM,148,P.148,WEE KA SIONG,BARISAN NASIONAL (BN)
98,parliament,JOHOR,AYER HITAM,148,P.148,SHEIKH OMAR,PAKATAN HARAPAN (PH)
99,parliament,JOHOR,AYER HITAM,148,P.148,SYAFIQ AZIZ,PERIKATAN NASIONAL (PN)
100,parliament,JOHOR,SRI GADING,149,P.149,CIKGU HUDA,PAKATAN HARAPAN (PH)
101,parliament,JOHOR,SRI GADING,149,P.149,ZANARIYAH,PERIKATAN NASIONAL (PN)
102,parliament,JOHOR,SRI GADING,149,P.149,DATUK LASSIM BURHAN,BARISAN NASIONAL (BN)
103,parliament,JOHOR,SRI GADING,149,P.149,MAHDZIR BIN IBRAHIM,PARTI PEJUANG TANAHAIR (PEJUANG)
104,parliament,JOHOR,BATU PAHAT,150,P.150,ONN BIN ABU BAKAR,PAKATAN HARAPAN (PH)
105,parliament,JOHOR,BATU PAHAT,150,P.150,ZAHARI BIN OSMAN,PARTI RAKYAT MALAYSIA (PRM)
106,parliament,JOHOR,BATU PAHAT,150,P.150,ISHAK SIRAJ,BARISAN NASIONAL (BN)
107,parliament,JOHOR,BATU PAHAT,150,P.150,NIZAM BASHIR,PARTI PEJUANG TANAHAIR (PEJUANG)
108,parliament,JOHOR,BATU PAHAT,150,P.150,DATO' RASHID HASNON,PERIKATAN NASIONAL (PN)
109,parliament,JOHOR,SIMPANG RENGGAM,151,P.151,DR MASZLEE MALIK,PAKATAN HARAPAN (PH)
110,parliament,JOHOR,SIMPANG RENGGAM,151,P.151,KAMAL,PARTI PEJUANG TANAHAIR (PEJUANG)
111,parliament,JOHOR,SIMPANG RENGGAM,151,P.151,FAZRUL KAMAT,PERIKATAN NASIONAL (PN)
112,parliament,JOHOR,SIMPANG RENGGAM,151,P.151,HASNI BIN MOHAMMAD,BARISAN NASIONAL (BN)
113,parliament,JOHOR,KLUANG,152,P.152,GAN PING SIEU,BARISAN NASIONAL (BN)
114,parliament,JOHOR,KLUANG,152,P.152,WONG SHU QI,PAKATAN HARAPAN (PH)
115,parliament,JOHOR,KLUANG,152,P.152,IR. U. RAMENDRAN,BEBAS (KERETA)
116,parliament,JOHOR,KLUANG,152,P.152,DZULKARNAIN BIN ALIAS,PERIKATAN NASIONAL (PN)
117,parliament,JOHOR,SEMBRONG,153,P.153,HISHAMMUDDIN HUSSEIN,BARISAN NASIONAL (BN)
118,parliament,JOHOR,SEMBRONG,153,P.153,HASNI ABAS,PAKATAN HARAPAN (PH)
119,parliament,JOHOR,SEMBRONG,153,P.153,JOE AZIZ,PERIKATAN NASIONAL (PN)
120,parliament,JOHOR,MERSING,154,P.154,ZULAIKHA ZAIDI,PAKATAN HARAPAN (PH)
121,parliament,JOHOR,MERSING,154,P.154,ISMAIL BIN DON,BEBAS (TRAKTOR)
122,parliament,JOHOR,MERSING,154,P.154,ISLAHUDDIN ABAS,PERIKATAN NASIONAL (PN)
123,parliament,JOHOR,MERSING,154,P.154,NURFATIMAH IBRAHIM,PARTI PEJUANG TANAHAIR (PEJUANG)
124,parliament,JOHOR,MERSING,154,P.154,ABD LATIF BANDI,BARISAN NASIONAL (BN)
125,parliament,JOHOR,TENGGARA,155,P.155,MANNDZRI BIN NASIB,BARISAN NASIONAL (BN)
126,parliament,JOHOR,TENGGARA,155,P.155,AZHAR PALAL,PARTI PEJUANG TANAHAIR (PEJUANG)
127,parliament,JOHOR,TENGGARA,155,P.155,KOLONEL NAZARI,PERIKATAN NASIONAL (PN)
128,parliament,JOHOR,TENGGARA,155,P.155,ZURAIDAH CHEDAH,PAKATAN HARAPAN (PH)
