,party_code,name,votes,majority,year,state,constituency,parliament_code_digits,NameBallot,winner,total_votes,vote_share
3083,IND,YOONG THAM FOOK,250,0.0,2013,Selangor,KUALA KUBU BAHRU,094-006,,0,17711,1.4115521427361526
3084,IND,PRITPAL SINGH A/L MENDER SINGH,117,0.0,2013,Selangor,KUALA KUBU BAHRU,094-006,,0,17711,0.6606064028005194
3085,IND,NADARAJAH A/L SUPRAMANIAM,108,0.0,2013,Selangor,KUALA KUBU BAHRU,094-006,,0,17711,0.609790525662018
3086,UMNO,MAT NADZARI BIN AHMAD DAHLAN,21189,5398.0,2013,Selangor,BATANG KALI,094-007,,1,38190,55.483110761979574
3087,PKR,RAMACHANDRAN A/L KANDASAMY,15791,0.0,2013,Selangor,BATANG KALI,094-007,,0,38190,41.348520555119144
3088,IND,MUSTAPA KAMAL BIN SAPINGI,734,0.0,2013,Selangor,BATANG KALI,094-007,,0,38190,1.9219691018591254
3089,IND,MUSTAF BIN TALIB,476,0.0,2013,Selangor,BATANG KALI,094-007,,0,38190,1.2463995810421575
3090,UMNO,MOHD SHAMSUDIN BIN LIAS,11464,3013.0,2013,Selangor,SUNGAI BURONG,095-008,,1,19915,57.564649761486315
3091,PAS,MOHAMAD JUDI BIN SARJO,8451,0.0,2013,Selangor,SUNGAI BURONG,095-008,,0,19915,42.435350238513685
3092,UMNO,SULAIMAN BIN HAJI ABDUL RAZAK,9049,1026.0,2013,Selangor,PERMATANG,095-009,,1,17148,52.770002332633545
3093,PKR,MOHD YAHYA BIN MAT SAHRI,8023,0.0,2013,Selangor,PERMATANG,095-009,,0,17148,46.78679729414509
3094,IND,LOW TAN,76,0.0,2013,Selangor,PERMATANG,095-009,,0,17148,0.4432003732213669
3095,UMNO,JAKIRAN BIN JACOMAH,7296,806.0,2013,Selangor,BUKIT MELAWATI,096-010,,1,13786,52.92325547657043
3096,PKR,MANIKAVASAGAM A/L SUNDARAM,6490,0.0,2013,Selangor,BUKIT MELAWATI,096-010,,0,13786,47.07674452342957
3097,PKR,IDRIS BIN AHMAD,8522,739.0,2013,Selangor,IJOK,096-011,,1,16305,52.26617601962588
3098,MIC,PARTHIBAN A/L KARUPPIAH,7783,0.0,2013,Selangor,IJOK,096-011,,0,16305,47.73382398037412
3099,UMNO,AMIRUDDIN BIN SETRO,13632,2834.0,2013,Selangor,JERAM,096-012,,1,24430,55.800245599672536
3100,PAS,MUHMMAD RASHID BIN MUHMMAD KASSIM,10798,0.0,2013,Selangor,JERAM,096-012,,0,24430,44.199754400327464
3101,UMNO,ABDUL SHUKUR BIN IDRUS,11027,1255.0,2013,Selangor,KUANG,097-013,,1,21032,52.42963103841765
3102,PKR,TENKU MARAZIYAH BINTI TENKU SULAIMAN,9772,0.0,2013,Selangor,KUANG,097-013,,0,21032,46.46253328261697
3103,IND,ZAHARIMAN BIN ABD LATIP,233,0.0,2013,Selangor,KUANG,097-013,,0,21032,1.107835678965386
3104,PKR,GAN PEI NEI,18358,9241.0,2013,Selangor,RAWANG,097-014,,1,27475,66.81710646041856
3105,MCA,LEE LI YEW,9117,0.0,2013,Selangor,RAWANG,097-014,,0,27475,33.182893539581436
3106,PAS,ZAIDY BIN ABDUL TALIB,24667,7467.0,2013,Selangor,TAMAN TEMPLAR,097-015,,1,42362,58.22907322600444
3107,UMNO,SUBAHAN BIN KAMAL,17200,0.0,2013,Selangor,TAMAN TEMPLAR,097-015,,0,42362,40.60242670317738
3108,IND,ROSLAN BIN BASARUDDIN,495,0.0,2013,Selangor,TAMAN TEMPLAR,097-015,,0,42362,1.168500070818186
3109,PKR,AMIRUDIN BIN SHARI,14552,3261.0,2013,Selangor,BATU CAVES,098-016,,1,26025,55.91546589817483
3110,MIC,RAWISANDRAN A/L NARAYANAN,11291,0.0,2013,Selangor,BATU CAVES,098-016,,0,26025,43.3852065321806
3111,IND,SUMAN A/L GOPAL,182,0.0,2013,Selangor,BATU CAVES,098-016,,0,26025,0.6993275696445725
3112,PAS,HASBULLAH BIN MOHD RIDZWAN,20757,1681.0,2013,Selangor,GOMBAK SETIA,098-017,,1,39833,52.110059498405846
3113,UMNO,SAID ANUAR BIN SAID AHMAD,19076,0.0,2013,Selangor,GOMBAK SETIA,098-017,,0,39833,47.889940501594154
3114,PAS,SAARI BIN SUNGIB,21310,2881.0,2013,Selangor,ULU KELANG,098-018,,1,39739,53.624902488739025
3115,UMNO,ABDUL RAHIM BIN PANDAK KAMARUDIN,18429,0.0,2013,Selangor,ULU KELANG,098-018,,0,39739,46.375097511260975
3116,PKR,MOHAMED AZMIN BIN ALI,16502,4044.0,2013,Selangor,BUKIT ANTARABANGSA,099-019,,1,28960,56.982044198895025
3117,UMNO,MOHAMAD NADZIM BIN IBRAHIM,12458,0.0,2013,Selangor,BUKIT ANTARABANGSA,099-019,,0,28960,43.017955801104975
3118,PAS,KHASIM BIN ABDUL AZIZ,25185,8713.0,2013,Selangor,LEMBAH JAYA,099-020,,1,41657,60.45802626209281
3119,UMNO,BADERISHAM BIN JOLLY,16472,0.0,2013,Selangor,LEMBAH JAYA,099-020,,0,41657,39.54197373790719
3120,PAS,ISKANDAR BIN ABDUL SAMAD,23117,9608.0,2013,Selangor,CHEMPAKA,100-021,,1,36626,63.11636542346967
3121,UMNO,MUHAMMAD FAIZAL BIN SUFAR,13509,0.0,2013,Selangor,CHEMPAKA,100-021,,0,36626,36.88363457653033
3122,DAP,TIEW WAY KENG,23578,13646.0,2013,Selangor,TERATAI,100-022,,1,35518,66.38324229967904
3123,GERAKAN,LIEW POK BOON,9932,0.0,2013,Selangor,TERATAI,100-022,,0,35518,27.963286221071005
3124,IND,LEE YING HA,1832,0.0,2013,Selangor,TERATAI,100-022,,0,35518,5.157948082662312
3125,IND,CHIN KOK KEONG,115,0.0,2013,Selangor,TERATAI,100-022,,0,35518,0.3237794920885185
3126,IND,LIM AH CHAI,61,0.0,2013,Selangor,TERATAI,100-022,,0,35518,0.17174390449912721
3127,PAS,RAZALY BIN HASSAN,22161,4071.0,2013,Selangor,DUSUN TUA,101-023,,1,40251,55.05701721696355
3128,UMNO,ISMAIL BIN SANI,18090,0.0,2013,Selangor,DUSUN TUA,101-023,,0,40251,44.94298278303645
3129,UMNO,JOHAN BIN ABD AZIZ,17616,4145.0,2013,Selangor,SEMENYIH,101-024,,1,36655,48.05892784067658
3130,PKR,HAMIDI BIN A HASAN,13471,0.0,2013,Selangor,SEMENYIH,101-024,,0,36655,36.75078434047197
3131,PSM,ARUTCHELVAN A/L SUBRAMANIAMS,5568,0.0,2013,Selangor,SEMENYIH,101-024,,0,36655,15.190287818851452
3132,PKR,LEE CHIN CHEH,19571,6824.0,2013,Selangor,KAJANG,101-025,,1,33749,57.98986636641086
3133,MCA,LEE BAN SENG,12747,0.0,2013,Selangor,KAJANG,101-025,,0,33749,37.77000800023704
3134,BERJASA,MOHAMAD BIN ISMAIL,1014,0.0,2013,Selangor,KAJANG,101-025,,0,33749,3.004533467658301
3135,IND,IR MOHD IWAN JEFREY BIN ABDUL MAJID,249,0.0,2013,Selangor,KAJANG,101-025,,0,33749,0.7377996385078076
3136,IND,ONG YAN FOO,85,0.0,2013,Selangor,KAJANG,101-025,,0,33749,0.2518593143500548
3137,IND,MOHD KHALID BIN KASSIM,83,0.0,2013,Selangor,KAJANG,101-025,,0,33749,0.2459332128359359
3138,PAS,MOHD SHAFIE BIN NGAH,29200,11838.0,2013,Selangor,BANGI,102-026,,1,46562,62.7120828143121
3139,UMNO,MOHD ZAIDI BIN MD ZAIN @ ZAKARIA,17362,0.0,2013,Selangor,BANGI,102-026,,0,46562,37.2879171856879
3140,DAP,NG TIEN CHEE,25126,13542.0,2013,Selangor,BALAKONG,102-027,,1,37363,67.24834729545272
3141,MCA,LAI KWONG CHOY,11584,0.0,2013,Selangor,BALAKONG,102-027,,0,37363,31.00393437357814
3142,IND,LEE AH SENG,653,0.0,2013,Selangor,BALAKONG,102-027,,0,37363,1.7477183309691406
3143,DAP,EAN YONG HIAN WAH,27406,22078.0,2013,Selangor,SRI KEMBANGAN,102-028,,1,32734,83.72334575670557
3144,MCA,CHIN TOONG KANG,5328,0.0,2013,Selangor,SRI KEMBANGAN,102-028,,0,32734,16.276654243294434
3145,PAS,NOOR HANIM BINTI ISMAIL,39737,16251.0,2013,Selangor,SRI SERDANG,103-029,,1,63223,62.85212659949702
3146,UMNO,MOHAMAD YUSOF BIN MOHAMED YASSIN,23486,0.0,2013,Selangor,SRI SERDANG,103-029,,0,63223,37.14787340050298
3147,DAP,NG SZE HAN,22333,14604.0,2013,Selangor,KINRARA,103-030,,1,30062,74.28980107777261
3148,MCA,WONG HOCK AUN,7729,0.0,2013,Selangor,KINRARA,103-030,,0,30062,25.710198922227395
3149,DAP,YEOH TSEOW SUAN,40366,28069.0,2013,Selangor,SUBANG JAYA,104-031,,1,52663,76.6496401648216
3150,MCA,GAN MENG FOO,12297,0.0,2013,Selangor,SUBANG JAYA,104-031,,0,52663,23.3503598351784
3151,PKR,NIK NAZMI BIN NIK AHMAD,18692,4663.0,2013,Selangor,SERI SETIA,104-032,,1,32721,57.12539347819443
3152,UMNO,ABDUL HALIM BIN SAMAD,14029,0.0,2013,Selangor,SERI SETIA,104-032,,0,32721,42.87460652180557
3153,PKR,HANIZA BINTI MOHAMED TALHA,20478,3731.0,2013,Selangor,TAMAN MEDAN,105-033,,1,37514,54.58762062163459
3154,UMNO,AB WAHAB BIN IBRAHIM,16747,0.0,2013,Selangor,TAMAN MEDAN,105-033,,0,37514,44.64200031988058
3155,IND,KAMARUL JAMAN BIN SEENI MOHIDEEN,213,0.0,2013,Selangor,TAMAN MEDAN,105-033,,0,37514,0.5677880258036999
3156,KITA,JOHAN BIN ASIK,55,0.0,2013,Selangor,TAMAN MEDAN,105-033,,0,37514,0.14661193154555632
3157,IND,MUHAMMAD ZARQASYI BIN ZULKARNAIN,21,0.0,2013,Selangor,TAMAN MEDAN,105-033,,0,37514,0.055979101135576054
3158,DAP,RAJIV A/L RISHYAKARAN,21168,15842.0,2013,Selangor,BUKIT GASING,105-034,,1,26949,78.54836914171213
3159,GERAKAN,JUAN SEI CHANG,5326,0.0,2013,Selangor,BUKIT GASING,105-034,,0,26949,19.763256521577794
3160,0,LEE CHUNG HSIN,287,0.0,2013,Selangor,BUKIT GASING,105-034,,0,26949,1.0649745816171285
3161,IND,MAK KHUIN WENG,168,0.0,2013,Selangor,BUKIT GASING,105-034,,0,26949,0.6233997550929533
3162,DAP,LAU WENG SAN,19762,13685.0,2013,Selangor,KAMPUNG TUNKU,106-035,,1,25839,76.48128797554085
3163,MCA,CHONG SENG FOO,6077,0.0,2013,Selangor,KAMPUNG TUNKU,106-035,,0,25839,23.518712024459152
3164,DAP,YEO BEE YIN,37303,30689.0,2013,Selangor,DAMANSARA UTAMA,106-036,,1,44297,84.21112039190012
3165,MCA,LIM CHOON KIN,6614,0.0,2013,Selangor,DAMANSARA UTAMA,106-036,,0,44297,14.931033704314062
3166,IND,LIEW WEI BENG,380,0.0,2013,Selangor,DAMANSARA UTAMA,106-036,,0,44297,0.8578459037858094
3167,PKR,WONG KEAT PING,25808,17200.0,2013,Selangor,BUKIT LANJAN,107-037,,1,34416,74.98837749883775
3168,GERAKAN,CHONG TUCK CHIEW,8608,0.0,2013,Selangor,BUKIT LANJAN,107-037,,0,34416,25.01162250116225
3169,PAS,MOHD KHAIRUDDIN BIN OTHMAN,21808,5522.0,2013,Selangor,PAYA JARAS,107-038,,1,38094,57.24786055546805
3170,UMNO,MUHAMMAD BUSHRO BIN MAT JOHOR,16286,0.0,2013,Selangor,PAYA JARAS,107-038,,0,38094,42.75213944453195
3171,UMNO,HALIMATON SAADIAH BINTI BOHAN,16387,1527.0,2013,Selangor,KOTA DAMANSARA,107-039,,1,38771,42.26612674421604
3172,PKR,MOHD NASIR BIN HASHIM,14860,0.0,2013,Selangor,KOTA DAMANSARA,107-039,,0,38771,38.32761600165072
3173,PAS,RIDZUAN BIN ISMAIL,7312,0.0,2013,Selangor,KOTA DAMANSARA,107-039,,0,38771,18.859456810502696
3174,IND,HALMI BIN OMAR,116,0.0,2013,Selangor,KOTA DAMANSARA,107-039,,0,38771,0.29919269557143224
3175,IND,EDROS BIN ABDULLAH,57,0.0,2013,Selangor,KOTA DAMANSARA,107-039,,0,38771,0.14701710041010033
3176,IND,SUPPIAH A/L ANANDAN,39,0.0,2013,Selangor,KOTA DAMANSARA,107-039,,0,38771,0.10059064764901601
3177,PKR,YAAKOB BIN SAPARI,26261,4503.0,2013,Selangor,KOTA ANGGERIK,108-040,,1,48155,54.534316270376905
3178,UMNO,MOHD YUSOF BIN DIN,21758,0.0,2013,Selangor,KOTA ANGGERIK,108-040,,0,48155,45.18326238189181
3179,IND,ERIQ FAISAL BIN RUSLI,136,0.0,2013,Selangor,KOTA ANGGERIK,108-040,,0,48155,0.2824213477312844
3180,PKR,RODZIAH BINTI ISMAIL,21284,3805.0,2013,Selangor,BATU TIGA,108-041,,1,38887,54.73294417157405
3181,UMNO,AHMAD NAWAWI BIN MZIN,17479,0.0,2013,Selangor,BATU TIGA,108-041,,0,38887,44.94818319746959
3182,IND,MOHD UZI BIN CHE HUSSIN,124,0.0,2013,Selangor,BATU TIGA,108-041,,0,38887,0.31887263095636076
3183,PAS,ABD RANI BIN OSMAN,22086,9079.0,2013,Selangor,MERU,109-042,,1,35093,62.93562818795771
3184,UMNO,SUKAIMAN BIN AHMAD,13007,0.0,2013,Selangor,MERU,109-042,,0,35093,37.06437181204229
3185,PKR,DAROYAH BINTI ALWI,21520,7846.0,2013,Selangor,SEMENTA,109-043,,1,35376,60.8322026232474
3186,UMNO,MD GHAZALI BIN MD AMIN,13674,0.0,2013,Selangor,SEMENTA,109-043,,0,35376,38.653324287652644
3187,IND,THURAISINGAM A/L SUBBRAYAN,182,0.0,2013,Selangor,SEMENTA,109-043,,0,35376,0.5144730890999548
3188,DAP,TENG CHANG KHIM,17364,11309.0,2013,Selangor,SUNGAI PINANG,109-044,,1,23419,74.14492506084802
3189,MCA,LEE SIEW CHEE,6055,0.0,2013,Selangor,SUNGAI PINANG,109-044,,0,23419,25.855074939151972
3190,PAS,HALIMAH ALI,17085,2754.0,2013,Selangor,SELAT KLANG,109-045,,1,31416,54.383116883116884
3191,UMNO,FAISAL BIN YAHYA,14331,0.0,2013,Selangor,SELAT KLANG,109-045,,0,31416,45.616883116883116
3192,PKR,ABD KHALID BIN IBRAHIM,18591,2994.0,2013,Selangor,PELABUHAN KLANG,110-046,,1,34188,54.37872937872938
3193,UMNO,NASARRUDDIN BIN M ZIN,15597,0.0,2013,Selangor,PELABUHAN KLANG,110-046,,0,34188,45.62127062127062
3194,DAP,TAN POK SHYONG,16311,9176.0,2013,Selangor,PANDAMARAN,110-047,,1,23724,68.75316135558927
3195,MCA,CHING EU BOON,7135,0.0,2013,Selangor,PANDAMARAN,110-047,,0,23724,30.0750295059855
3196,IND,HAMZAH BIN LAMIN,216,0.0,2013,Selangor,PANDAMARAN,110-047,,0,23724,0.9104704097116844
3197,IND,DELIGANNU A/L ALLAGAN,62,0.0,2013,Selangor,PANDAMARAN,110-047,,0,23724,0.261338728713539
3198,DAP,GANABATIRAU A/L VERAMAN,18971,13369.0,2013,Selangor,KOTA ALAM SHAH,110-048,,1,24841,76.3697113642768
3199,PPP,MAGLIN DENNIS D'CRUZ,5602,0.0,2013,Selangor,KOTA ALAM SHAH,110-048,,0,24841,22.55142707620466
3200,IND,LOO HOK CHAI,186,0.0,2013,Selangor,KOTA ALAM SHAH,110-048,,0,24841,0.7487621271285375
3201,IND,PANNERSELVAM A/L G LETCHUMANAN,82,0.0,2013,Selangor,KOTA ALAM SHAH,110-048,,0,24841,0.3300994323900004
3202,PKR,XAVIER JAYAKUMAR A/L ARULANANDAM,31491,15633.0,2013,Selangor,SERI ANDALAS,111-049,,1,48875,64.43171355498721
3203,MIC,MOHAN A/L THANGARASU,15858,0.0,2013,Selangor,SERI ANDALAS,111-049,,0,48875,32.4460358056266
3204,IND,HANAFIAH BIN HUSIN,871,0.0,2013,Selangor,SERI ANDALAS,111-049,,0,48875,1.7820971867007673
3205,IND,UTHAYAKUMAR A/L PONNUSAMY,614,0.0,2013,Selangor,SERI ANDALAS,111-049,,0,48875,1.2562659846547315
3206,IND,KOTTAPPAN A/L SUPPAIAH,41,0.0,2013,Selangor,SERI ANDALAS,111-049,,0,48875,0.08388746803069054
3207,PKR,MAT SHUHAIMI BIN SHAFIEI,27488,12510.0,2013,Selangor,SRI MUDA,111-050,,1,42708,64.36264868408729
3208,UMNO,MOHD ABDUL RAOF BIN MOKHTAR,14978,0.0,2013,Selangor,SRI MUDA,111-050,,0,42708,35.07071274702632
3209,IND,DATO' RAMASWREE A/P DURAISAMY,242,0.0,2013,Selangor,SRI MUDA,111-050,,0,42708,0.5666385688863913
3210,PAS,AHMAD YUNUS BIN HAIRI,14838,2942.0,2013,Selangor,SIJANGKANG,112-051,,1,26734,55.502356549711976
3211,UMNO,ZURIHAN BIN YUSOP,11896,0.0,2013,Selangor,SIJANGKANG,112-051,,0,26734,44.497643450288024
3212,DAP,LOH CHEE HENG,13155,5391.0,2013,Selangor,TELUK DATUK,112-052,,1,21283,61.80989522153832
3213,MCA,TAN CHENG CHAI,7764,0.0,2013,Selangor,TELUK DATUK,112-052,,0,21283,36.47981957430813
3214,IND,HAMZAH BIN ABU BAKAR,364,0.0,2013,Selangor,TELUK DATUK,112-052,,0,21283,1.7102852041535497
3215,PAS,HASNUL BIN BAHARUDDIN,15016,766.0,2013,Selangor,MORIB,112-053,,1,29266,51.30868584705802
3216,UMNO,HASIMAN BIN SIDOM,14250,0.0,2013,Selangor,MORIB,112-053,,0,29266,48.69131415294198
3217,PAS,MOHD HASLIN BIN HASSAN,10129,682.0,2013,Selangor,TANJONG SEPAT,113-054,,1,19693,51.434519880160465
3218,UMNO,NISMAN BIN YUSOF,9447,0.0,2013,Selangor,TANJONG SEPAT,113-054,,0,19693,47.97136038186157
3219,IND,MUVENTEN A/L MUNUSAMY,117,0.0,2013,Selangor,TANJONG SEPAT,113-054,,0,19693,0.5941197379779617
3220,UMNO,SHAHRUM BIN MOHD SHARIF,17801,2317.0,2013,Selangor,DENGKIL,113-055,,1,33488,53.15635451505017
3221,PKR,BORHAN BIN AMAN SHAH,15484,0.0,2013,Selangor,DENGKIL,113-055,,0,33488,46.23745819397993
3222,KITA,AZMI BIN OTHMAN,203,0.0,2013,Selangor,DENGKIL,113-055,,0,33488,0.6061872909698997
3223,DAP,LAI NYUK LAN,10997,1972.0,2013,Selangor,SUNGAI PELEK,113-056,,1,20612,53.35241606830972
3224,MCA,NG CHOK SIN,9025,0.0,2013,Selangor,SUNGAI PELEK,113-056,,0,20612,43.785173685231904
3225,KITA,ZAKARIA BIN MOHD MUKHTAR,430,0.0,2013,Selangor,SUNGAI PELEK,113-056,,0,20612,2.0861633999611877
3226,IND,AB MANAP BIN SAHARDIN,160,0.0,2013,Selangor,SUNGAI PELEK,113-056,,0,20612,0.7762468464971861
3227,DAP,LOKE SIEW FOOK,5128,1098.0,2013,Negeri Sembilan,CHENNAH,126-001,,1,9158,55.9947586809347
3228,MCA,SIOW FOO WEN,4030,0.0,2013,Negeri Sembilan,CHENNAH,126-001,,0,9158,44.0052413190653
3229,UMNO,JALALUDDIN BIN ALIAS,5090,2163.0,2013,Negeri Sembilan,PERTANG,126-002,,1,8017,63.49008357240863
3230,PKR,MUHAMAD SYAMWILL BIN MERTADZA,2927,0.0,2013,Negeri Sembilan,PERTANG,126-002,,0,8017,36.50991642759137
3231,UMNO,MOHD RAZI BIN MOHD ALI,9029,5990.0,2013,Negeri Sembilan,SUNGAI LUI,126-003,,1,12068,74.81769970169042
3232,PAS,NOR ANIF BIN SELAMAT,3039,0.0,2013,Negeri Sembilan,SUNGAI LUI,126-003,,0,12068,25.182300298309578
3233,UMNO,YUNUS BIN RAHMAT,4104,282.0,2013,Negeri Sembilan,KLAWANG,126-004,,1,7926,51.77895533686601
3234,PAS,ROSLI BIN YAAKOP,3822,0.0,2013,Negeri Sembilan,KLAWANG,126-004,,0,7926,48.22104466313399
3235,UMNO,SHAMSHULKAHAR MOHD DELI,10807,5442.0,2013,Negeri Sembilan,SERTING,127-005,,1,16172,66.82537719515211
3236,PAS,ABD RAHMAN BIN RAMLI,5365,0.0,2013,Negeri Sembilan,SERTING,127-005,,0,16172,33.174622804847886
3237,UMNO,LILAH BIN YASIN,11090,8456.0,2013,Negeri Sembilan,PALONG,127-006,,1,13724,80.80734479743515
3238,PKR,REBIN BIN BIRHAM,2634,0.0,2013,Negeri Sembilan,PALONG,127-006,,0,13724,19.19265520256485
3239,MIC,MANICKAM A/L LETCHUMAN,5690,2691.0,2013,Negeri Sembilan,JERAM PADANG,127-007,,1,8935,63.68214885282597
3240,PKR,KUMAR A/L THURAISINGHAM,2999,0.0,2013,Negeri Sembilan,JERAM PADANG,127-007,,0,8935,33.564633463905984
3241,IND,ZAILANI BIN ZAKARIA,201,0.0,2013,Negeri Sembilan,JERAM PADANG,127-007,,0,8935,2.2495803021824288
3242,IND,MAZAVAN A/L A RAMAN NAIR,45,0.0,2013,Negeri Sembilan,JERAM PADANG,127-007,,0,8935,0.5036373810856184
3243,DAP,CHEW SEH YONG,9998,5136.0,2013,Negeri Sembilan,BAHAU,127-008,,1,14860,67.28129205921938
3244,MCA,YEE MEE FAA,4862,0.0,2013,Negeri Sembilan,BAHAU,127-008,,0,14860,32.71870794078062
3245,UMNO,ISHAK BIN ISMAIL,7170,2058.0,2013,Negeri Sembilan,LENGGENG,128-009,,1,13094,54.75790438368718
3246,PAS,ZULKEFLY MOHAMAD BIN OMAR,5112,0.0,2013,Negeri Sembilan,LENGGENG,128-009,,0,13094,39.04078203757446
3247,IND,ZULKIFLI BIN ABDULLAH,812,0.0,2013,Negeri Sembilan,LENGGENG,128-009,,0,13094,6.201313578738353
3248,DAP,ARUL KUMAR A/L JAMBUNATHAN,10378,4047.0,2013,Negeri Sembilan,NILAI,128-010,,1,17246,60.176272758900616
3249,MCA,GAN CHEE BIOW,6331,0.0,2013,Negeri Sembilan,NILAI,128-010,,0,17246,36.70996173025629
3250,IND,AHMAD KAMARULZAMAN BIN ABU,490,0.0,2013,Negeri Sembilan,NILAI,128-010,,0,17246,2.8412385480691174
3251,IND,S KARUPIAH @ RAJASHEGHER A/L K SITHAMBAM,47,0.0,2013,Negeri Sembilan,NILAI,128-010,,0,17246,0.2725269627739766
3252,DAP,SIOW KIM LEONG,11880,8270.0,2013,Negeri Sembilan,LOBAK,128-011,,1,15490,76.69464170432538
3253,MCA,HOW KOK YEW @ HO KOK YEW,3610,0.0,2013,Negeri Sembilan,LOBAK,128-011,,0,15490,23.30535829567463
3254,DAP,NG CHIN TSAI,5478,1677.0,2013,Negeri Sembilan,TEMIANG,128-012,,1,9279,59.03653410927902
3255,MCA,LEE KEE CHONG,3801,0.0,2013,Negeri Sembilan,TEMIANG,128-012,,0,9279,40.96346589072098
3256,PKR,AMINUDDIN BIN HARUN,8584,510.0,2013,Negeri Sembilan,SIKAMAT,128-013,,1,16658,51.530796013927244
3257,BN,WAN SALWATI BINTI ABDULLAH,8074,0.0,2013,Negeri Sembilan,SIKAMAT,128-013,,0,16658,48.469203986072756
3258,UMNO,ABU UBAIDAH BIN HAJI REDZA,7190,89.0,2013,Negeri Sembilan,AMPANGAN,128-014,,1,14291,50.311384787628576
3259,PKR,KAMARUL BAHARIN ABBAS,7101,0.0,2013,Negeri Sembilan,AMPANGAN,128-014,,0,14291,49.688615212371424
3260,UMNO,MOHAMMAD RAZI BIN KAIL,4789,1688.0,2013,Negeri Sembilan,JUASSEH,129-015,,1,7890,60.69708491761724
3261,PKR,ROSLI BIN OMAR,3101,0.0,2013,Negeri Sembilan,JUASSEH,129-015,,0,7890,39.30291508238276
3262,UMNO,ABD SAMAD BIN IBRAHIM,4538,2396.0,2013,Negeri Sembilan,SERI MENANTI,129-016,,1,6783,66.90255049388176
3263,PKR,TENGKU ZAMRAH BINTI TENGKU SULAIMAN,2142,0.0,2013,Negeri Sembilan,SERI MENANTI,129-016,,0,6783,31.57894736842105
3264,IND,MD ALI BIN MUSTAFA,103,0.0,2013,Negeri Sembilan,SERI MENANTI,129-016,,0,6783,1.5185021376971841
3265,UMNO,ISMAIL BIN LASIM,4450,2151.0,2013,Negeri Sembilan,SENALING,129-017,,1,6749,65.93569417691509
3266,PAS,ZAHARUDIN BIN OTHMAN,2299,0.0,2013,Negeri Sembilan,SENALING,129-017,,0,6749,34.0643058230849
3267,UMNO,NORHAYATI BINTI OMAR,5039,113.0,2013,Negeri Sembilan,PILAH,129-018,,1,9965,50.566984445559456
3268,PKR,MOHAMAD NAZARUDDIN BIN SABTU,4926,0.0,2013,Negeri Sembilan,PILAH,129-018,,0,9965,49.433015554440544
3269,UMNO,ABU SAMAH BIN MAHAT,4662,1344.0,2013,Negeri Sembilan,JOHOL,129-019,,1,7980,58.421052631578945
3270,PAS,NOR AZMAN BIN MOHAMAD,3318,0.0,2013,Negeri Sembilan,JOHOL,129-019,,0,7980,41.578947368421055
3271,UMNO,HASIM BIN RUSDI,7082,1511.0,2013,Negeri Sembilan,LABU,130-020,,1,12653,55.97091598830317
3272,PAS,MOHD KHAIRIL ANUAR BIN MOHD WAFA,5571,0.0,2013,Negeri Sembilan,LABU,130-020,,0,12653,44.02908401169683
3273,DAP,CHA KEE CHIN,13981,9457.0,2013,Negeri Sembilan,BUKIT KEPAYANG,130-021,,1,18635,75.02548966997585
3274,GERAKAN,WONG OI FOON,4524,0.0,2013,Negeri Sembilan,BUKIT KEPAYANG,130-021,,0,18635,24.27689830963241
3275,IND,VIJAIYAN A/L SIVANATHAN,130,0.0,2013,Negeri Sembilan,BUKIT KEPAYANG,130-021,,0,18635,0.697612020391736
3276,DAP,MARRY JOSEPHINE PRITTAM SINGH,7166,1964.0,2013,Negeri Sembilan,RAHANG,130-022,,1,12368,57.939844760672706
3277,MCA,WONG PIK MIN,5202,0.0,2013,Negeri Sembilan,RAHANG,130-022,,0,12368,42.060155239327294
3278,DAP,YAP YEW WENG,13518,9377.0,2013,Negeri Sembilan,MAMBAU,130-023,,1,17659,76.55020103063593
3279,MCA,YU CHOK TOW,4141,0.0,2013,Negeri Sembilan,MAMBAU,130-023,,0,17659,23.449798969364064
3280,DAP,GUNASEKAREN A/L PALASAMY,9010,4805.0,2013,Negeri Sembilan,SENAWANG,130-024,,1,13335,67.56655418072741
3281,GERAKAN,CHOONG VEE HING,4205,0.0,2013,Negeri Sembilan,SENAWANG,130-024,,0,13335,31.533558305211848
3282,IND,KARTHIGESAN A/L SHANMUGAM,120,0.0,2013,Negeri Sembilan,SENAWANG,130-024,,0,13335,0.8998875140607424
3283,UMNO,MOHD GHAZALI BIN ABD WAHID,14896,2184.0,2013,Negeri Sembilan,PAROI,131-025,,1,27608,53.9553752535497
3284,PAS,MOHAMAD TAUFEK BIN ABD GHANI,12712,0.0,2013,Negeri Sembilan,PAROI,131-025,,0,27608,46.0446247464503
3285,UMNO,ZAIFULBAHRI BIN IDRIS,10153,6480.0,2013,Negeri Sembilan,CHEMBONG,131-026,,1,13826,73.43410964848836
3286,PAS,KAMAROL RIDZUAN BIN MOHD ZAIN,3673,0.0,2013,Negeri Sembilan,CHEMBONG,131-026,,0,13826,26.565890351511644
3287,UMNO,MOHAMAD BIN HAJI HASAN,10126,4613.0,2013,Negeri Sembilan,RANTAU,131-027,,1,15639,64.74838544663982
3288,PKR,AISAH BINTI LAMSAH,5513,0.0,2013,Negeri Sembilan,RANTAU,131-027,,0,15639,35.25161455336019
