,party_code,name,votes,majority,year,state,constituency,parliament_code_digits,NameBallot,winner,total_votes,vote_share
1247,PAS,ABDUL FATAH HARUN,5340,456.0,2008,Kelantan,BUKIT TUKU,023-016,,1,10224,52.23004694835681
1248,UMNO,DATUK MOHD ZAIN ISMAIL,4884,0.0,2008,Kelantan,BUKIT TUKU,023-016,,0,10224,47.76995305164319
1249,PAS,DATUK HUSAM MUSA,8329,3232.0,2008,Kelantan,SALOR,024-017,,1,13426,62.03634738566959
1250,UMNO,ISMAIL MAMAT,5097,0.0,2008,Kelantan,SALOR,024-017,,0,13426,37.96365261433041
1251,PAS,AHMAD BAIHAKI ATIQULLAH,7779,3403.0,2008,Kelantan,PASIR TUMBOH,024-018,,1,12155,63.99835458658988
1252,UMNO,ANUAR SAFIAN,4376,0.0,2008,Kelantan,PASIR TUMBOH,024-018,,0,12155,36.00164541341012
1253,PAS,MUHAMAD MUSTAFA,11547,4799.0,2008,Kelantan,DEMIT,024-019,,1,18295,63.115605356654825
1254,UMNO,DATUK MUHAMAD AB GHANI,6748,0.0,2008,Kelantan,DEMIT,024-019,,0,18295,36.884394643345175
1255,PAS,HASSAN MOHAMOOD,11068,3278.0,2008,Kelantan,TAWANG,025-020,,1,18858,58.691271608866266
1256,UMNO,DATUK IBRAHIM MAT DIN,7790,0.0,2008,Kelantan,TAWANG,025-020,,0,18858,41.308728391133734
1257,PAS,OMAR MOHAMMED,9505,1270.0,2008,Kelantan,PERUPOK,025-021,,1,17740,53.57948139797069
1258,UMNO,DATUK DR AWANG ADEK HUSSAIN,8235,0.0,2008,Kelantan,PERUPOK,025-021,,0,17740,46.42051860202931
1259,PAS,ABDUL AZIZ KADIR,9729,1224.0,2008,Kelantan,JELAWAT,025-022,,1,18234,53.3563672260612
1260,UMNO,ILIAS HUSAIN,8505,0.0,2008,Kelantan,JELAWAT,025-022,,0,18234,46.6436327739388
1261,PAS,WAN ISMAIL WAN JUSOH,8390,1616.0,2008,Kelantan,MELOR,026-023,,1,15164,55.328409390662095
1262,UMNO,AZMI ISHAK,6774,0.0,2008,Kelantan,MELOR,026-023,,0,15164,44.671590609337905
1263,PAS,AZAMI MOHD NOOR,6972,1803.0,2008,Kelantan,KADOK,026-024,,1,12141,57.42525327403015
1264,UMNO,ROSLAN AB HAMID,5169,0.0,2008,Kelantan,KADOK,026-024,,0,12141,42.57474672596985
1265,UMNO,DATUK ALWI CHE AHMAD,8319,580.0,2008,Kelantan,KOK LANAS,026-025,,1,16058,51.805953418856646
1266,PAS,AHMAD ROSLI IBRAHIM,7739,0.0,2008,Kelantan,KOK LANAS,026-025,,0,16058,48.194046581143354
1267,PAS,ABDUL FATTAH MAHMOOD,10129,4183.0,2008,Kelantan,BUKIT PANAU,027-026,,1,16075,63.01088646967341
1268,UMNO,NIK KAMARUZAMAN SULONG,5946,0.0,2008,Kelantan,BUKIT PANAU,027-026,,0,16075,36.98911353032659
1269,PAS,WAN YUSOFF WAN MUSTAFA,6073,1663.0,2008,Kelantan,GUAL IPOH,027-027,,1,10483,57.93188972622341
1270,UMNO,DATUK HASHIM SHAFIN,4410,0.0,2008,Kelantan,GUAL IPOH,027-027,,0,10483,42.06811027377659
1271,PAS,MD ANIZAM ABDUL RAHMAN,5481,1932.0,2008,Kelantan,KEMAHANG,027-028,,1,9030,60.69767441860465
1272,UMNO,ZIANON ABDIN ALI,3549,0.0,2008,Kelantan,KEMAHANG,027-028,,0,9030,39.30232558139535
1273,PAS,DR SAIPUL BAHRIN MOHAMAD,6737,783.0,2008,Kelantan,SELISING,028-029,,1,12691,53.08486328894492
1274,UMNO,HASHIM ISMAIL,5954,0.0,2008,Kelantan,SELISING,028-029,,0,12691,46.91513671105508
1275,PAS,DR ZAINUDDIN AWANG HAMAT,8622,1633.0,2008,Kelantan,LIMBONGAN,028-030,,1,15611,55.230286336557555
1276,UMNO,DATUK CHE MIN CHE AMAT,6989,0.0,2008,Kelantan,LIMBONGAN,028-030,,0,15611,44.769713663442445
1277,PAS,WAN HASSAN WAN IBRAHIM,6943,831.0,2008,Kelantan,SEMERAK,028-031,,1,13055,53.182688625047874
1278,UMNO,DATUK KAMARUDDIN MD NOR,6112,0.0,2008,Kelantan,SEMERAK,028-031,,0,13055,46.817311374952126
1279,PAS,DR NIK MAZIAN NIK MOHAMAD,5941,323.0,2008,Kelantan,GAAL,028-032,,1,11559,51.39717968682412
1280,UMNO,TUAN MUSTAFFA TUAN MAT,5618,0.0,2008,Kelantan,GAAL,028-032,,0,11559,48.60282031317588
1281,PAS,ZULKIFLI MAMAT,7205,1535.0,2008,Kelantan,PULAI CHONDONG,029-033,,1,12875,55.96116504854369
1282,UMNO,DR ASRI MEJAH,5670,0.0,2008,Kelantan,PULAI CHONDONG,029-033,,0,12875,44.03883495145631
1283,PAS,DR MOHD FADZLI HASSAN,7120,1239.0,2008,Kelantan,TEMANGAN,029-034,,1,13001,54.76501807553265
1284,UMNO,RAHIMAH MAHAMAD,5881,0.0,2008,Kelantan,TEMANGAN,029-034,,0,13001,45.23498192446735
1285,PAS,WAN AHMAD LUTFI WAN SULAIMAN,8003,916.0,2008,Kelantan,KEMUNING,029-035,,1,15090,53.03512259774685
1286,UMNO,AHMAD JAZLAN YAAKUB,7087,0.0,2008,Kelantan,KEMUNING,029-035,,0,15090,46.96487740225315
1287,UMNO,MOHD ADHAN KECHIK,5731,348.0,2008,Kelantan,BUKIT BUNGA,030-036,,1,11114,51.565592945834084
1288,PAS,SUFELY ABDUL RAZAK,5383,0.0,2008,Kelantan,BUKIT BUNGA,030-036,,0,11114,48.434407054165916
1289,PAS,ABDULLAH YA'KUB,5690,795.0,2008,Kelantan,AIR LANAS,030-037,,1,10585,53.75531412376004
1290,UMNO,DR AZMI SETAPA,4895,0.0,2008,Kelantan,AIR LANAS,030-037,,0,10585,46.24468587623996
1291,UMNO,ABD AZIZ DERASHID,4772,1381.0,2008,Kelantan,KUALA BALAH,030-038,,1,8163,58.45889991424721
1292,PKR,MAT SULAIMAN DAUD,3391,0.0,2008,Kelantan,KUALA BALAH,030-038,,0,8163,41.54110008575279
1293,PAS,ABDUL LATIFF ABDUL RAHMAN,7007,1903.0,2008,Kelantan,MENGKEBANG,031-039,,1,12111,57.856494096276116
1294,UMNO,AZIZZUDDIN HUSSEIN,5104,0.0,2008,Kelantan,MENGKEBANG,031-039,,0,12111,42.143505903723884
1295,PKR,TUAN ZAMRI ARIF TUAN ZAKARIA,6784,1000.0,2008,Kelantan,GUCHIL,031-040,,1,12568,53.97835773392743
1296,UMNO,DR SHAMSHUL IKHWAN ASHAARI AZMI,5784,0.0,2008,Kelantan,GUCHIL,031-040,,0,12568,46.02164226607257
1297,PAS,ISMAIL YAACOB,5746,1352.0,2008,Kelantan,MANEK URAI,031-041,,1,10140,56.666666666666664
1298,UMNO,ZULKEPLI OMAR,4394,0.0,2008,Kelantan,MANEK URAI,031-041,,0,10140,43.333333333333336
1299,PAS,ARIFABILLAH @ MOHD ASRI IBRAHIM,3906,552.0,2008,Kelantan,DABONG,031-042,,1,7260,53.80165289256198
1300,UMNO,DATUK RAMZI ABDUL RAHMAN,3354,0.0,2008,Kelantan,DABONG,031-042,,0,7260,46.19834710743802
1301,UMNO,MAT YUSOFF ABDUL GHANI,4543,2090.0,2008,Kelantan,NENGGIRI,032-043,,1,6996,64.937106918239
1302,PKR,MOHD ZUKI IBRAHIM,2453,0.0,2008,Kelantan,NENGGIRI,032-043,,0,6996,35.062893081761004
1303,UMNO,DATUK NOZULA MAT DIAH,5697,2833.0,2008,Kelantan,PALOH,032-044,,1,8561,66.5459642565121
1304,PKR,REIZAL ABDUL RAHIM,2864,0.0,2008,Kelantan,PALOH,032-044,,0,8561,33.45403574348791
1305,PAS,CHEK HASHIM SULAIMA,4399,646.0,2008,Kelantan,GALAS,032-045,,1,8152,53.96221786064769
1306,UMNO,SAUFI DERAMAN,3753,0.0,2008,Kelantan,GALAS,032-045,,0,8152,46.03778213935231
1307,UMNO,DR A RAHMAN MOKHTAR,7123,2631.0,2008,Terengganu,KUALA BESUT,033-001,,1,11615,61.325871717606546
1308,PAS,NIK MUHAMMAD ZAWAWI SALLEH,4492,0.0,2008,Terengganu,KUALA BESUT,033-001,,0,11615,38.674128282393454
1309,UMNO,MUHAMMAD PEHIMI YUSOF,8090,3332.0,2008,Terengganu,KOTA PUTERA,033-002,,1,12848,62.96699875466999
1310,PKR,MOHD MD AMIN,4758,0.0,2008,Terengganu,KOTA PUTERA,033-002,,0,12848,37.03300124533001
1311,UMNO,DATUK SERI IDRIS JUSOH,7912,3046.0,2008,Terengganu,JERTIH,033-003,,1,12778,61.91892314916262
1312,PAS,MUHAMMAD HASSAN SALLEH,4866,0.0,2008,Terengganu,JERTIH,033-003,,0,12778,38.08107685083738
1313,UMNO,NAWI MOHAMAD,6740,2453.0,2008,Terengganu,HULU BESUT,033-004,,1,11027,61.122698830144195
1314,PAS,MOHD ZAIN HASSAN,4287,0.0,2008,Terengganu,HULU BESUT,033-004,,0,11027,38.877301169855805
1315,UMNO,RAMLAN ALI,6364,804.0,2008,Terengganu,JABI,034-005,,1,11924,53.371351895337135
1316,PAS,DR AZMAN IBRAHIM,5560,0.0,2008,Terengganu,JABI,034-005,,0,11924,46.628648104662865
1317,UMNO,ABD HALIM JUSOH,8652,3639.0,2008,Terengganu,PERMAISURI,034-006,,1,13665,63.31503841931943
1318,PKR,WAN RAHIM WAN HAMZAH,5013,0.0,2008,Terengganu,PERMAISURI,034-006,,0,13665,36.68496158068057
1319,UMNO,ASHA'ARI IDRIS,6682,2551.0,2008,Terengganu,LANGKAP,034-007,,1,10813,61.79598631277166
1320,PAS,TENGKU AHMAD TENGKU HUSSAIN,4131,0.0,2008,Terengganu,LANGKAP,034-007,,0,10813,38.20401368722834
1321,UMNO,KHAZAN CHE MAT,5590,1486.0,2008,Terengganu,BATU RAKIT,034-008,,1,9694,57.66453476377141
1322,PAS,SAMSHUDIN ABDUL WAHAB,4104,0.0,2008,Terengganu,BATU RAKIT,034-008,,0,9694,42.33546523622859
1323,UMNO,MUHAMMAD RAMLI NUH,8455,430.0,2008,Terengganu,TEPUH,035-009,,1,16480,51.304611650485434
1324,PAS,ABU BAKAR ABDULLAH,8025,0.0,2008,Terengganu,TEPUH,035-009,,0,16480,48.695388349514566
1325,UMNO,DATUK ABDUL RAHIN MOHAMED SAID,7279,462.0,2008,Terengganu,TELUK PASU,035-010,,1,14096,51.638762769580026
1326,PAS,RIDZUAN HASHIM,6817,0.0,2008,Terengganu,TELUK PASU,035-010,,0,14096,48.361237230419974
1327,UMNO,AHMAD RAZIF ABD RAHMAN,6440,2430.0,2008,Terengganu,SEBERANG TAKIR,035-011,,1,10450,61.6267942583732
1328,PKR,MUZAFEQ AFFYULZAIFUZAN MAMAT @ MUHAMMAD,4010,0.0,2008,Terengganu,SEBERANG TAKIR,035-011,,0,10450,38.3732057416268
1329,PAS,DR ALIAS RAZAK,5483,336.0,2008,Terengganu,BUKIT TUNGGAL,035-012,,1,10630,51.580432737535276
1330,UMNO,TUAN ARIF SAHIBU FADILAH TUAN AHMAD,5147,0.0,2008,Terengganu,BUKIT TUNGGAL,035-012,,0,10630,48.419567262464724
1331,PAS,MOHD ABDUL WAHID ENDUT,9645,2193.0,2008,Terengganu,WAKAF MEMPELAM,036-013,,1,17097,56.413405860677315
1332,UMNO,OTHMAN AWANG,7452,0.0,2008,Terengganu,WAKAF MEMPELAM,036-013,,0,17097,43.586594139322685
1333,MCA,TOH CHIN YAW,7831,1142.0,2008,Terengganu,BANDAR,036-014,,1,14520,53.93250688705234
1334,PKR,ABDUL MANAF CHE MAT,6689,0.0,2008,Terengganu,BANDAR,036-014,,0,14520,46.06749311294766
1335,PAS,DATUK TENGKU HASSAN TENGKU OMAR,6723,31.0,2008,Terengganu,LADANG,036-015,,1,13415,50.11554230339173
1336,UMNO,DATUK WAN HISHAM WAN SALLEH,6692,0.0,2008,Terengganu,LADANG,036-015,,0,13415,49.88445769660827
1337,PAS,DR SYED AZMAN SYED AHMAD NAWAWI,10672,1161.0,2008,Terengganu,BATU BURUK,036-016,,1,20183,52.87618292622504
1338,UMNO,SENATOR NORDIANA SHAFIE,9511,0.0,2008,Terengganu,BATU BURUK,036-016,,0,20183,47.12381707377496
1339,UMNO,ALIAS ABDULLAH,8735,799.0,2008,Terengganu,ALUR LIMBAT,037-017,,1,16671,52.39637694199508
1340,PAS,DATUK MUSTAFA ALI,7936,0.0,2008,Terengganu,ALUR LIMBAT,037-017,,0,16671,47.60362305800492
1341,PAS,MOHD NOR HAMZAH,7324,115.0,2008,Terengganu,BUKIT PAYUNG,037-018,,1,14533,50.395651276405424
1342,UMNO,ZAIDI MUDA,7209,0.0,2008,Terengganu,BUKIT PAYUNG,037-018,,0,14533,49.604348723594576
1343,PAS,DATUK SERI ABDUL HADI AWANG,9379,2686.0,2008,Terengganu,RU RENDANG,037-019,,1,16072,58.356147336983575
1344,UMNO,RAZALI IDRIS,6693,0.0,2008,Terengganu,RU RENDANG,037-019,,0,16072,41.643852663016425
1345,UMNO,YAHYA KHATIB MOHAMAD,8900,930.0,2008,Terengganu,PENGKALAN BERANGAN,037-020,,1,16870,52.756372258446945
1346,PAS,MOHD DERAMAN,7970,0.0,2008,Terengganu,PENGKALAN BERANGAN,037-020,,0,16870,47.243627741553055
1347,UMNO,ROZI MAMAT,8619,5893.0,2008,Terengganu,TELEMUNG,038-021,,1,11345,75.97179374173645
1348,PKR,ENGKU ABU BAKAR ENGKU MOHD,2726,0.0,2008,Terengganu,TELEMUNG,038-021,,0,11345,24.028206258263552
1349,PAS,DATUK HARUN TAIB,5323,406.0,2008,Terengganu,MANIR,038-022,,1,10240,51.982421875
1350,UMNO,WAN SAGAR WAN EMBONG,4917,0.0,2008,Terengganu,MANIR,038-022,,0,10240,48.017578125
1351,UMNO,MOHD ZAWAWI ISMAIL,6444,1592.0,2008,Terengganu,KUALA BERANG,038-023,,1,11296,57.04674220963173
1352,PAS,MUHYIDDIN ABDUL RASHID,4852,0.0,2008,Terengganu,KUALA BERANG,038-023,,0,11296,42.95325779036827
1353,UMNO,DATUK ROSOL WAHID,8530,4727.0,2008,Terengganu,AJIL,038-024,,1,12333,69.16403146030974
1354,PAS,MOHD RAZKI ALIAS,3803,0.0,2008,Terengganu,AJIL,038-024,,0,12333,30.835968539690263
1355,UMNO,DATUK DIN ADAM,6037,2492.0,2008,Terengganu,BUKIT BESI,039-025,,1,9582,63.00354831976623
1356,PAS,NORDIN OTHMAN,3545,0.0,2008,Terengganu,BUKIT BESI,039-025,,0,9582,36.99645168023377
1357,UMNO,ZA'ABAR MOHAMED ADIB,7372,790.0,2008,Terengganu,RANTAU ABANG,039-026,,1,13954,52.83072953991687
1358,PAS,AZMAN SHAPAWI ABDUL RANI,6582,0.0,2008,Terengganu,RANTAU ABANG,039-026,,0,13954,47.16927046008313
1359,PAS,WAN HASSAN MOHD RAMLI,7000,1000.0,2008,Terengganu,SURA,039-027,,1,13000,53.84615384615385
1360,UMNO,MOHD ROSLI HARUN,6000,0.0,2008,Terengganu,SURA,039-027,,0,13000,46.15384615384615
1361,UMNO,ZAKARIA @ ARIFFIN ABDULLAH,8806,344.0,2008,Terengganu,PAKA,039-028,,1,17268,50.99606208014825
1362,PAS,SATIFUL BAHARI MAMAT,8462,0.0,2008,Terengganu,PAKA,039-028,,0,17268,49.00393791985175
1363,UMNO,ROSLI OTHMAN,7475,2118.0,2008,Terengganu,KEMASEK,040-029,,1,12832,58.25280548628429
1364,PAS,MOHAMAD MAHADI NAWI,5357,0.0,2008,Terengganu,KEMASEK,040-029,,0,12832,41.74719451371571
1365,UMNO,DATUK AHMAD SAID,8169,3157.0,2008,Terengganu,KIJAL,040-030,,1,13181,61.975570897503985
1366,PAS,HAZLI JUSOH,5012,0.0,2008,Terengganu,KIJAL,040-030,,0,13181,38.024429102496015
1367,UMNO,DATUK MOHAMAD AWANG TERA,9541,769.0,2008,Terengganu,CHUKAI,040-031,,1,18313,52.09960137607165
1368,PAS,HANAFIAH MAT,8772,0.0,2008,Terengganu,CHUKAI,040-031,,0,18313,47.90039862392835
1369,UMNO,WAN ABDUL HAKIM WAN MOKHTAR,10771,3821.0,2008,Terengganu,AIR PUTIH,040-032,,1,17721,60.78099430054737
1370,PAS,ISMAIL HARUN,6950,0.0,2008,Terengganu,AIR PUTIH,040-032,,0,17721,39.21900569945263
1371,UMNO,DATUK AZHAR IBRAHIM,6685,1231.0,2008,Penang,PENAGA,041-001,,1,12139,55.07043413790263
1372,PAS,TAPIUDIN HAMZAH,5454,0.0,2008,Penang,PENAGA,041-001,,0,12139,44.92956586209737
1373,UMNO,ZABARIAH ABDUL WAHAB,6794,2652.0,2008,Penang,BERTAM,041-002,,1,10936,62.12509144111193
1374,PKR,NOORSIAH MD ARSHAD,4142,0.0,2008,Penang,BERTAM,041-002,,0,10936,37.87490855888807
1375,UMNO,DATUK ROSLAN SAIDIN,7848,3235.0,2008,Penang,PINANG TUNGGAL,041-003,,1,12461,62.980499157371
1376,PKR,MOHD HASHIM,4613,0.0,2008,Penang,PINANG TUNGGAL,041-003,,0,12461,37.019500842629
1377,UMNO,SHAHBUDIN YAHYA,7295,1985.0,2008,Penang,PERMATANG BERANGAN,042-004,,1,12605,57.87385957953193
1378,PAS,ARSHAD MD SALLEH,5310,0.0,2008,Penang,PERMATANG BERANGAN,042-004,,0,12605,42.12614042046807
1379,UMNO,DATUK JASMIN MOHAMED,6421,535.0,2008,Penang,SUNGAI DUA,042-005,,1,12307,52.17355976273665
1380,PAS,MOHD SALLEH MAN,5886,0.0,2008,Penang,SUNGAI DUA,042-005,,0,12307,47.82644023726335
1381,UMNO,DATUK JAHARA HAMID,6478,1470.0,2008,Penang,TELOK AYER TAWAR,042-006,,1,11486,56.39909454988682
1382,PKR,NORHAYATI JAAFAR,5008,0.0,2008,Penang,TELOK AYER TAWAR,042-006,,0,11486,43.60090545011318
1383,DAP,PHEE BOON POH,13025,9201.0,2008,Penang,SUNGAI PUYU,043-007,,1,16849,77.304291055849
1384,MCA,TAY LAY CHENG,3824,0.0,2008,Penang,SUNGAI PUYU,043-007,,0,16849,22.695708944150986
1385,DAP,LIM HOCK SENG,11099,5873.0,2008,Penang,BAGAN JERMAL,043-008,,1,16325,67.98774885145482
1386,MCA,OOI CHUAN AIK,5226,0.0,2008,Penang,BAGAN JERMAL,043-008,,0,16325,32.012251148545175
1387,DAP,TANASEKHARAN A/L AUDHERAPADY,7601,2932.0,2008,Penang,BAGAN DALAM,043-009,,1,12270,61.9478402607987
1388,MIC,PK SUBBAIYAH,4669,0.0,2008,Penang,BAGAN DALAM,043-009,,0,12270,38.0521597392013
1389,UMNO,DATUK ARIF OMAR SHAH,9395,533.0,2008,Penang,SEBERANG JAYA,044-010,,1,18257,51.45971408226981
1390,PKR,RAMLI BULAT,8862,0.0,2008,Penang,SEBERANG JAYA,044-010,,0,18257,48.54028591773019
1391,PAS,MOHD HAMDAN ABDUL RAHMAN,11004,5433.0,2008,Penang,PERMATANG PASIR,044-011,,1,16575,66.38914027149322
1392,UMNO,AHMAD SAHAR SHUIB,5571,0.0,2008,Penang,PERMATANG PASIR,044-011,,0,16575,33.61085972850679
1393,PKR,MOHAMMAD FAIRUS KHAIRUDDIN,7346,2219.0,2008,Penang,PENANTI,044-012,,1,12473,58.89521366150886
1394,UMNO,DATUK ABDUL JALIL ABDUL MAJID,5127,0.0,2008,Penang,PENANTI,044-012,,0,12473,41.10478633849114
1395,DAP,ONG KOK FOOI,10006,4692.0,2008,Penang,BERAPIT,045-013,,1,15320,65.31331592689295
1396,MCA,LAU CHIEK TUAN,5314,0.0,2008,Penang,BERAPIT,045-013,,0,15320,34.68668407310705
1397,PKR,TAN HOCK LEONG,11002,4080.0,2008,Penang,MACHANG BUBOK,045-014,,1,17924,61.381388083017185
1398,GERAKAN,DATUK LEE KAH CHOON,6922,0.0,2008,Penang,MACHANG BUBOK,045-014,,0,17924,38.618611916982815
1399,DAP,TAN CHEONG HENG,10520,4241.0,2008,Penang,PADANG LALANG,045-015,,1,16799,62.6227751651884
1400,MCA,TAN TEIK CHENG,6279,0.0,2008,Penang,PADANG LALANG,045-015,,0,16799,37.3772248348116
1401,DAP,DR P RAMASAMY,7668,5176.0,2008,Penang,PERAI,046-016,,1,10471,73.23082800114602
1402,MIC,L KRISHNAN,2492,0.0,2008,Penang,PERAI,046-016,,0,10471,23.799064081749595
1403,IND,ULAGANATHAN A/L KAP RAMASAMY,311,0.0,2008,Penang,PERAI,046-016,,0,10471,2.9701079171043836
1404,PKR,ONG  WIN CHEN,6736,1904.0,2008,Penang,BUKIT TENGAH,046-017,,1,11568,58.22959889349931
1405,GERAKAN,NG SIEW LAI,4832,0.0,2008,Penang,BUKIT TENGAH,046-017,,0,11568,41.77040110650069
1406,PKR,LAW CHOO KIANG,9855,5129.0,2008,Penang,BUKIT TAMBUN,046-018,,1,14581,67.58795693025169
1407,GERAKAN,HUAN CHENG GUAN,4726,0.0,2008,Penang,BUKIT TAMBUN,046-018,,0,14581,32.4120430697483
1408,DAP,TAN BENG HUAT,9739,3790.0,2008,Penang,JAWI,047-019,,1,15688,62.07929627740948
1409,MCA,TAN CHENG LIANG,5949,0.0,2008,Penang,JAWI,047-019,,0,15688,37.92070372259052
1410,PKR,MAKTAR HJ SHAPEE,6976,2067.0,2008,Penang,SUNGAI BAKAP,047-020,,1,11885,58.695835086243164
1411,UMNO,DATUK SERI ABDUL RASHID ABDULLAH,4909,0.0,2008,Penang,SUNGAI BAKAP,047-020,,0,11885,41.304164913756836
1412,UMNO,DATUK MAHMUD ZAKARIA,5011,250.0,2008,Penang,SUNGAI ACHEH,047-021,,1,9772,51.27916496111339
1413,PKR,DR AZHAR AHAMAD,4761,0.0,2008,Penang,SUNGAI ACHEH,047-021,,0,9772,48.72083503888661
1414,DAP,TEH YEE CHEU,7021,1935.0,2008,Penang,TANJONG BUNGA,048-022,,1,12107,57.99124473445114
1415,GERAKAN,CHIA LOONG THYE,5086,0.0,2008,Penang,TANJONG BUNGA,048-022,,0,12107,42.00875526554886
1416,DAP,LIM GUAN ENG,6601,4061.0,2008,Penang,AIR PUTIH,048-023,,1,9141,72.21310578711301
1417,MCA,TAN YOK CHENG,2540,0.0,2008,Penang,AIR PUTIH,048-023,,0,9141,27.786894212886992
1418,PKR,ONG KHAN LEE,8307,3125.0,2008,Penang,KEBUN BUNGA,048-024,,1,13489,61.583512491659874
1419,GERAKAN,QUAH KOOI HEONG,5182,0.0,2008,Penang,KEBUN BUNGA,048-024,,0,13489,38.416487508340126
1420,DAP,KOAY TENG HAI,6649,1714.0,2008,Penang,PULAU TIKUS,048-025,,1,11584,57.39813535911602
1421,GERAKAN,DATUK DR TENG HOCK NAN,4935,0.0,2008,Penang,PULAU TIKUS,048-025,,0,11584,42.60186464088398
1422,DAP,CHOW KON YEOW,6449,1661.0,2008,Penang,PADANG KOTA,049-026,,1,11237,57.390762659072706
1423,GERAKAN,TENG CHANG YEOW,4788,0.0,2008,Penang,PADANG KOTA,049-026,,0,11237,42.609237340927294
1424,DAP,LAU KENG EE,10185,5477.0,2008,Penang,PENGKALAN KOTA,049-027,,1,14893,68.387833210233
1425,MCA,LEE HACK TEIK,4708,0.0,2008,Penang,PENGKALAN KOTA,049-027,,0,14893,31.612166789767006
1426,DAP,NG WEI AIK,7610,3328.0,2008,Penang,KOMTAR,049-028,,1,11892,63.992600067272114
1427,MCA,LIM GIM SOON,4282,0.0,2008,Penang,KOMTAR,049-028,,0,11892,36.007399932727886
1428,DAP,JAGDEEP SINGH DEO,7995,1855.0,2008,Penang,DATOK KERAMAT,050-029,,1,14135,56.561726211531656
1429,GERAKAN,ONG THEAN LYE,6140,0.0,2008,Penang,DATOK KERAMAT,050-029,,0,14135,43.438273788468344
1430,IND,SHAHUL HAMEED  MK MOHAMED ISHACK,0,0.0,2008,Penang,DATOK KERAMAT,050-029,,0,14135,0.0
1431,DAP,KOID TENG GUAN,8305,2694.0,2008,Penang,SUNGAI PINANG,050-030,,1,14365,57.814131569787676
1432,GERAKAN,LOOI SWEE CHEANG,5611,0.0,2008,Penang,SUNGAI PINANG,050-030,,0,14365,39.06021580229725
1433,IND,BADRUL ZAMAN,449,0.0,2008,Penang,SUNGAI PINANG,050-030,,0,14365,3.125652627915071
1434,DAP,LAW HENG KIANG,11945,6745.0,2008,Penang,BATU LANCANG,050-031,,1,17145,69.67045785943424
1435,GERAKAN,NG FOOK ON,5200,0.0,2008,Penang,BATU LANCANG,050-031,,0,17145,30.329542140565763
1436,DAP,R S N RAYER,8402,2128.0,2008,Penang,SERI DELIMA,051-032,,1,14676,57.249931861542656
1437,MCA,LOH NAM HOOI,6274,0.0,2008,Penang,SERI DELIMA,051-032,,0,14676,42.750068138457344
1438,DAP,WONG HON WAI,7401,2727.0,2008,Penang,AIR ITAM,051-033,,1,12075,61.29192546583851
1439,GERAKAN,CHEANG CHEE GOOI,4674,0.0,2008,Penang,AIR ITAM,051-033,,0,12075,38.70807453416149
1440,DAP,YEOH SOON HIN,16848,11121.0,2008,Penang,PAYA TERUBONG,051-034,,1,22575,74.6312292358804
1441,MCA,KOH WAN LEONG,5727,0.0,2008,Penang,PAYA TERUBONG,051-034,,0,22575,25.368770764119603
1442,PKR,V RAVEENTHARAN,8046,611.0,2008,Penang,BATU UBAN,052-035,,1,15481,51.973386732123245
1443,GERAKAN,GOH KHENG NEAH,7435,0.0,2008,Penang,BATU UBAN,052-035,,0,15481,48.026613267876755
1444,PKR,SIM TZE TZIN,6982,1258.0,2008,Penang,PANTAI JEREJAK,052-036,,1,12706,54.95041712576735
1445,GERAKAN,WONG MUN HOE,5724,0.0,2008,Penang,PANTAI JEREJAK,052-036,,0,12706,45.04958287423265
1446,PKR,ABDUL MALEK ABUL KASSIM,9571,3169.0,2008,Penang,BATU MAUNG,052-037,,1,15973,59.919864771802416
1447,UMNO,NORMAN ZAHALAN,6402,0.0,2008,Penang,BATU MAUNG,052-037,,0,15973,40.080135228197584
1448,UMNO,SYED AMERUDDIN SYED AHMAD,6563,399.0,2008,Penang,BAYAN LEPAS,053-038,,1,12727,51.5675335900055
1449,PAS,HASNAH HASHIM,6164,0.0,2008,Penang,BAYAN LEPAS,053-038,,0,12727,48.4324664099945
1450,UMNO,MUHAMAD FARID SAAD,4990,294.0,2008,Penang,PULAU BETONG,053-039,,1,9686,51.51765434647945
1451,PKR,DR MANSOR OTHMAN,4696,0.0,2008,Penang,PULAU BETONG,053-039,,0,9686,48.48234565352055
1452,UMNO,DATUK SERI DR HILMI YAHYA,4434,465.0,2008,Penang,TELOK BAHANG,053-040,,1,8403,52.76686897536594
1453,PKR,ABDUL HALIM HUSSAIN,3969,0.0,2008,Penang,TELOK BAHANG,053-040,,0,8403,47.23313102463406
1454,UMNO,DATUK SERI MOHDTAJOL ROSLI GHAZALI,6769,4645.0,2008,Perak,PENGKALAN HULU,054-001,,1,8893,76.11604632857303
1455,PKR,LEE SING LONG,2124,0.0,2008,Perak,PENGKALAN HULU,054-001,,0,8893,23.883953671426966
1456,UMNO,DATUK HASBULLAH OSMAN,7578,4617.0,2008,Perak,TEMEGOR,054-002,,1,10539,71.90435525192143
1457,PKR,MOON AKAU,2961,0.0,2008,Perak,TEMEGOR,054-002,,0,10539,28.095644748078566
1458,UMNO,DATUK MOHDTARMIZI IDRIS,6134,2798.0,2008,Perak,KENERING,055-003,,1,9470,64.77296726504751
1459,PAS,MOHD SHUKRI AHMAD,3336,0.0,2008,Perak,KENERING,055-003,,0,9470,35.22703273495248
1460,UMNO,DATUK SAARANI MOHAMAD,4963,2335.0,2008,Perak,KOTA TAMPAN,055-004,,1,7591,65.3800553286787
