,year,state,constituency,parliament_code_digits,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned
1122,2018,Sabah,SUKAU,187-048,10855,28,1,0,11,0,0,60,0,0,0,0,0
1123,2018,Sabah,TUNGKU,188-049,17773,22,9,0,11,0,0,58,395,0,0,0,0
1124,2018,Sabah,KUNAK,188-051,14511,35,3,0,9,0,0,53,181,0,0,0,0
1125,2018,Sabah,SULABAYAN,189-052,13984,9,0,0,2,0,0,89,0,0,0,0,0
1126,2018,Sabah,SENALLANG,189-053,14399,15,4,0,3,0,0,78,600,0,0,0,0
1127,2018,Sabah,BUGAYA,189-054,19865,12,1,0,3,0,0,84,450,0,0,0,0
1128,2018,Sabah,BALUNG,190-055,14541,49,7,0,15,0,0,30,0,0,0,0,0
1129,2018,Sabah,APAS,190-056,18978,50,15,0,15,0,0,20,138,1,0,0,0
1130,2018,Sabah,MEROTAI,191-058,20634,51,17,0,18,0,0,15,554,3,0,0,0
1131,2018,Sabah,SEBATIK,191-060,7614,49,5,0,22,0,0,24,646,0,0,0,0
