,party_code,name,votes,majority,year,state,constituency,parliament_code_digits,NameBallot,winner,total_votes,vote_share
46,PAS,RAMLI TUSIN,4213,0.0,2004,Perak,GRIK,054,,0,33012,12.762025929964862
47,PAS,RAMLI TUSIN,4213,0.0,2004,Perak,GRIK,054,,0,33012,12.762025929964862
48,UMNO,DATIL KHAMSIYAH YEOP,10924,5632.0,2004,Perak,LENGGONG,055,,1,16216,67.36556487419833
49,PAS,ZULKIFLI ABU,5292,0.0,2004,Perak,LENGGONG,055,,0,16216,32.63443512580168
50,UMNO,DATUK RAJA AHMAD ZAINUDDIN RAJA OMAR,18421,7438.0,2004,Perak,LARUT,056,,1,29404,62.64793905591076
51,PAS,KAMARUDDIN AWANG BASIR,10983,0.0,2004,Perak,LARUT,056,,0,29404,37.35206094408924
52,PPP,DATUK M KAYVEAS,20129,2172.0,2004,Perak,TAIPING,060,,1,42457,47.41032103068987
53,DAP,ONG CHEE KENG,17957,0.0,2004,Perak,TAIPING,060,,0,42457,42.29455684574982
54,PKR,P ANNAH DORAI,4371,0.0,2004,Perak,TAIPING,060,,0,42457,10.295122123560308
55,UMNO,DATUK AHMAD HUSNI HANADZLAH,31824,17360.0,2004,Perak,TAMBUN,063,,1,46288,68.75216038714137
56,PAS,DR KHAIRUDDIN DATUK ABDUL MALEK,14464,0.0,2004,Perak,TAMBUN,063,,0,46288,31.247839612858623
57,GERAKAN,DATUK SERI LIM KENG YAIK,15867,4564.0,2004,Perak,BERUAS,068,,1,27170,58.39896945160103
58,DAP,NGA HOCK CHEH,11303,0.0,2004,Perak,BERUAS,068,,0,27170,41.60103054839897
59,UMNO,NASARUDDIN HASHIM,12808,4696.0,2004,Perak,PARIT,069,,1,20920,61.22370936902486
60,PAS,MUHAMMAD ISMI MAT TAIB,8112,0.0,2004,Perak,PARIT,069,,0,20920,38.77629063097514
61,MCA,TAN SRI HEW SEE YONG,23129,9474.0,2004,Perak,KAMPAR,070,,1,36784,62.8778816876903
62,DAP,LIEW AH KIM,13655,0.0,2004,Perak,KAMPAR,070,,0,36784,37.1221183123097
63,MCA,TAN SRI DR TING CHEW PEH,29660,14260.0,2004,Perak,GOPENG,071,,1,45060,65.82334664891256
64,PKR,DR LEE BOON CHYE,15400,0.0,2004,Perak,GOPENG,071,,0,45060,34.17665335108744
65,MIC,DATUK S VEERASINGAM,16945,9586.0,2004,Perak,TAPAH,072,,1,24304,69.72103357472021
66,PAS,DR MOHD RADZI OTHMAN,7359,0.0,2004,Perak,TAPAH,072,,0,24304,30.27896642527979
67,MCA,KONG CHO HA,27415,11614.0,2004,Perak,LUMUT,074,,1,43216,63.43715290633099
68,PKR,MUSTAFA KAMIL AYUB,15801,0.0,2004,Perak,LUMUT,074,,0,43216,36.56284709366901
69,UMNO,MOHAMAD SHAHRUM OSMAN,13870,7624.0,2004,Pahang,LIPIS,079,,1,20116,68.95008948101014
70,PAS,MOHD ZAI MUSTAFA,6246,0.0,2004,Pahang,LIPIS,079,,0,20116,31.049910518989858
71,MCA,DATUK DR NG YEN YEN,20472,9822.0,2004,Pahang,RAUB,080,,1,31122,65.77983420088684
72,DAP,CHOONG SIEW OON,10650,0.0,2004,Pahang,RAUB,080,,0,31122,34.22016579911317
73,UMNO,DATUK SERI TENGKU AZLAN SULTAN ABU BAKAR,21349,8457.0,2004,Pahang,JERANTUT,081,,1,34241,62.349230454718025
74,PAS,DR HAMZAH JAAFAR,12892,0.0,2004,Pahang,JERANTUT,081,,0,34241,37.650769545281975
75,MCA,DATUK FU AH KIOW,21324,9147.0,2004,Pahang,KUANTAN,083,,1,33501,63.65183128861825
76,PKR,FUZIAH SALLEH,12177,0.0,2004,Pahang,KUANTAN,083,,0,33501,36.34816871138175
77,UMNO,DATUK SERI MOHD NAJIB TUN ABDUL RAZAK,31956,22922.0,2004,Pahang,PEKAN,085,,1,40990,77.9604781654062
78,PAS,BRIG JEN (B) DATUK ZAKARIA DAHLAN,9034,0.0,2004,Pahang,PEKAN,085,,0,40990,22.039521834593803
79,UMNO,ISMAIL ABDUL MUTTALIB,15725,7242.0,2004,Pahang,MARAN,086,,1,24208,64.95786516853933
80,PAS,DATUK TUAN IBRAHIM TUAN MAN,8483,0.0,2004,Pahang,MARAN,086,,0,24208,35.04213483146067
81,UMNO,DATUK MOHD SARIT YUSOH,24633,12607.0,2004,Pahang,TEMERLOH,088,,1,36659,67.19495894596143
82,PAS,IDRIS OMAR,12026,0.0,2004,Pahang,TEMERLOH,088,,0,36659,32.80504105403857
83,MCA,LIOW TIONG LAI,27144,16839.0,2004,Pahang,BENTONG,089,,1,37449,72.48257630377313
84,DAP,ABUB BAKAR LEBAI SUDIN,10305,0.0,2004,Pahang,BENTONG,089,,0,37449,27.517423696226867
85,UMNO,ISMAIL SABRI YAAKOB,16714,4470.0,2004,Pahang,BERA,090,,1,28958,57.71807445265557
86,PAS,DR ABDUL WAHAB ISMAIL,12244,0.0,2004,Pahang,BERA,090,,0,28958,42.28192554734443
87,UMNO,DATUK DR JAMALUDDIN MOHD JARJIS,19359,9350.0,2004,Pahang,ROMPIN,091,,1,29368,65.91868700626533
88,PAS,SUKRI AHMAD,10009,0.0,2004,Pahang,ROMPIN,091,,0,29368,34.08131299373468
89,MCA,DATUK CHAN KONG CHOY,36343,23226.0,2004,Selangor,SELAYANG,097,,1,49460,73.479579458148
90,PKR,KOH SWE YONG,13117,0.0,2004,Selangor,SELAYANG,097,,0,49460,26.520420541852
91,UMNO,DR RAMAN ISMAIL,39870,13207.0,2004,Selangor,GOMBAK,098,,1,66533,59.92514992560083
92,PAS,DR MOHD HATTA MD RAMLI,26663,0.0,2004,Selangor,GOMBAK,098,,0,66533,40.07485007439917
93,UMNO,DR ROZAIDAH TALIB,33214,19732.0,2004,Selangor,AMPANG,099,,1,46696,71.12814802124379
94,PKR,DR A XAVIER JAYAKUMAR,13482,0.0,2004,Selangor,AMPANG,099,,0,46696,28.87185197875621
95,MCA,DATUK ONG TEE KEAT,26721,14112.0,2004,Selangor,PANDAN,100,,1,39330,67.94050343249428
96,PAS,ISKANDAR ABDUL SAMAD,12609,0.0,2004,Selangor,PANDAN,100,,0,39330,32.05949656750572
97,MCA,DATUK YAP PIAN HON,34495,11280.0,2004,Selangor,SERDANG,102,,1,115420,29.88650147288165
98,MCA,DATUK YAP PIAN HON,34495,11280.0,2004,Selangor,SERDANG,102,,1,115420,29.88650147288165
99,DAP,WONG KOK YEW,23215,0.0,2004,Selangor,SERDANG,102,,0,115420,20.11349852711835
100,DAP,WONG KOK YEW,23215,0.0,2004,Selangor,SERDANG,102,,0,115420,20.11349852711835
101,GERAKAN,LAU YENG PENG,21291,11882.0,2004,Selangor,PUCHONG,103,,1,39885,53.38097028958255
102,PAS,DR AZMI JAMION @ JEMINGON,9409,0.0,2004,Selangor,PUCHONG,103,,0,39885,23.590322176256738
103,DAP,WONG CHOONG YUN,9185,0.0,2004,Selangor,PUCHONG,103,,0,39885,23.028707534160713
104,MCA,CHEW MEI FUN,32422,13043.0,2004,Selangor,PJ UTARA,106,,1,51801,62.5895252987394
105,DAP,RONNIE LIU TIAN KHIEW,19379,0.0,2004,Selangor,PJ UTARA,106,,0,51801,37.4104747012606
106,MIC,TAN SRI KS NIJHAR,32941,15460.0,2004,Selangor,SUBANG,107,,1,50422,65.33060965451588
107,PKR,MOHD NASIR HASHIM,17481,0.0,2004,Selangor,SUBANG,107,,0,50422,34.66939034548411
108,MIC,P KOMALADEVI,44007,14588.0,2004,Selangor,KAPAR,109,,1,73426,59.933810911666164
109,PKR,ANG HIOK GAI,29419,0.0,2004,Selangor,KAPAR,109,,0,73426,40.066189088333836
110,MCA,DATIN PADUKA DR TAN YEE KEW,32138,13281.0,2004,Selangor,KLANG,110,,1,50995,63.02186488871458
111,DAP,DR WONG ANG PENG,18857,0.0,2004,Selangor,KLANG,110,,0,50995,36.97813511128542
112,UMNO,DATUK MOHD ZIN MOHAMED,30755,18837.0,2004,Selangor,SEPANG,113,,1,42673,72.07133316148384
113,PAS,MOHAMED MAKKI AHMAD,11918,0.0,2004,Selangor,SEPANG,113,,0,42673,27.928666838516158
114,DAP,DR TAN SENG GIAW,23282,1854.0,2004,FederalTerritories,KEPONG,114,,1,44710,52.07336166405726
115,GERAKAN,MA WOEI CHYI,21428,0.0,2004,FederalTerritories,KEPONG,114,,0,44710,47.92663833594274
116,GERAKAN,NG LIP YONG @ NG LIP SAT,28718,11517.0,2004,FederalTerritories,BATU,115,,1,45919,62.54056055227684
117,PKR,CHUA TIAN CHANG,17201,0.0,2004,FederalTerritories,BATU,115,,0,45919,37.45943944772316
118,GERAKAN,DR TAN KEE KWONG,28061,16968.0,2004,FederalTerritories,SEGAMBUT,117,,1,39154,71.668284211064
119,DAP,KUAN PERK SIONG,11093,0.0,2004,FederalTerritories,SEGAMBUT,117,,0,39154,28.331715788935995
120,UMNO,DATUK ZULHASNAN RAFIQUE,27757,19669.0,2004,FederalTerritories,SETIAWANGSA,118,,1,35845,77.4361835681406
121,PAS,MEJAR (B) ABDUL RASHID HASSAN BASRI,8088,0.0,2004,FederalTerritories,SETIAWANGSA,118,,0,35845,22.563816431859394
122,UMNO,DATUK ASTAMAN ABDUL AZIZ,22910,11815.0,2004,FederalTerritories,TITIWANGSA,119,,1,34005,67.37244522864285
123,PAS,MOHAMAD NOOR MOHAMAD,11095,0.0,2004,FederalTerritories,TITIWANGSA,119,,0,34005,32.627554771357154
124,DAP,TERESA KOK SUH SIM,33197,12895.0,2004,FederalTerritories,SEPUTEH,122,,1,53499,62.051627133217444
125,MCA,CHIN YEN FOO,20302,0.0,2004,FederalTerritories,SEPUTEH,122,,0,53499,37.948372866782556
126,DAP,TAN KOK WAI,29056,11861.0,2004,FederalTerritories,CHERAS,123,,1,46251,62.82242546107111
127,MCA,LEE BOON KOK,17195,0.0,2004,FederalTerritories,CHERAS,123,,0,46251,37.17757453892889
128,UMNO,DATUK TENGKU ADNAN TENGKU MANSOR,4086,3546.0,2004,FederalTerritories,PUTRAJAYA,125,,1,4626,88.32684824902724
129,PKR,ABDUL RAHMAN OTHMAN,540,0.0,2004,FederalTerritories,PUTRAJAYA,125,,0,4626,11.673151750972762
130,UMNO,DATUK SERI DR RAIS YATIM,20650,14780.0,2004,NegriSembilan,JELEBU,126,,1,26520,77.8657616892911
131,PAS,DR ROSLI YAAKOP,5870,0.0,2004,NegriSembilan,JELEBU,126,,0,26520,22.1342383107089
132,UMNO,TAN SRI MOHAMED ISA ABDUL SAMAD,26360,17080.0,2004,NegriSembilan,JEMPOL,127,,1,35640,73.96184062850729
133,PAS,MOHAMAD FOZI MOHD ZIN,9280,0.0,2004,NegriSembilan,JEMPOL,127,,0,35640,26.038159371492704
134,MCA,DATUK HON CHOON KIM,36542,16236.0,2004,NegriSembilan,SEREMBAN,128,,1,56848,64.28018575851394
135,DAP,CHOONG YEN LOONG,20306,0.0,2004,NegriSembilan,SEREMBAN,128,,0,56848,35.71981424148607
136,MCA,DATUK GOH SIOW HUAT,25009,4563.0,2004,NegriSembilan,RASAH,130,,1,45455,55.01924980750192
137,DAP,CHAN SU SANN,20446,0.0,2004,NegriSembilan,RASAH,130,,0,45455,44.98075019249808
138,UMNO,DATUK FIRDAUS MUHAMMAD ROM HARUN,28664,18656.0,2004,NegriSembilan,REMBAU,131,,1,38672,74.12081092263136
139,PAS,DR DZULKEFLI AHMAD,10008,0.0,2004,NegriSembilan,REMBAU,131,,0,38672,25.87918907736864
140,UMNO,DATUK SHAZIMAN ABU MANSOR,23936,18084.0,2004,NegriSembilan,TAMPIN,133,,1,29788,80.35450516986707
141,PAS,ABDUL RAZAKEK ABDUL RAHIM,5852,0.0,2004,NegriSembilan,TAMPIN,133,,0,29788,19.64549483013294
142,UMNO,MOHD SAID YUSOF,31198,21334.0,2004,Melaka,JASIN,139,,1,41062,75.97778968389265
143,PAS,JASME TOMPANG,9864,0.0,2004,Melaka,JASIN,139,,0,41062,24.02221031610735
144,MIC,DR S SUBRAMANIAM,17953,7809.0,2004,Johor,SEGAMAT,140,,1,28097,63.89650140584404
145,DAP,PANG HOK LIONG,10144,0.0,2004,Johor,SEGAMAT,140,,0,28097,36.10349859415596
146,UMNO,BAHARUM MOHAMED,19628,14842.0,2004,Johor,SEKIJANG,141,,1,24414,80.39649381502417
147,PKR,ZULKAPLI BIN SALLEH,4786,0.0,2004,Johor,SEKIJANG,141,,0,24414,19.603506184975835
148,MCA,DATUK DR CHUA SOI LEK @ CHUA KIN SENG,16469,10729.0,2004,Johor,LABIS,142,,1,22209,74.15462200009006
149,DAP,TEE GEY YAN,5740,0.0,2004,Johor,LABIS,142,,0,22209,25.845377999909946
150,UMNO,MUHYIDDIN BIN MOHD YASSIN,23679,18747.0,2004,Johor,PAGOH,143,,1,28611,82.76187480339729
151,PAS,MOHAMED ANANG,4932,0.0,2004,Johor,PAGOH,143,,0,28611,17.238125196602706
152,UMNO,HAMIM SAMURI,30967,21671.0,2004,Johor,LEDANG,144,,1,40263,76.91180488289497
153,PAS,KASIM IBRAHIM,9296,0.0,2004,Johor,LEDANG,144,,0,40263,23.088195117105034
154,MCA,DATUK CHUA JUI MENG,29320,19059.0,2004,Johor,BAKRI,145,,1,39581,74.07594552942068
155,DAP,AZHARI ISMAIL,10261,0.0,2004,Johor,BAKRI,145,,0,39581,25.924054470579318
156,UMNO,RAZALI IBRAHIM,21116,13415.0,2004,Johor,MUAR,146,,1,28817,73.27619113717597
157,PAS,MOHAMAD TAIB,7701,0.0,2004,Johor,MUAR,146,,0,28817,26.72380886282403
158,MCA,HOO SEONG CHANG,33001,18698.0,2004,Johor,KLUANG,152,,1,47304,69.76365635041434
159,DAP,NG LAM HUA,14303,0.0,2004,Johor,KLUANG,152,,0,47304,30.23634364958566
160,UMNO,DATUK HISHAMUDDIN TUN HUSSEIN,19575,16978.0,2004,Johor,SEMBRONG,153,,1,22172,88.28702868482772
161,PAS,ONN JAAFAR,2597,0.0,2004,Johor,SEMBRONG,153,,0,22172,11.71297131517229
162,UMNO,DATUK ABDUL LATIFF AHMAD,19222,14573.0,2004,Johor,MERSING,154,,1,23871,80.52448577772192
163,PAS,IDRIS TUKACHIL,4649,0.0,2004,Johor,MERSING,154,,0,23871,19.47551422227808
164,UMNO,DATUK DR ADHAM BABA,19706,17088.0,2004,Johor,TENGGARA,155,,1,22324,88.27271098369468
165,PAS,SALLEH FARMIN,2618,0.0,2004,Johor,TENGGARA,155,,0,22324,11.727289016305322
166,UMNO,DATUK AZALINA OTHMAN SAID,0,0.0,2004,Johor,PENGERANG,157,,1,0,0.0
167,MCA,LING BAN SAN @ TENG BOON SOON,32071,26011.0,2004,Johor,TEBRAU,158,,1,38131,84.1074191602633
168,PAS,YAAKOB MOHD YUSOF,6060,0.0,2004,Johor,TEBRAU,158,,0,38131,15.892580839736697
169,UMNO,DATUK NUR JAZLAN TAN SRI MOHAMAD,42406,34926.0,2004,Johor,PULAI,161,,1,49886,85.00581325421962
170,PAS,NASIR WAHAB,7480,0.0,2004,Johor,PULAI,161,,0,49886,14.994186745780379
171,MCA,LIM SI CHENG,32278,18144.0,2004,Johor,KULAI,163,,1,46412,69.54666896492286
172,DAP,ONG KOW MENG,14134,0.0,2004,Johor,KULAI,163,,0,46412,30.453331035077134
173,UMNO,HASNI MOHAMAD,26667,21158.0,2004,Johor,PONTIAN,164,,1,32176,82.87854301342615
174,PKR,HASSAN ABDUL KARIM,5509,0.0,2004,Johor,PONTIAN,164,,0,32176,17.121456986573843
175,UMNO,DATUK SUHAILI ABDUL RAHMAN,11087,7901.0,2004,Sabah,LABUAN,166,,1,14273,77.67813353884958
176,PAS,MATUSIN ABDUL RAHMAN,3186,0.0,2004,Sabah,LABUAN,166,,0,14273,22.321866461150424
177,UMNO,DATUK ABDUL RAHIM BAKRI,13236,6748.0,2004,Sabah,KUDAT,167,,1,23381,56.61006800393482
178,IND,Abdul Rahman Sedik,6488,0.0,2004,Sabah,KUDAT,167,,0,23381,27.749026987725077
179,IND,Abdul Razak Abdul Salam,2375,0.0,2004,Sabah,KUDAT,167,,0,23381,10.15782045250417
180,IND,Asbiah Anggar,1282,0.0,2004,Sabah,KUDAT,167,,0,23381,5.483084555835935
181,UPKO,Wilfred Madius Tangau,17722,9167.0,2004,Sabah,TUARAN,170,,1,26277,67.44301099821136
182,PKR,Ansari Abdullah,8555,0.0,2004,Sabah,TUARAN,170,,0,26277,32.55698900178864
183,SAPP,Eric Majimbun,16426,11225.0,2004,Sabah,SEPANGGAR,171,,1,21627,75.9513570999214
184,PKR,Saidatul Badru Said,5201,0.0,2004,Sabah,SEPANGGAR,171,,0,21627,24.048642900078605
185,UPKO,Marcus Mojigoh,13816,7832.0,2004,Sabah,PUTATAN,173,,1,19800,69.77777777777777
186,PKR,Awang Ahmad Sah,5984,0.0,2004,Sabah,PUTATAN,173,,0,19800,30.22222222222222
187,UPKO,Donald Peter Mojuntin,16032,12707.0,2004,Sabah,PENAMPANG,174,,1,21244,75.46601393334589
188,DAP,Jomilon Mojountin,3325,0.0,2004,Sabah,PENAMPANG,174,,0,21244,15.651478064394652
189,IND,Joseph Sulaiman,960,0.0,2004,Sabah,PENAMPANG,174,,0,21244,4.5189229900207115
190,PKR,Blaise Mosidin,927,0.0,2004,Sabah,PENAMPANG,174,,0,21244,4.36358501223875
191,UMNO,Rosnah Abdul Rashid Shirlin,0,0.0,2004,Sabah,PAPAR,175,,1,0,0.0
192,UMNO,Anifah Aman,9655,5108.0,2004,Sabah,KIMANIS,176,,1,14202,67.98338262216589
193,PKR,Awang Tengah Awang Amin,4547,0.0,2004,Sabah,KIMANIS,176,,0,14202,32.01661737783411
194,UMNO,Azizah Mohd Dun,0,0.0,2004,Sabah,BEAUFORT,177,,1,0,0.0
195,UMNO,Yusof Yacob,0,0.0,2004,Sabah,SIPITANG,178,,1,0,0.0
196,UPKO,Bernard Giluk Dompok,7547,1387.0,2004,Sabah,RANAU,179,,1,18626,40.518629872221624
197,IND,Ruhimin Adzim,6160,0.0,2004,Sabah,RANAU,179,,0,18626,33.072049822828305
198,IND,Karim Adam,3310,0.0,2004,Sabah,RANAU,179,,0,18626,17.77085794051326
199,IND,Japiril Suhaimin,1609,0.0,2004,Sabah,RANAU,179,,0,18626,8.638462364436808
200,PBS,Joseph Pairin Kitingan,0,0.0,2004,Sabah,KENINGAU,180,,1,0,0.0
201,UMNO,Raime Unggi,8032,2404.0,2004,Sabah,TENOM,181,,1,13660,58.79941434846266
202,IND,Laimun Laikin,5628,0.0,2004,Sabah,TENOM,181,,0,13660,41.20058565153734
203,PBRS,Bernard S Maraat,5880,608.0,2004,Sabah,PENSIANGAN,182,,1,11709,50.21778119395337
204,IND,Martin Tommy,5272,0.0,2004,Sabah,PENSIANGAN,182,,0,11709,45.02519429498676
205,SETIA,Razali Suffian Koroh,557,0.0,2004,Sabah,PENSIANGAN,182,,0,11709,4.757024511059869
206,UMNO,Ronald Kiandee,0,0.0,2004,Sabah,BELURAN,183,,1,0,0.0
207,UMNO,Juslie Ajirol,13140,10669.0,2004,Sabah,LIBARAN,184,,1,15611,84.17141759016079
208,PKR,Raj Munni Sabu,2471,0.0,2004,Sabah,LIBARAN,184,,0,15611,15.828582409839216
209,IND,Chong Hon Min,9538,1330.0,2004,Sabah,SANDAKAN,186,,1,18289,52.151566515391764
210,LDP,Liew Vui Keong,8208,0.0,2004,Sabah,SANDAKAN,186,,0,18289,44.87943572639291
211,PASOK,Liew Teck Khen,543,0.0,2004,Sabah,SANDAKAN,186,,0,18289,2.9689977582153206
212,UMNO,Bung Moktar Radin,0,0.0,2004,Sabah,KINABATANGAN,187,,1,0,0.0
213,UMNO,Samsu Baharom Abdul Rahman,16613,10748.0,2004,Sabah,SILAM,188,,1,22478,73.90782098051429
214,PKR,Shamsuri Baharuddin,5865,0.0,2004,Sabah,SILAM,188,,0,22478,26.09217901948572
215,UMNO,Mohd Shafie Apdal,13970,12266.0,2004,Sabah,SEMPORNA,189,,1,18276,76.439045743051
216,IND,Madjalis Lais,1704,0.0,2004,Sabah,SEMPORNA,189,,0,18276,9.32370321733421
217,PKR,Aldani Landi,1162,0.0,2004,Sabah,SEMPORNA,189,,0,18276,6.358065222149267
218,IND,Noraidah Abdul Salleh,764,0.0,2004,Sabah,SEMPORNA,189,,0,18276,4.180345808710878
219,PKR,Mohd Abdul Wahab Pg Abdullah,676,0.0,2004,Sabah,SEMPORNA,189,,0,18276,3.698840008754651
220,SAPP,Shim Paw Fatt,0,0.0,2004,Sabah,TAWAU,190,,1,0,0.0
221,UMNO,Abdul Ghapur Salleh,0,0.0,2004,Sabah,KALABAKAN,191,,1,0,0.0
222,PBB,Wan Junaidi Tuanku Jaafar,12590,10560.0,2004,Sarawak,SANTUBONG,193,,1,14620,86.11491108071135
223,IND,Idris Bohari,2030,0.0,2004,Sarawak,SANTUBONG,193,,0,14620,13.885088919288645
224,SUPP,Yong Khoon Seng,21155,7731.0,2004,Sarawak,STAMPIN,196,,1,34579,61.178750108447325
225,DAP,Voon Lee Shan,13424,0.0,2004,Sarawak,STAMPIN,196,,0,34579,38.821249891552675
226,PBB,James Dawos Mamit,15368,9098.0,2004,Sarawak,MAMBONG,198,,1,21638,71.02319992605601
227,STAR,Mangan Ngandok,6270,0.0,2004,Sarawak,MAMBONG,198,,0,21638,28.976800073943988
228,SUPP,Richard Riot Jaem,13960,9695.0,2004,Sarawak,SERIAN,199,,1,18225,76.59807956104252
229,IND,Henry Ginai Langgie,4265,0.0,2004,Sarawak,SERIAN,199,,0,18225,23.401920438957475
230,PBB,Douglas Uggah Embas,11618,9723.0,2004,Sarawak,BETONG,204,,1,13513,85.97646710575002
231,SNAP,Abang Zulkifli Abang Engkeh,1895,0.0,2004,Sarawak,BETONG,204,,0,13513,14.023532894249982
232,SPDP,Jelaing Mersat,11995,7545.0,2004,Sarawak,SARATOK,205,,1,16445,72.94010337488598
233,SNAP,Edmond Stanley Jugol,4450,0.0,2004,Sarawak,SARATOK,205,,0,16445,27.059896625114018
234,SUPP,Law Hieng Ding,15485,11599.0,2004,Sarawak,SARIKEI,207,,1,21902,70.70130581682038
235,IND,Ngu Tieng Hai,3886,0.0,2004,Sarawak,SARIKEI,207,,0,21902,17.742671902109397
236,IND,Ling Bit Tiing,1667,0.0,2004,Sarawak,SARIKEI,207,,0,21902,7.6111770614555745
237,IND,Junak Jawek,864,0.0,2004,Sarawak,SARIKEI,207,,0,21902,3.944845219614647
238,PBDS,Joseph Salang Gandum,8388,2688.0,2004,Sarawak,JULAU,208,,1,14088,59.54003407155025
239,IND,Ambrose Labang Jamba,5700,0.0,2004,Sarawak,JULAU,208,,0,14088,40.45996592844975
240,PBDS,Aaron Ago Dagang,6438,2057.0,2004,Sarawak,KANOWIT,209,,1,10819,59.50642388390794
241,IND,Frederick Bungsu Jantan,4381,0.0,2004,Sarawak,KANOWIT,209,,0,10819,40.49357611609206
242,PBDS,Tiong Thai King,14895,4721.0,2004,Sarawak,LANANG,210,,1,25069,59.41601180741154
243,DAP,David Wong Kee Woan,10174,0.0,2004,Sarawak,LANANG,210,,0,25069,40.58398819258846
244,SUPP,Robert Lau Hoi Chew,20501,3340.0,2004,Sarawak,SIBU,211,,1,37662,54.43417768573097
245,DAP,Wong Ho Leng,17161,0.0,2004,Sarawak,SIBU,211,,0,37662,45.56582231426903
246,PBB,Muhammad Leo Michael Toyad Abdullah,11829,9178.0,2004,Sarawak,MUKAH,212,,1,14480,81.69198895027624
247,IND,Mohamad @ Latip Rahman,2651,0.0,2004,Sarawak,MUKAH,212,,0,14480,18.308011049723756
248,PBB,Joseph Entulu Belaun,7876,3616.0,2004,Sarawak,SELANGAU,213,,1,12136,64.89782465392221
249,SNAP,Liman Sujang,4260,0.0,2004,Sarawak,SELANGAU,213,,0,12136,35.102175346077786
250,PBB,Alexander Nanta Linggi,0,0.0,2004,Sarawak,KAPIT,214,,1,0,0.0
251,SPDP,Tiong King Sing,20225,11267.0,2004,Sarawak,BINTULU,216,,1,31766,63.66870238619908
252,DAP,Chiew Chiu Sing,8958,0.0,2004,Sarawak,BINTULU,216,,0,31766,28.199962223761254
253,SNAP,Lau Hing Kii,2583,0.0,2004,Sarawak,BINTULU,216,,0,31766,8.131335390039665
254,SUPP,Peter Chin Fah Kui,0,0.0,2004,Sarawak,MIRI,217,,1,0,0.0
255,SPDP,Jacob Dungau Sagan,7551,0.0,2004,Sarawak,BARAM,218,,1,7551,100.0
256,UMNO,DATUK SERI RADZI SHEIKH AHMAD,23821,13671.0,2008,Perlis,KANGAR,002,,1,33971,70.12157428394808
257,PKR,TUNKU ABDUL RAHMAN TUNKU ISMAIL,10150,0.0,2008,Perlis,KANGAR,002,,0,33971,29.878425716051925
258,UMNO,DATUK ISMAIL KASSIM,16451,300.0,2008,Perlis,ARAU,003,,1,32602,50.46009447273173
259,PAS,DATUK DRHARON DIN,16151,0.0,2008,Perlis,ARAU,003,,0,32602,49.53990552726827
260,UMNO,DATO PADUKA ABU BAKAR TAIB,13762,4970.0,2008,Kedah,LANGKAWI,004,,1,22554,61.01800124146493
261,PKR,WAN SALLEH WAN ISA,8792,0.0,2008,Kedah,LANGKAWI,004,,0,22554,38.98199875853507
262,UMNO,DATO MUKHRIZ MAHATHIR,19424,2205.0,2008,Kedah,JERLUN,005,,1,36643,53.008760199765305
263,PAS,IDRIS AHMAD,17219,0.0,2008,Kedah,JERLUN,005,,0,36643,46.991239800234695
264,PAS,DR MOHD HAYATI OTHMAN,27311,4073.0,2008,Kedah,PENDANG,011,,1,50549,54.02876416941977
265,UMNO,DATUK PADUKA MD ROZAI SHAFIAN,23238,0.0,2008,Kedah,PENDANG,011,,0,50549,45.97123583058023
266,PAS,MOHD FIRDAUS JA'AFAR,26510,2299.0,2008,Kedah,JERAI,012,,1,50721,52.266319670353504
267,UMNO,DATUK PADUKA BADRUDDIN AMIRULDIN,24211,0.0,2008,Kedah,JERAI,012,,0,50721,47.733680329646496
268,PAS,CHE UDA CHE NIK,16864,481.0,2008,Kedah,SIK,013,,1,33247,50.723373537462024
269,UMNO,OTHMAN DESA,16383,0.0,2008,Kedah,SIK,013,,0,33247,49.276626462537976
270,PKR,DATUK RASHID DIN,25541,3098.0,2008,Kedah,MERBOK,014,,1,47984,53.22815938646215
271,UMNO,TAJUL URUS MAT ZAIN,22443,0.0,2008,Kedah,MERBOK,014,,0,47984,46.77184061353785
272,PAS,TAIB AZAMUDDEN MD TAIB,36074,7613.0,2008,Kedah,BALING,016,,1,64535,55.89834973270318
273,UMNO,DATUK ABD AZEEZ ABD RAHIM,28461,0.0,2008,Kedah,BALING,016,,0,64535,44.10165026729682
274,PAS,DATUK KAMARUDDIN JAAFAR,36714,9377.0,2008,Kelantan,TUMPAT,019,,1,64051,57.319948166304975
275,UMNO,DR ASRAF WAJDI DUSUKI,27337,0.0,2008,Kelantan,TUMPAT,019,,0,64051,42.680051833695025
276,PAS,NASHARUDIN MAT ISA,28835,2901.0,2008,Kelantan,BACHOK,025,,1,54769,52.64839599043255
277,UMNO,DR AWANG ADEK HUSSIN,25934,0.0,2008,Kelantan,BACHOK,025,,0,54769,47.35160400956745
278,PKR,ABDUL AZIZ KADIR,21738,400.0,2008,Kelantan,KETEREH,026,,1,43076,50.4642956634785
279,UMNO,DATUK SERI ANNUAR MUSA,21338,0.0,2008,Kelantan,KETEREH,026,,0,43076,49.5357043365215
280,PKR,SAIFUDDIN NASUTION ISMAIL,21041,1460.0,2008,Kelantan,MACHANG,029,,1,40622,51.79705578258087
281,UMNO,SAZMI MIAH,19581,0.0,2008,Kelantan,MACHANG,029,,0,40622,48.20294421741913
